DataSet,Order,Family,Genus,Species,Lat,Long,NumObs,NumPreyTypes,rare_NT,NetSpec,yInt,MF,rare_MF,sp50,Gini,SE,rare_SE,Mass,ID_MF,MMF,MSP,MLP,MassRange,RichBirds,RichMamms,RichStrigB,RichStrigNB,RichAccB,RichAccNB,NumHabs,RangeSize,fBirds,fMamms,fIns,funidBird,funidMamm,MOS,SD,Season,Temp,Seasonality,AnnPrecip,PrecipSeason,Biome,EqSplit,FairProp,efficiency,MainDiet,Climate_PCA1,Diversity_PCA1
292,Falconiformes,Falconidae,Falco,Falco peregrinus,62.834,-92.146,110,15,7.94,0.340720526318787,0.393265446964554,0.290909090909091,0.65,2.1875,0.526338199513382,2.15047133039257,1.81104305964612,6.63325264164247,Species,NaN,3.17387845893747,6.7696419768525,847.1,33,16,2,NaN,2,1,2,38088662.45,0.763636363636363,0.236363636363636,0,0,0,33.33,0.906618136224298,Breeding,-10.3109283447266,15.1909122467041,0.0128148766234517,49.9118995666504,11,5.58468179048281,4.41806870843804,0.874092116340966,Mix,2.5802954031527,-152.01691948954
294,Falconiformes,Falconidae,Falco,Falco peregrinus,-20.364,17.327,22,9,6.73,0.593100056666741,0.706004989504952,0.409090909090909,0.65,1.5,0.276767676767677,1.81409757323353,1.59691386554348,6.63325264164247,Species,3.11662159082944,3.03974915897077,5.86986172534873,333.3,286,94,8,8,24,32,0,38088662.45,1,0,0,0,0,354.2,0.616088829116566,,20.1065788269043,3.73356199264526,0.0186340119689703,112.470680236816,13,5.58468179048281,4.41806870843804,0.837582442452672,Birds,68.374911948212,113.534922029182
299,Strigiformes,Strigidae,Megascops,Megascops asio,40.955,-74.022,445,31,7.59,1.29949442461564,1.77983269489178,0.492134831460674,0.75,1.0875,0.577205000599592,2.07073473691337,1.55621518509217,5.19290129379139,Species,NaN,1.53901544813755,7.06714080449303,1168.13,180,50,6,7,10,9,1,4938942.17,0.0741573033707865,0.334831460674157,0.492134831460674,0,0,28,1.17148107605797,Breeding,11.3289175033569,9.23673439025879,0.0384785644710064,6.3272590637207,4,13.6882210828294,16.7253935569868,0.767806852670701,Mix,-38.19376119932,-1.23199988603938
300,Strigiformes,Strigidae,Asio,Asio otus,40.955,-74.022,113,11,4.17,2.84509703874004,14.0045713236624,0.814159292035398,1,1,0.588909398554069,0.879579894234017,0.714350379093682,5.69228327826318,Species,3.60413822565885,2.80093319524892,5.8240217505425,321.87,180,50,6,7,10,9,1,27618929.92,0.0619469026548673,0.938053097345133,0,0,0,28,1.49561649379058,Breeding,11.3289175033569,9.23673439025879,0.0384785644710064,6.3272590637207,4,25.7863953228814,24.6605582206381,0.500274778893497,Mamms,-38.19376119932,-1.23199988603938
301,Strigiformes,Strigidae,Strix,Strix varia,40.955,-74.022,242,38,12.3,0.154997957912981,0.152526157212196,0.15702479338843,0.45,5.25,0.431556629916852,3.09335587688142,2.34784566612595,6.56736136261736,Species,NaN,1.53901544813755,7.06714080449303,1168.13,180,50,6,7,10,9,1,6628563.52,0.161157024793388,0.549586776859504,0.15702479338843,0.012396694214876,0,28,0.926357376466976,Breeding,11.3289175033569,9.23673439025879,0.0384785644710064,6.3272590637207,4,12.0568296160332,15.6105863598363,0.935546045666619,Mix,-38.19376119932,-1.23199988603938
304,Acciptriformes,Acciptridae,Buteo,Buteo platypterus,40.955,-74.022,130,30,10.99,0.18061664825024,0.187148741444982,0.153846153846154,0.4,4.18181818181818,0.418227708052415,2.85119032371464,2.21962119480128,6.11732597561564,Species,4.71769497682994,1.53901544813755,7.06714080449303,1168.13,180,50,6,7,10,9,1,4864047.78,0.176923076923077,0.630769230769231,0.0846153846153846,0,0,28,1.33285456544998,Breeding,11.3289175033569,9.23673439025879,0.0384785644710064,6.3272590637207,4,7.57731339151754,9.06760315928634,0.926005162003322,Mix,-38.19376119932,-1.23199988603938
305,Acciptriformes,Acciptridae,Buteo,Buteo lineatus,40.955,-74.022,313,38,12.92,0.109720466601968,0.113336495830516,0.10223642172524,0.35,6.57692307692308,0.456389175440324,3.21423775434166,2.4137217503459,6.40311051429123,Species,4.71769497682994,1.53901544813755,7.06714080449303,1168.13,180,50,6,7,10,9,1,3542030.5,0.143769968051118,0.536741214057508,0.0926517571884984,0,0,28,1.11109037256348,Breeding,11.3289175033569,9.23673439025879,0.0384785644710064,6.3272590637207,4,9.319788773109,9.54821450760863,0.943310895616776,Mix,-38.19376119932,-1.23199988603938
306,Acciptriformes,Acciptridae,Accipiter,Accipiter gentilis,40.955,-74.022,348,33,10.08,0.285431572482177,0.28990176111321,0.227011494252874,0.45,2.8974358974359,0.58161200122743,2.64116912421795,2.07524510000711,6.76393109687218,Species,6.2745925153512,2.10900034392138,8.66412415743136,5783.13,180,50,6,7,10,9,1,31775270.74,0.660919540229885,0.339080459770115,0,0,0,28,1.53983902726911,Breeding,11.3289175033569,9.23673439025879,0.0384785644710064,6.3272590637207,4,18.3751277580583,19.064540975675,0.898159386134676,Mix,-38.19376119932,-1.23199988603938
308,Acciptriformes,Acciptridae,Ictinaetus,Ictinaetus malaiensis,-33.595,18.578,3623,31,2.46,3.74083760914802,38.8241005475038,0.921467469188879,1,1,0.867409867172676,0.464399245500527,0.309436670108341,6.93537044601511,Species,8.01631129782156,5.96532588949829,9.78298181368506,17339.76,235,85,4,4,19,22,1,3231811.39,0.0057323015190599,0.985382631126397,0,0.000286615075952995,0,17729.44,1.82719116928192,Breeding,16.8920230865479,3.94398021697998,0.0138656916096807,65.0738983154297,12,NaN,NaN,0.343756894391764,Mamms,20.9220375980982,61.8803271057525
309,Acciptriformes,Acciptridae,Buteo,Buteo regalis,42.833,-115.83,220,32,8.28,0.595551575852556,0.674616215243268,0.345454545454545,0.65,1.52307692307692,0.442058468957203,2.20995697358797,1.70528718509751,7.27043813919486,Species,5.5734839459294,2.79545039138304,8.11670368444932,3333.59,175,78,9,7,9,8,1,2780053.23,0.0590909090909091,0.795454545454545,0.0318181818181818,0,0,103.67,1.62902130627012,Breeding,12.3061628341675,9.23553085327148,0.00928644184023142,37.4945220947266,13,2.61953770041931,5.9941135229221,0.806723683164863,Mix,-7.11819838478954,2.1595663969982
310,Acciptriformes,Acciptridae,Buteo,Buteo jamaicensis,42.833,-115.83,376,47,10.45,0.283167174243992,0.282985178677824,0.212765957446809,0.55,3,0.509069628671619,2.78176845547705,2.12102232962737,7.00411944859855,Species,NaN,2.23751309625033,7.79254708779689,2413.11,175,78,9,7,9,8,1,15462822.34,0.103723404255319,0.590425531914893,0.00797872340425532,0,0,263.35,1.41244827288484,Breeding,12.3061628341675,9.23553085327148,0.00928644184023142,37.4945220947266,13,5.74640501915571,7.63884919931425,0.903869658826326,Mix,-7.11819838478954,2.1595663969982
311,Acciptriformes,Acciptridae,Buteogallus,Buteogallus anthracinus,23.45,-104.3,82,5,3.81,1.25840820118757,2.39060291786801,0.682926829268293,0.85,1,0.593175853018373,0.977887007345707,0.883547749296248,6.88252977443006,Species,NaN,NaN,NaN,NaN,306,140,15,18,18,22,3,1898078.97,0,0,0,0,0,NaN,NaN,Breeding,15.3836984634399,3.43710494041443,0.024078780785203,110.65372467041,3,12.7863159586269,12.2692704737829,0.660532647216845,Mix,66.0569015042987,145.900132510127
314,Acciptriformes,Acciptridae,Buteo,Buteo jamaicensis,23.45,-104.3,103,11,4.16,2.68374458430089,11.7937998157203,0.805825242718447,1,1,0.591936312275295,0.890741237805379,0.716909123647925,7.00411944859855,Species,5.36597601502185,5.36597601502185,7.06714080449303,958.79,306,140,15,18,18,22,3,15462822.34,0.029126213592233,0.87378640776699,0,0.00970873786407767,0,NaN,NaN,Breeding,15.3836984634399,3.43710494041443,0.024078780785203,110.65372467041,3,5.74640501915571,7.63884919931425,0.502912341360863,Mamms,66.0569015042987,145.900132510127
315,Falconiformes,Falconidae,Falco,Falco sparverius,23.45,-104.3,226,13,4.62,1.72144126437584,3.92218506240304,0.70353982300885,0.95,1,0.684371184371184,1.16885810421871,0.937105154878525,4.74153506050861,Species,NaN,3.94332785525656,5.36597601502185,162.41,306,140,15,18,18,22,3,26638648.91,0.0353982300884956,0.106194690265487,0,0.0309734513274336,0.0176991150442478,NaN,NaN,Breeding,15.3836984634399,3.43710494041443,0.024078780785203,110.65372467041,3,29.8933783468285,12.7627139380958,0.612329062404317,Mix,66.0569015042987,145.900132510127
316,Acciptriformes,Acciptridae,Harpia,Harpia harpyja,4.39,-56.1,220,33,10.62,0.212982323159457,0.218683903146629,0.19634703196347,0.45,3.825,0.506456241032999,2.78745417021641,2.18048287242499,8.47637119689598,Species,8.54869185847561,6.29156913955832,9.00853625665857,7632.55,576,187,12,12,29,32,1,11064295.35,0.0502283105022831,0.867579908675799,0,0.0182648401826484,0.0273972602739726,5160,1.23542028055339,Breeding,25.7804698944092,0.818521082401276,0.0604235678911209,50.4979286193848,1,32.0604428942977,31.7711760308591,0.92286234655247,Mamms,7.49621229278017,417.973537691985
317,Falconiformes,Falconidae,Falco,Falco cenchroides,-34,149,27,5,4.38,0.829540415113243,1.24022975574111,0.555555555555556,0.75,1,0.407843137254902,1.24918441005202,1.14649534092208,5.13855932816283,Species,3.27752202030093,2.78809290877575,4.1172469554394,45.14,309,66,6,6,16,17,2,7685043.14,0.592592592592593,0.111111111111111,0.185185185185185,0,0,NaN,NaN,Breeding,14.4954643249512,5.7878851890564,0.0233820788562298,14.0019083023071,4,10.2504452250542,7.3121555088119,0.776206852212572,Mix,-30.1332911487486,126.941990039139
318,Falconiformes,Falconidae,Falco,Falco cenchroides,-34,149,102,7,4.31,1.18381126612143,2.05690731531623,0.637254901960784,0.9,1,0.622138910812944,1.17397169535477,1.00748924670263,5.13855932816283,Species,NaN,3.18096625179498,4.34562195278008,53.07,309,66,6,6,16,17,2,7685043.14,0.0784313725490196,0,0.117647058823529,0.0294117647058824,0,NaN,NaN,Breeding,14.4954643249512,5.7878851890564,0.0233820788562298,14.0019083023071,4,10.2504452250542,7.3121555088119,0.68961811714543,Mix,-30.1332911487486,126.941990039139
319,Strigiformes,Tytonidae,Tyto,Tyto alba,-36,-72,354,14,7.32,0.259499931449381,0.317726538261928,0.220338983050847,0.45,2.45,0.633582371141801,2.06873037306071,1.78893962661415,5.99973029152501,Species,3.29583686600433,2.78809290877575,7.51328362536041,1815.97,155,41,6,6,8,9,3,63140525.19,0.0112994350282486,0.983050847457627,0.00564971751412429,0.0112994350282486,0,28.9,0.909696798950233,,14.0987043380737,4.38009595870972,0.0263189449906349,94.9775009155273,12,59.0468688737535,41.6526692915822,0.898689010840004,Mamms,50.3158696996129,-27.8287081722779
320,Strigiformes,Tytonidae,Tyto,Tyto alba,-32,-71,335,14,6.06,0.49268367595821,0.637748345745095,0.358208955223881,0.65,1.42035398230089,0.697716009480715,1.69438695700128,1.46621295644573,5.99973029152501,Species,3.29583686600433,2.78809290877575,7.51328362536041,1815.97,150,37,5,5,6,7,0,63140525.19,0.0119402985074627,0.97910447761194,0.00895522388059702,0.0119402985074627,0,28.9,1.08033742513894,,14.7002573013306,4.32878875732422,0.0121219512075186,100.149398803711,12,59.0468688737535,41.6526692915822,0.813789743708799,Mamms,55.5222152627169,-33.8830319271421
321,Strigiformes,Tytonidae,Tyto,Tyto alba,-51,-73,531,10,6.72,0.330218817018583,0.41278587923948,0.301318267419962,0.5,2.01851851851852,0.553861800101701,1.88570839790293,1.68971616763791,5.99973029152501,Species,NaN,2.85070650150373,4.47312340506776,70.33,124,35,5,5,6,6,1,63140525.19,0.00188323917137476,0.998116760828625,0,0,0,70.85,0.814548281103739,,2.83155655860901,3.00295495986938,0.0901395156979561,12.1178379058838,4,59.0468688737535,41.6526692915822,0.886949070370074,Mamms,-33.2201442914515,-59.3037964735061
322,Strigiformes,Strigidae,Bubo,Bubo virginianus,-51,-73,162,11,7.71,0.249658647728047,0.30424966901983,0.222222222222222,0.45,2.46428571428571,0.384279366981179,2.1215135961596,1.83731927872204,7.362454896968,Species,NaN,2.85070650150373,8.08999461313395,3244.37,124,35,5,5,6,6,2,24426738.59,0.0432098765432099,0.95679012345679,0,0,0,70.85,0.838358693284836,,2.83155655860901,3.00295495986938,0.0901395156979561,12.1178379058838,4,11.9032995992574,12.9049413304668,0.899536312527626,Mamms,-33.2201442914515,-59.3037964735061
323,Acciptriformes,Acciptridae,Geranoaetus,Geranoaetus melanoleucus,-51,-73,93,8,2.67,3.7253184792958,37.9156148659802,0.913978494623656,1,1,0.683970856102004,0.457205394628559,0.356093906305981,7.7742757665652,Species,8.08999461313395,5.79301360838414,8.54608769539064,4818.58,124,35,5,5,6,6,2,6807951.84,0.032258064516129,0.967741935483871,0,0,0.010752688172043,NaN,NaN,,2.83155655860901,3.00295495986938,0.0901395156979561,12.1178379058838,4,12.3683745424119,12.2304511603658,0.362592110823233,Mamms,-33.2201442914515,-59.3037964735061
325,Acciptriformes,Acciptridae,Circus,Circus hudsonius,45.53,-64.2,678,18,5.04,1.57016812361679,3.26977553750672,0.68141592920354,0.9,1,0.746107908168537,1.26455915859487,1.0367829297053,5.97375871998905,Species,NaN,3.44871689763013,7.02136071170533,1088.85,153,40,5,5,7,4,3,12347245.55,0.218289085545723,0.727138643067846,0,0,0,1065.75,1.03973137743299,Breeding,5.62252235412598,8.67039680480957,0.0437906794250011,13.8386268615723,4,NaN,NaN,0.64101584703446,Mix,-31.3446724831487,-30.0970496673256
326,Acciptriformes,Acciptridae,Circus,Circus hudsonius,40.546,-75.456,234,12,3.61,1.76193896498622,4.4467443233229,0.764957264957265,0.95,1,0.749703067141759,0.903689151897254,0.703643490673668,5.97375871998905,Species,NaN,5.30415032174048,7.96721085244905,2683.63,175,58,5,7,9,9,1,12347245.55,0.188034188034188,0.811965811965812,0,0,0.00427350427350427,NaN,NaN,,11.425238609314,9.24877262115479,0.0386552959680557,6.45954704284668,4,NaN,NaN,0.54813369976596,Mamms,-38.0520133499883,-3.74531924009237
328,Acciptriformes,Acciptridae,Buteo,Buteo lineatus,43.171,-91.298,106,9,4.38,0.587435897183305,0.847931507613754,0.423940149625935,0.75,1.18995299647474,0.667641779933127,1.30055765349194,1.14294416092938,6.40311051429123,Species,NaN,NaN,NaN,NaN,171,57,7,8,10,9,1,3542030.5,0.0236907730673317,0.0935162094763092,0.0117630452171458,0.0236907730673317,0.0935162094763092,NaN,NaN,Breeding,8.41950798034668,11.1219139099121,0.0306562334299088,36.4284973144531,4,9.319788773109,9.54821450760863,0.773802611963713,Mix,-8.65255853641202,-7.77121927304869
331,Falconiformes,Falconidae,Falco,Falco berigora,-38,144,354,7,4.75,1.07700216785304,1.74327965245756,0.598870056497175,0.85,1,0.533826305852738,1.27717697795556,1.1102204766095,6.37504185545812,Species,NaN,2.78809290877575,7.51328362536041,1815.97,276,53,6,6,12,15,3,8273511.57,0.0706214689265537,0.290960451977401,0.598870056497175,0.0593220338983051,0.0395480225988701,NaN,NaN,,13.375880241394,3.75776720046997,0.0188865680247545,20.5836982727051,4,27.4515218618535,10.3208574531208,0.71252723511723,Mix,-23.6661439878225,91.4451175055141
333,Acciptriformes,Acciptridae,Elanus,Elanus axillaris,-38,144,104,3,1.33,4.60505128341159,98.0651638914135,0.980769230769231,1,1,0.786604361370717,0.108359870727953,0.0680150569526064,5.55975812779459,Species,2.78809290877575,2.78809290877575,2.78809290877575,0,276,53,6,6,12,15,3,7649038.18,0.00961538461538462,0.980769230769231,0,0.00961538461538462,0,NaN,NaN,,13.375880241394,3.75776720046997,0.0188865680247545,20.5836982727051,4,25.4175373907488,17.0587433788234,0.238499576511081,Mamms,-23.6661439878225,91.4451175055141
334,Strigiformes,Tytonidae,Tyto,Tyto alba,-38,144,291,3,2.46,2.01798807456422,6.46110961899042,0.859106529209622,1,1,0.633919843597263,0.48073289070696,0.434301257775547,5.99973029152501,Species,2.78809290877575,2.78809290877575,2.78809290877575,0,276,53,6,6,12,15,3,63140525.19,0,0.890034364261168,0.109965635738832,0,0.0309278350515464,NaN,NaN,,13.375880241394,3.75776720046997,0.0188865680247545,20.5836982727051,4,59.0468688737535,41.6526692915822,0.482470456882463,Mamms,-23.6661439878225,91.4451175055141
335,Strigiformes,Strigidae,Ninox,Ninox boobook,-38,144,190,4,2.65,1.02838519531496,1.89424203268982,0.668421052631579,0.9,1,0.674144486692015,0.785171775610406,0.704212665572136,5.64258060292976,Species,NaN,2.78809290877575,2.78809290877575,0,276,53,6,6,12,15,3,7695657.77,0.0105263157894737,0.289473684210526,0.668421052631579,0.0105263157894737,0,NaN,NaN,,13.375880241394,3.75776720046997,0.0188865680247545,20.5836982727051,4,37.5702943560346,26.8702900253708,0.722595761890454,Mix,-23.6661439878225,91.4451175055141
337,Strigiformes,Strigidae,Bubo,Bubo virginianus,40.286,-82.996,139,20,9.29,0.240221101927475,0.270328193592009,0.223021582733813,0.45,2.91666666666667,0.554415518121491,2.40207917190256,2.03134319939962,7.362454896968,Species,NaN,3.3322045101752,7.06714080449303,1144.79,140,51,5,7,8,9,1,24426738.59,0.338129496402878,0.661870503597122,0,0.079136690647482,0.0647482014388489,1172.79,0.998340631518324,Breeding,10.8318405151367,9.47954368591309,0.0356907099485397,13.9570913314819,4,11.9032995992574,12.9049413304668,0.91135002211002,Mix,-30.673537157366,-39.2664275396963
341,Acciptriformes,Acciptridae,Haliaeetus,Haliaeetus leucocephalus,48.093,-119.525,485,33,6.79,1.94662063907319,4.48589671378836,0.641237113402062,0.85,1,0.572403893174325,1.6580623281388,1.29369602482058,8.45544118433979,Species,6.45636140898556,4.61204648992752,7.94153744844654,2710.99,196,92,12,11,10,8,2,NaN,0.905154639175258,0.00206185567010309,0,0,0,1136.95,1.61120806511995,,9.2686824798584,9.7971248626709,0.0136901764199138,57.8622360229492,8,NaN,NaN,0.675400239569588,Birds,12.7707151148951,26.4050944771966
342,Acciptriformes,Acciptridae,Haliaeetus,Haliaeetus leucocephalus,33.863,-111.418,481,34,8.27,0.609560833082142,0.647401725736773,0.374220374220374,0.75,1.9453125,0.621526216120251,2.31407696293298,1.7524137572237,8.45544118433979,Species,NaN,3.31017798327499,7.83336644039298,2496.02,214,105,12,11,15,12,3,NaN,0.11018711018711,0.118503118503119,0,0.0103950103950104,0.027027027027027,636.74,1.57252595689398,Breeding,18.5731315612793,8.3537483215332,0.014832847751677,52.5717544555664,5,NaN,NaN,0.829492157649012,Mix,8.57475940873265,47.6185256566791
344,Acciptriformes,Acciptridae,Buteo,Buteo buteo,55.9,-2.59,802,25,7.67,0.502491075583924,0.584857429243818,0.342892768079801,0.55,1.62068965517241,0.684880921630418,2.08600785744464,1.69676051358699,6.63213352102272,Species,NaN,1.50407739677627,6.34011235965933,562.36,116,34,5,5,7,7,2,11719424.27,0.169576059850374,0.758104738154613,0.00249376558603491,0,0.00374064837905237,77,1.66886655369793,Breeding,8.87055778503418,3.57329344749451,0.0276326257735491,14.4271774291992,4,1.64004816453741,5.36511555310548,0.832840855848616,Mix,-30.2748053505078,-67.1912170478894
345,Acciptriformes,Acciptridae,Buteo,Buteo buteo,45.55,8.5,140,28,10.92,0.206007966591537,0.213301118760258,0.185714285714286,0.45,3.90909090909091,0.458693988423106,2.75607900574075,2.19676818785002,6.63213352102272,Species,4.63210418722817,2.78809290877575,8.22684089040858,3723.75,183,82,7,7,12,10,3,11719424.27,0.464285714285714,0.285714285714286,0,0,0.0928571428571429,102.73,1.48457490237636,Breeding,12.2311697006226,7.45106172561646,0.051914319396019,27.6459350585938,4,1.64004816453741,5.36511555310548,0.918920727352746,Mix,-16.8674536144229,11.0658516491087
351,Acciptriformes,Acciptridae,Aquila,Aquila chrysaetos,42.027,-1.544,461,12,6.09,1.22352583081956,1.91847384114953,0.56953642384106,0.8,1,0.551417718084385,1.56233337586719,1.31879291053795,8.35419650074994,Species,NaN,NaN,NaN,NaN,186,68,5,5,16,11,3,39450257.98,0.19205298013245,0.637969094922737,0,0.0397350993377483,0.0198675496688742,NaN,NaN,Breeding,14.3664388656616,6.37064743041992,0.0149489380419254,20.3519515991211,12,9.67241334246601,12.8779673484401,0.72996668464679,Mix,-23.8526368827075,9.99993187567615
352,Acciptriformes,Acciptridae,Buteo,Buteo buteo,54,-6,1194,10,6.93,0.24494619795466,0.311822880462754,0.225293132328308,0.5,2.47887323943662,0.492992004300208,1.99641626384424,1.74995852357694,6.63213352102272,Species,NaN,1.50407739677627,5.8240217505425,333.83,106,36,4,5,7,6,3,11719424.27,0.412060301507538,0.409547738693467,0,0,0.00586264656616415,NaN,NaN,Breeding,9.82822036743164,3.35681486129761,0.0349004045128822,17.2960262298584,<undefined>,1.64004816453741,5.36511555310548,0.903969652989799,Mix,-27.3134378335896,-76.1820979622378
353,Acciptriformes,Acciptridae,Elanus,Elanus leucurus,36.38,-121.567,129,4,2.43,2.34335687986676,9.16392983015991,0.88,1,1,0.746153846153846,0.465800097252839,0.393082657612594,5.84643877505772,Species,4.05039267469292,2.23751309625033,4.74275584894065,105.38,181,68,9,9,9,12,3,12522294.39,0.01,0.99,0,0.01,0,NaN,NaN,,12.936315536499,3.98724102973938,0.0155898658558726,92.8137130737305,12,25.8254028592003,17.466608847275,0.442714864413352,Mamms,48.0477399228492,4.97928442517395
354,Falconiformes,Falconidae,Falco,Falco tinnunculus,63,23,2613,18,7.63,0.282731314581528,0.339444005898054,0.252583237657865,0.45,2.34639498432602,0.777350644782382,2.08982181005836,1.82649250708703,5.21063303590315,Species,NaN,1.50407739677627,5.8240217505425,333.83,122,44,6,6,7,2,2,49037026.09,0.0907003444316877,0.648679678530425,0.252583237657865,0.0907003444316877,0,10,1.16401102789307,Breeding,3.92129111289978,8.80788898468018,0.0215032938867807,31.0779552459717,6,10.2503981801069,7.31210846386453,0.898825565693322,Mix,-14.4063825044608,-58.5269732788814
355,Acciptriformes,Acciptridae,Buteo,Buteo lagopus,69,20,666,13,6.83,0.348516322835528,0.424338417767268,0.295795795795796,0.55,1.86624203821656,0.682868346517703,1.92454615161751,1.69162777943887,6.85620932109891,Species,3.59539261102047,2.66025953726586,8.02224091680654,3033.7,108,26,5,4,7,4,1,9709846.76,0.00900900900900901,0.990990990990991,0,0,0,47.5,0.923427209815014,Breeding,-1.99120545387268,8.37290668487549,0.0295185539871454,22.5766181945801,11,2.6195377004191,5.99411352292189,0.8804486835036,Mamms,-23.4935593639785,-77.1635405792307
356,Acciptriformes,Acciptridae,Buteo,Buteo lagopus,69,20,599,12,6.06,0.342907303168473,0.438860967567281,0.275459098497496,0.55,1.86217948717949,0.720227245108762,1.80001660405864,1.5745475498354,6.85620932109891,Species,3.5374749999547,2.30258509299405,8.02224091680654,3038,108,26,5,4,7,4,1,9709846.76,0.00333889816360601,0.996661101836394,0,0,0,47.5,1.25403634605275,Breeding,-1.99120545387268,8.37290668487549,0.0295185539871454,22.5766181945801,11,2.6195377004191,5.99411352292189,0.873918513272458,Mamms,-23.4935593639785,-77.1635405792307
357,Falconiformes,Falconidae,Falco,Falco peregrinus,37.4923455929453,15.0727114784792,40,9,6.55,0.372123837488301,0.460345978470801,0.325,0.55,1.875,0.408888888888889,1.86474176716208,1.64623668763125,6.63325264164247,Species,NaN,1.73871024813824,4.63210418722817,97.04,130,54,5,6,8,11,2,38088662.45,0.825,0.175,0,0,0,66.93,0.734412663928909,,17.2106742858887,6.22631549835205,0.018944775685668,48.8370132446289,12,5.58468179048281,4.41806870843804,0.875907050221713,Birds,4.76704690383095,-47.9459681998546
359,Acciptriformes,Acciptridae,Circus,Circus aeruginosus,53,21,356,24,8.46,0.404447085855693,0.441617681802952,0.337078651685393,0.6,2.32558139534884,0.669631147540984,2.23735417514848,1.85464661862264,6.55687778303321,Species,NaN,2.8094026953625,8.22684089040858,3723.4,140,55,5,5,12,6,1,13390803.81,0.235955056179775,0.73314606741573,0,0.0898876404494382,0,28,1.17919032580044,Breeding,7.81712055206299,7.8361701965332,0.0230218358337879,25.4147415161133,4,11.3594194011927,9.2330067113077,0.86854489258079,Mix,-19.5800751306787,-37.9161026423596
360,Strigiformes,Strigidae,Megascops,Megascops sanctaecatarinae,-29.58,-52.2,97,22,10.23,0.271518707207149,0.274977279119346,0.22680412371134,0.55,2.96153846153846,0.385280378770265,2.59952710595064,2.12011258400186,5.19140008420196,Species,NaN,2.78809290877575,2.78809290877575,0,399,99,14,14,22,21,1,418281.17,0.0206185567010309,0.175257731958763,0.731958762886598,0.0206185567010309,0.0206185567010309,NaN,NaN,Breeding,18.5117835998535,3.77201676368713,0.0643955022096634,15.1822423934937,1,20.8543690629462,17.9085089306047,0.911749096134832,Mix,-28.4678461628436,222.970198643539
361,Acciptriformes,Acciptridae,Geranoaetus,Geranoaetus melanoleucus,-19.9166,-43.9333,32,5,3.15,2.52790859279733,10.5673327650742,0.84375,1,1,0.598449612403101,0.641551848323577,0.542533516150056,7.7742757665652,Species,5.86986172534873,3.62966009445396,5.99973029152501,365.62,610,189,14,14,34,33,2,6807951.84,0.96875,0.03125,0,0.0625,0.03125,NaN,NaN,Breeding,20.1809234619141,1.93812429904938,0.0436475165188313,84.3983154296875,1,12.3683745424119,12.2304511603658,0.47283628757143,Birds,40.5351618051753,451.308908068181
364,Strigiformes,Strigidae,Athene,Athene cunicularia,-0.145,-78.3494,872,24,8.82,0.317699187063585,0.350144713581078,0.26605504587156,0.5,2.40740740740741,0.709758057395144,2.3213918103185,1.94545382919303,5.01469371422376,Species,NaN,2.78809290877575,5.43428952807125,212.88,1044,254,22,22,36,38,1,14303129.42,0,0.0963302752293578,0.680045871559633,0,0,NaN,NaN,Breeding,8.86744022369385,0.431971669197083,0.0645058676600456,24.860481262207,1,27.3470432650474,25.6779754551806,0.893630815558283,Mix,-19.8300640223644,885.100854681565
365,Strigiformes,Strigidae,Athene,Athene cunicularia,-3.3736,-79.22,196,12,6.8,0.287451547679666,0.35634979272497,0.25,0.5,2.18518518518518,0.623532231008866,1.97329014029909,1.7130357480426,5.01469371422376,Species,NaN,3.97029191355212,3.97029191355212,0,1070,252,24,24,35,37,1,14303129.42,0,0.0663265306122449,0.795918367346939,0,0,NaN,NaN,Breeding,14.7514495849609,0.348277121782303,0.0517681092023849,62.2264137268066,1,27.3470432650474,25.6779754551806,0.893638447977108,Mix,17.9469154823896,909.350617068122
366,Strigiformes,Tytonidae,Tyto,Tyto alba,-8.0333,-35.21666,93,13,7.77,0.353430754792167,0.405611929834031,0.301075268817204,0.6,2.05,0.481124757595346,2.11107761504233,1.78073348192507,5.99973029152501,Species,5.04342511691925,2.60859812213055,5.82600010738045,325.42,391,137,5,5,24,26,1,63140525.19,0.010752688172043,0.881720430107527,0.010752688172043,0,0,71.4,0.997499302298812,Year round,25.1162986755371,1.16930985450745,0.027065247297287,38.7463912963867,1,59.0468688737535,41.6526692915822,0.868536016795595,Mamms,-4.26206331420532,226.305650577999
368,Falconiformes,Falconidae,Falco,Falco rufigularis,9.04444444,-69.7416,47,14,6.26,2.15922440358903,5.52522988693801,0.638297872340426,0.9,1,0.266929392446634,1.55005511153753,1.20839222785502,5.0976688930612,Species,2.60859812213055,2.56494935746154,4.88726166012663,119.59,645,198,14,14,34,36,4,13377698.05,0.361702127659574,0.638297872340426,0,0,0,13.58,1.04940788295427,Breeding,27.0754623413086,1.13844954967499,0.0591937080025673,68.4685134887695,2,21.1933378299315,4.06267342119887,0.658818712394512,Mix,25.4864640496424,487.366096009763
