DataSet,RaptorScientificName,Continent,Num_obs,PreyPerPellet,ecozone,ShannEnt_rare,DietRichness_rare,LocalRichness,RERichness,RaptorRichness
535,Tyto alba,South America,1145,1.79,NA,2.0994541698145555,9.65,33.0,15.0,11.0
544,Tyto alba,Europe,125,2.78,BA,1.578061822764319,6.54,83.0,34.0,22.0
567,Tyto alba,Asia,156,,DA,1.8556094374397092,7.895,69.0,18.0,30.0
585,Tyto alba,Europe,2414,,BA,1.2744178078302093,4.57,37.0,13.0,18.0
603,Tyto alba,Europe,98,2.58,BA,1.5574429844805653,6.255,83.0,34.0,22.0
611,Tyto alba,North America,224,,DB,1.8224368940124398,8.86,15.0,1.0,3.0
612,Tyto alba,North America,293,,DB,1.8446982841172948,8.64,15.0,1.0,3.0
617,Tyto alba,South America,755,3.24,DA,1.5628963504025568,7.425,177.0,25.0,43.0
620,Tyto alba,Australia/Oceania,139,4.34,CA,0.13125502059111116,1.605,31.0,5.0,21.0
621,Tyto alba,Australia/Oceania,229,4.32,CA,0.8085939898851509,4.055,31.0,5.0,21.0
622,Tyto alba,Australia/Oceania,67,4.47,CA,0.5174231507312226,2.8,31.0,5.0,21.0
631,Tyto alba,Australia/Oceania,241,4.82,CA,0.19267426629944254,1.87,31.0,5.0,21.0
667,Tyto alba,Africa,27,,BA,1.5513597812939297,6.2,123.0,42.0,35.0
688,Tyto alba,Australia/Oceania,288,5.14,CA,0.12579636955606938,1.61,31.0,5.0,21.0
689,Tyto alba,Australia/Oceania,229,4.98,CA,0.18105189922342313,1.805,31.0,5.0,21.0
694,Tyto alba,Australia/Oceania,303,2.12,CA,1.0171138588728135,4.325,38.0,7.0,14.0
699,Tyto alba,Australia/Oceania,138,5.31,CA,0.2456073246386241,1.925,31.0,5.0,21.0
700,Tyto alba,North America,2223,,BB,1.6273777875479407,7.35,93.0,47.0,22.0
717,Tyto alba,Australia/Oceania,236,,BB,0.3983416137721821,2.08,53.0,5.0,23.0
719,Tyto alba,South America,354,1.11,BB,1.8126325983824483,7.465,41.0,14.0,18.0
720,Tyto alba,South America,335,1.4,BB,1.4460039400504934,5.97,58.0,26.0,18.0
726,Tyto alba,Europe,128,,B,1.5013999207761628,5.85,60.0,24.0,21.0
727,Tyto alba,Europe,209,,B,1.8399668719459477,7.795,60.0,24.0,21.0
728,Tyto alba,Europe,165,,B,1.5955482741525508,6.42,60.0,24.0,21.0
729,Tyto alba,Europe,144,,BA,1.345043532539347,4.955,67.0,26.0,21.0
730,Tyto alba,Europe,56,,BA,1.5230586423899382,5.975,67.0,26.0,21.0
731,Tyto alba,Europe,66,,BA,0.590436883170889,3.195,67.0,26.0,21.0
737,Tyto alba,Europe,9572,,BA,1.269861090912853,5.07,36.0,12.0,11.0
738,Tyto alba,Europe,7138,,BA,1.2670340440888932,5.32,54.0,21.0,16.0
739,Tyto alba,Europe,8179,,BA,1.431633744386462,6.09,39.0,14.0,14.0
740,Tyto alba,Europe,4784,,BA,1.358955202367997,5.53,39.0,14.0,14.0
741,Tyto alba,Europe,4340,,BA,1.1646979002714104,4.62,42.0,15.0,18.0
742,Tyto alba,Europe,4525,,BA,1.2425814055996642,4.935,37.0,13.0,18.0
743,Tyto alba,Europe,7494,,BA,1.2122951141148186,4.605,33.0,12.0,16.0
744,Tyto alba,Europe,1731,,BA,0.9132765522973071,3.945,25.0,8.0,8.0
745,Tyto alba,Australia/Oceania,105,4.2,CA,0.27066631794783075,1.97,31.0,5.0,21.0
746,Tyto alba,Australia/Oceania,141,4.55,CA,0.1034947390720313,1.495,39.0,10.0,19.0
747,Tyto alba,Australia/Oceania,250,1.94,CA,0.6524991894297787,2.17,30.0,9.0,19.0
748,Tyto alba,Australia/Oceania,99,2.06,CA,0.7092960271393661,3.19,30.0,9.0,19.0
749,Tyto alba,Australia/Oceania,926,3.76,CA,0.6498101414161691,3.93,30.0,6.0,20.0
750,Tyto alba,Australia/Oceania,16,0.76,CA,0.8445477778766045,3.455,33.0,9.0,16.0
751,Tyto alba,Australia/Oceania,100,1.69,CA,1.0145490761637235,4.01,33.0,9.0,15.0
752,Tyto alba,Australia/Oceania,238,3.72,CA,0.8309810482472618,4.34,35.0,7.0,14.0
753,Tyto alba,Australia/Oceania,202,3.61,CA,0.5120739892545253,2.67,35.0,7.0,14.0
754,Tyto alba,Australia/Oceania,50,1.67,CA,1.2978816663634136,4.6,33.0,9.0,16.0
755,Tyto alba,Australia/Oceania,169,4.33,CA,0.3171847506047105,2.44,33.0,9.0,16.0
759,Tyto alba,Europe,263,,BA,1.5821103269960874,6.54,83.0,34.0,22.0
760,Tyto alba,Europe,235,2.87,BA,1.3947920585625735,5.85,83.0,34.0,22.0
761,Tyto alba,Europe,198,2.79,BA,1.7491646716597915,7.14,83.0,34.0,22.0
762,Tyto alba,Europe,167,3.15,BA,1.5853759513176686,6.645,83.0,34.0,22.0
763,Tyto alba,Europe,129,,BA,1.1795608828135422,3.93,83.0,34.0,22.0
764,Tyto alba,Europe,12335,,BA,1.4105167117379935,5.58,83.0,34.0,22.0
765,Tyto alba,North America,140,,BB,1.322350448148351,5.75,106.0,59.0,25.0
766,Tyto alba,North America,35,,BB,1.374544763563126,5.0,106.0,59.0,25.0
767,Tyto alba,North America,90,,BB,1.8008168588942741,7.8,106.0,59.0,25.0
768,Tyto alba,North America,188,,BB,1.3629488157364125,5.81,106.0,59.0,25.0
769,Tyto alba,North America,42,,BB,1.0410230583333577,4.185,106.0,59.0,25.0
770,Tyto alba,North America,42,,BB,1.0448380552448728,4.555,106.0,59.0,25.0
771,Tyto alba,North America,90,,BB,0.24555785057293014,2.025,106.0,59.0,25.0
772,Tyto alba,North America,122,,BB,0.4170512948110713,2.7,106.0,59.0,25.0
773,Tyto alba,North America,82,,BB,1.3084489611541725,5.365,106.0,59.0,25.0
774,Tyto alba,North America,45,,BB,1.352934025538228,5.03,106.0,59.0,25.0
775,Tyto alba,North America,81,,BB,1.3146629508337946,5.025,106.0,59.0,25.0
776,Tyto alba,Europe,96,,B,1.3662257028677884,5.325,52.0,16.0,23.0
777,Tyto alba,Europe,132,,B,1.146623906805064,3.69,52.0,16.0,23.0
778,Tyto alba,Europe,683,,B,1.7108270509870565,6.63,52.0,16.0,23.0
779,Tyto alba,Europe,240,,B,1.5316369466329984,5.79,52.0,16.0,23.0
780,Tyto alba,Europe,137,,B,1.5498694993620798,6.18,52.0,16.0,23.0
781,Tyto alba,Europe,689,,B,1.3862892762263623,5.435,44.0,12.0,22.0
782,Tyto alba,Europe,259,,B,1.2266224327018584,4.52,52.0,16.0,23.0
783,Tyto alba,Europe,145,,B,1.1104249903696344,3.92,44.0,12.0,22.0
784,Tyto alba,Europe,278,,B,0.6073703349862751,2.91,52.0,16.0,23.0
785,Tyto alba,Europe,427,,B,0.7969181960881631,3.13,44.0,12.0,22.0
786,Tyto alba,Europe,86255,,B,0.013536329467709596,1.065,44.0,12.0,22.0
787,Tyto alba,Europe,165,,B,1.0831284201997975,5.265,52.0,16.0,23.0
813,Tyto alba,North America,90,,BA,1.2447640178383694,4.85,46.0,21.0,15.0
814,Tyto alba,North America,63,,BA,1.1804080703148063,5.61,39.0,16.0,11.0
816,Tyto alba,Europe,234,,B,1.6384738713452258,6.94,57.0,18.0,27.0
823,Tyto alba,Europe,1281,,BB,1.3905745429121938,5.345,83.0,34.0,33.0
825,Tyto alba,Europe,311,,NA,1.4812743661845829,6.06,83.0,34.0,33.0
827,Tyto alba,North America,178,1.65,CA,1.362532987996837,5.185,54.0,19.0,14.0
828,Tyto alba,North America,194,,DA,1.6472106239166073,7.09,101.0,44.0,24.0
865,Tyto alba,South America,232,2.55,BA,1.143754026190127,4.02,29.0,13.0,12.0
868,Tyto alba,North America,56,,CA,0.7164382014518412,2.85,94.0,50.0,25.0
869,Tyto alba,North America,229,,CA,0.8943890862630064,3.96,94.0,50.0,25.0
870,Tyto alba,North America,66,,CA,0.71150644586819,3.78,94.0,50.0,25.0
871,Tyto alba,North America,42,,CA,1.5642485601871605,5.97,94.0,50.0,25.0
872,Tyto alba,North America,138,,CA,1.3915675703436374,5.29,94.0,50.0,25.0
873,Tyto alba,North America,52,,CA,0.9003301442541796,2.925,94.0,50.0,25.0
874,Tyto alba,North America,50,,CA,1.209816501969238,4.5,94.0,50.0,25.0
875,Tyto alba,North America,248,,CA,0.9572201505950049,3.85,94.0,50.0,25.0
876,Tyto alba,North America,403,,CA,1.1845598884704263,4.38,94.0,50.0,25.0
877,Tyto alba,North America,352,,CA,1.321415200187702,5.305,94.0,50.0,25.0
878,Tyto alba,North America,83,,CA,1.2113965975529317,4.145,94.0,50.0,25.0
879,Tyto alba,North America,40,,CA,1.0873255931289152,3.79,94.0,50.0,25.0
880,Tyto alba,North America,57,,CA,1.0400868927918616,3.62,94.0,50.0,25.0
881,Tyto alba,North America,55,,CA,0.6107725159354669,2.55,94.0,50.0,25.0
882,Tyto alba,North America,274,,CA,1.5308559329802973,6.36,94.0,50.0,25.0
883,Tyto alba,North America,92,,CA,1.3537359753343097,5.455,94.0,50.0,25.0
884,Tyto alba,North America,129,,CA,1.1367347361325317,4.335,94.0,50.0,25.0
885,Tyto alba,North America,60,,CA,1.1089640997555659,4.33,94.0,50.0,25.0
886,Tyto alba,North America,31,,CA,1.199008274417272,4.685,94.0,50.0,25.0
915,Tyto alba,North America,880,1.33,BC,0.8703682706575396,3.8,65.0,35.0,13.0
919,Tyto alba,Africa,350,1.99,CA,1.5652098954161118,6.975,39.0,18.0,10.0
920,Tyto alba,Africa,106,1.83,CA,1.1623160783079303,4.735,39.0,18.0,10.0
924,Tyto alba,Europe,230,2.41,BB,1.5049984141586732,5.97,75.0,27.0,27.0
925,Tyto alba,Europe,176,2.41,BB,1.3713099864071407,5.165,75.0,27.0,27.0
926,Tyto alba,Europe,263,2.41,BB,1.541403491402703,6.005,75.0,27.0,27.0
927,Tyto alba,Europe,121,2.41,BB,1.4075536213823987,6.175,75.0,27.0,27.0
928,Tyto alba,Europe,95,2.41,BB,1.7929981759106732,7.61,75.0,27.0,27.0
929,Tyto alba,Europe,128,2.41,BB,1.4947202288663877,5.98,75.0,27.0,27.0
930,Tyto alba,South America,65,2.41,DA,1.9579014264417185,8.71,146.0,34.0,42.0
933,Tyto alba,North America,429,,BA,1.000132717715793,4.115,50.0,25.0,18.0
934,Tyto alba,North America,78,2.79,BA,0.9492263049315506,3.905,50.0,25.0,18.0
938,Tyto alba,North America,362,1.8,BB,0.694559904564488,2.64,109.0,59.0,26.0
939,Tyto alba,North America,1343,,AA,0.6662532861713227,3.32,87.0,41.0,26.0
940,Tyto alba,North America,682,,AA,1.0684186306856873,3.36,87.0,41.0,26.0
941,Tyto alba,North America,488,,AA,1.1485011724921455,4.25,87.0,41.0,26.0
944,Tyto alba,North America,50,0.93,BA,1.3240813541866174,5.005,51.0,24.0,13.0
957,Tyto alba,Europe,183,1.66,B,1.4188569291686877,6.01,69.0,25.0,23.0
959,Tyto alba,South America,66,3.91,BB,1.7724326664537866,6.94,36.0,13.0,17.0
960,Tyto alba,South America,55,3.91,BB,1.74146576840651,7.485,36.0,13.0,17.0
961,Tyto alba,South America,127,3.91,BB,1.6694741722048603,7.135,36.0,13.0,17.0
962,Tyto alba,South America,123,3.91,BB,1.7381671915959855,7.245,36.0,13.0,17.0
976,Tyto alba,North America,92,,BB,1.0915317631420332,4.8,99.0,55.0,20.0
984,Tyto alba,South America,4618,3.99,DA,1.2163067974532853,4.82,7.0,5.0,3.0
985,Tyto alba,South America,36,2.12,DA,0.9215919315849681,3.265,7.0,5.0,3.0
986,Tyto alba,South America,139,3.16,DA,1.9264315119629059,8.305,7.0,5.0,3.0
993,Tyto alba,South America,158,1.98,BA,1.5407744791895195,6.33,241.0,55.0,60.0
998,Tyto alba,North America,576,,BC,1.7970042718120303,7.565,57.0,31.0,13.0
1024,Tyto alba,North America,749,1.34,BB,1.4329498893096533,5.535,106.0,59.0,25.0
1030,Tyto alba,South America,88,2.1,BA,1.279440598885658,4.78,59.0,26.0,20.0
1031,Tyto alba,South America,55,2.11,BA,1.1740532568619875,5.01,59.0,26.0,20.0
1032,Tyto alba,South America,323,2.02,BA,1.1437190761492595,4.65,59.0,26.0,20.0
1036,Tyto alba,North America,513,,BB,1.1833514403905563,4.595,115.0,67.0,21.0
1044,Tyto alba,North America,253,,BB,0.8461964057707775,3.835,87.0,41.0,26.0
1055,Tyto alba,North America,202,3.96,BA,1.0853020104407585,3.255,73.0,36.0,20.0
1056,Tyto alba,North America,172,3.66,BA,1.1107958750882958,3.58,73.0,36.0,20.0
1057,Tyto alba,North America,145,3.54,BA,1.0280900678073557,3.425,73.0,36.0,20.0
1058,Tyto alba,North America,332,5.82,BA,0.7417454433491217,3.02,73.0,36.0,20.0
1059,Tyto alba,North America,344,4.99,BA,1.0732988442937281,4.305,73.0,36.0,20.0
1060,Tyto alba,North America,434,4.67,BA,1.2335887537337364,4.61,73.0,36.0,20.0
1061,Tyto alba,North America,266,4.43,BA,1.1767485980131576,3.92,73.0,36.0,20.0
1062,Tyto alba,North America,216,4.15,BA,1.1341522341009216,3.665,73.0,36.0,20.0
1063,Tyto alba,North America,258,3.58,BA,1.0957520786216615,3.38,73.0,36.0,20.0
1064,Tyto alba,North America,203,3.5,BA,0.908028489675643,3.025,73.0,36.0,20.0
1065,Tyto alba,North America,217,2.75,BA,0.8696208777772427,3.2,73.0,36.0,20.0
1066,Tyto alba,North America,97,2.16,BA,0.7157465641455368,3.35,73.0,36.0,20.0
1073,Tyto alba,Europe,451,,BA,0.8669424660986128,4.17,54.0,21.0,16.0
1074,Tyto alba,Europe,65,,BA,0.8863462406400575,4.335,39.0,14.0,14.0
1075,Tyto alba,Europe,183,,BA,1.1219541353381535,3.79,54.0,21.0,16.0
1076,Tyto alba,Europe,514,,BA,1.5690482699286181,6.095,37.0,14.0,17.0
1077,Tyto alba,Europe,738,,BA,1.261651311385691,5.165,54.0,21.0,16.0
1078,Tyto alba,Europe,185,,BA,1.3657396420987151,5.485,54.0,21.0,16.0
1079,Tyto alba,Europe,308,,BA,1.3494339866774971,5.305,39.0,14.0,14.0
1080,Tyto alba,Europe,200,,BA,1.5264172404056078,5.8,36.0,12.0,11.0
1081,Tyto alba,Europe,22,,BA,1.5721007567525553,5.92,39.0,14.0,14.0
1082,Tyto alba,Europe,141,,BA,1.0896918437534857,5.015,39.0,14.0,14.0
1083,Tyto alba,Europe,376,,BA,1.5035117380840044,5.965,39.0,14.0,14.0
1084,Tyto alba,Europe,118,,BA,1.1289537125500646,4.575,42.0,15.0,18.0
1085,Tyto alba,Europe,284,,BA,1.3400322719665914,5.675,39.0,14.0,14.0
1086,Tyto alba,Europe,80,,BA,1.5356582190800676,5.945,39.0,14.0,14.0
1087,Tyto alba,South America,142,1.37,BA,0.6872128993217909,2.105,34.0,11.0,18.0
1088,Tyto alba,South America,119,1.37,BA,0.5220447229312164,2.345,34.0,11.0,18.0
1097,Tyto alba,Europe,1158,2.33,BA,1.9913047546154428,9.125,85.0,34.0,23.0
1099,Tyto alba,North America,278,1.07,DA,0.7482485844001332,3.08,53.0,21.0,18.0
1100,Tyto alba,North America,114,1.04,DA,0.8057277658686295,3.235,53.0,21.0,18.0
1101,Tyto alba,North America,34,1.06,DA,0.5501853527133149,2.965,53.0,21.0,18.0
1102,Tyto alba,North America,5,1.0,DA,1.011198349427315,2.985,53.0,21.0,18.0
1103,Tyto alba,North America,9,1.29,DA,0.6584544641246317,2.0,53.0,21.0,18.0
1104,Tyto alba,North America,29,1.21,DA,0.3641330552614969,2.35,53.0,21.0,18.0
1105,Tyto alba,North America,33,1.14,DA,0.6546010062397101,2.4,53.0,21.0,18.0
1106,Tyto alba,North America,65,1.25,DA,0.5698174293672955,2.58,53.0,21.0,18.0
1107,Tyto alba,North America,453,1.27,DA,0.833671309093745,3.55,53.0,21.0,18.0
1108,Tyto alba,North America,259,1.44,DA,1.1766122516832447,4.865,53.0,21.0,18.0
1109,Tyto alba,North America,252,2.16,DA,1.1413790085672992,4.355,53.0,21.0,18.0
1110,Tyto alba,North America,33,1.44,DA,0.7561093846160669,2.45,53.0,21.0,18.0
1111,Tyto alba,North America,14,1.57,DA,0.5918911470757032,2.705,53.0,21.0,18.0
1112,Tyto alba,Africa,52,1.68,DA,0.7823108763335845,3.445,70.0,30.0,37.0
1113,Tyto alba,Africa,184,1.45,DA,0.39364632558564483,2.68,70.0,30.0,37.0
1114,Tyto alba,Africa,45,1.15,DA,0.38312002052233757,2.52,70.0,30.0,37.0
1115,Tyto alba,Africa,45,1.41,DA,1.0458701916327757,4.88,70.0,30.0,37.0
1116,Tyto alba,Africa,98,1.69,DA,0.6881164888793906,3.695,70.0,30.0,37.0
1117,Tyto alba,Africa,63,1.03,DA,0.6177748569081885,3.345,70.0,30.0,37.0
1118,Tyto alba,Africa,58,1.09,DA,0.3944836218844634,2.705,70.0,30.0,37.0
1119,Tyto alba,Africa,212,1.41,DA,1.2944086046256242,5.42,69.0,29.0,31.0
1120,Tyto alba,North America,37,,BC,1.099246876398662,3.8,62.0,31.0,14.0
1121,Tyto alba,North America,46,,BC,1.5390225614310749,5.92,62.0,31.0,14.0
1122,Tyto alba,North America,64,,BC,1.3211074702207588,5.12,62.0,31.0,14.0
1123,Tyto alba,North America,45,,BC,1.5167834852128355,5.74,62.0,31.0,14.0
1124,Tyto alba,North America,187,,BC,1.5259332913179724,6.145,62.0,31.0,14.0
1125,Tyto alba,North America,21,,BC,0.8876410289559368,3.605,62.0,31.0,14.0
1126,Tyto alba,North America,28,,BC,0.9612046087687901,4.14,62.0,31.0,14.0
1148,Tyto alba,Africa,186,,DA,1.5833901995379518,6.9,158.0,42.0,51.0
1149,Tyto alba,Africa,117,,DA,1.2806943707893277,6.01,158.0,42.0,51.0
1150,Tyto alba,Africa,87,,DA,1.2519601627286925,4.93,158.0,42.0,51.0
1151,Tyto alba,Africa,119,,DA,1.110103225876907,5.29,158.0,42.0,51.0
1152,Tyto alba,Africa,102,,DA,0.7046457642065291,3.705,158.0,42.0,51.0
1153,Tyto alba,Africa,97,,DA,1.3344988598390437,5.245,158.0,42.0,51.0
1154,Tyto alba,Africa,73,,DA,1.2115683274126772,5.02,158.0,42.0,51.0
1155,Tyto alba,Africa,54,,DA,1.2389774138320235,5.675,158.0,42.0,51.0
1156,Tyto alba,Africa,36,,DA,1.2109058838507525,4.71,158.0,42.0,51.0
1157,Tyto alba,Africa,90,,DA,1.5550784828742465,6.835,158.0,42.0,51.0
1158,Tyto alba,Africa,55,,DA,1.2700490578710752,5.305,158.0,42.0,51.0
1159,Tyto alba,Africa,126,,DA,1.6565747649747196,6.57,158.0,42.0,51.0
1160,Tyto alba,Africa,94,,DA,1.4861935426095578,5.63,158.0,42.0,51.0
1161,Tyto capensis,Africa,101,,DA,1.4351130430052377,5.895,158.0,42.0,51.0
1162,Tyto capensis,Africa,46,2.19,DA,1.5042727766939368,5.435,158.0,42.0,51.0
1165,Tyto alba,North America,1389,,BA,0.756633448523491,3.98,53.0,25.0,16.0
1174,Tyto alba,North America,58889,1.2,BC,1.7331801629214771,7.74,62.0,31.0,14.0
1176,Tyto alba,North America,234,,BC,1.780307225152613,7.125,57.0,31.0,13.0
1182,Tyto alba,South America,194,1.28,BB,1.462731102741598,6.005,36.0,13.0,17.0
1187,Tyto alba,South America,729,,BB,1.621843585647191,6.41,36.0,13.0,17.0
1194,Tyto alba,South America,346,1.05,CA,1.1428539558209372,4.69,36.0,18.0,7.0
1205,Tyto alba,North America,23,1.53,BC,0.887647697604244,3.48,60.0,29.0,14.0
1230,Tyto alba,North America,350,2.61,BA,1.7153788333461535,6.85,51.0,24.0,13.0
1231,Tyto alba,North America,45,4.09,BA,1.374729692519793,5.295,51.0,24.0,13.0
1236,Tyto alba,North America,543,,BA,0.9791537366742051,4.195,46.0,22.0,15.0
1242,Tyto alba,North America,3518,5.66,BB,1.1983395984724798,4.685,87.0,41.0,26.0
1270,Tyto alba,Europe,53,,BA,1.7471230328699456,7.57,67.0,26.0,21.0
1271,Tyto alba,Europe,653,,B,1.60826382247744,7.12,60.0,24.0,21.0
1273,Tyto alba,South America,136,3.46,DA,1.29522986350986,5.935,140.0,26.0,44.0
1274,Tyto alba,South America,156,3.46,DA,0.5808753609917828,3.535,140.0,26.0,44.0
1275,Tyto alba,South America,328,3.46,DA,0.9604162190207277,5.135,140.0,26.0,44.0
1276,Tyto alba,South America,121,3.46,DA,0.9640340825179123,4.63,140.0,26.0,44.0
1283,Tyto alba,North America,234,2.17,BA,1.5645982456808252,6.01,41.0,16.0,14.0
1284,Tyto alba,North America,125,1.5,BA,1.1454805544981719,4.21,41.0,16.0,14.0
1285,Tyto alba,North America,987,,BC,1.6020967132863273,6.27,95.0,49.0,24.0
1286,Tyto alba,North America,141,,BC,1.1379686009714352,4.21,95.0,49.0,24.0
1287,Tyto alba,North America,582,,BC,1.2906763998602278,5.13,95.0,49.0,24.0
1288,Tyto alba,North America,201,,BC,1.2759045077678812,4.605,95.0,49.0,24.0
1289,Tyto alba,North America,293,,BC,1.340468236791256,4.65,95.0,49.0,24.0
1290,Tyto alba,North America,116,,BC,1.3243328041341038,5.515,95.0,49.0,24.0
1291,Tyto alba,North America,227,,BC,0.9330081872517733,3.33,95.0,49.0,24.0
1292,Tyto alba,North America,600,,BC,1.2357606786988766,4.515,95.0,49.0,24.0
1293,Tyto alba,North America,274,,BC,1.2548947196320666,4.85,95.0,49.0,24.0
1294,Tyto alba,North America,373,,BC,1.1387937265008252,4.405,95.0,49.0,24.0
1315,Tyto alba,North America,357,,BC,1.4225211376907871,5.63,88.0,47.0,23.0
