Order,Family,Order,Family,AcceptedGenus_COL,AcceptedName_COL,sp_id,X,Y,Year,Density_km
Diprotodontia,Petauridae,Diprotodontia,Petauridae,Petaurus,Petaurus norfolcensis,M_861,152.57,-31.17,1986,9.30E+01
Carnivora,Procyonidae,Carnivora,Procyonidae,Procyon,Procyon lotor,M_444,-88.26,42.07,1995,9.31E+01
Hyracoidea,Procaviidae,Hyracoidea,Procaviidae,Procavia,Procavia capensis,M_442,28.528,-20.508,1993,9.35E+01
Primates,Galagidae,Primates,Galagidae,Galagoides,Galagoides demidoff,M_206,28.58,1.42,2005,9.36E+01
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus europaeus,M_577,16.83585,48.3412,2005,9.40E+01
Eulipotyphla,Soricidae,Eulipotyphla,Soricidae,Sorex,Sorex caecutiens,M_766,58.9,62.6,2016,9.40E+01
Primates,Atelidae,Primates,Atelidae,Alouatta,Alouatta seniculus,M_25,-68.917,-6.533,1991,9.41E+01
Rodentia,Cricetidae,Rodentia,Cricetidae,Myodes,Myodes rutilus,M_593,-138.0828,60.97097,2007,9.43E+01
Primates,Atelidae,Primates,Atelidae,Alouatta,Alouatta belzebul,M_18,-35.159,-7.053,2014,9.47E+01
Rodentia,Cricetidae,Rodentia,Cricetidae,Myodes,Myodes glareolus,M_324,11.0666,43.2166,2012,9.48E+01
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus europaeus,M_577,9.65,45.14,2005,9.48E+01
Rodentia,Cricetidae,Rodentia,Cricetidae,Microtus,Microtus miurus,M_592,-138.0828,60.97097,1997,9.49E+01
Rodentia,Cricetidae,Rodentia,Cricetidae,Microtus,Microtus miurus,M_592,-138.0828,60.97097,1998,9.49E+01
Rodentia,Cricetidae,Rodentia,Cricetidae,Myodes,Myodes glareolus,M_324,58.9,62.6,2016,9.50E+01
Rodentia,Muridae,Rodentia,Muridae,Apodemus,Apodemus sylvaticus,M_37,0.55,52.25,1975,9.50E+01
Primates,Cercopithecidae,Primates,Cercopithecidae,Papio,Papio cynocephalus,M_381,29.75,-6.133333333,2000,9.50E+01
Primates,Cheirogaleidae,Primates,Cheirogaleidae,Phaner,Phaner pallescens,M_411,44.65,-20.05,1990,9.50E+01
Primates,Cebidae,Primates,Cebidae,Saimiri,Saimiri boliviensis,M_493,-74.00333333,-5.655,1997,9.50E+01
Rodentia,Muridae,Rodentia,Muridae,Thallomys,Thallomys paedulcus,M_543,28.167,-18.167,1992,9.50E+01
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Boselaphus,Boselaphus tragocamelus,M_55,70.3,21.3,2019,9.50E+01
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus europaeus,M_577,16.82916,48.30696,2004,9.50E+01
Primates,Callitrichidae,Primates,Callitrichidae,Saguinus,Saguinus leucopus,M_485,-74.575,6.889,2009,9.51E+01
Chiroptera,Pteropodidae,Chiroptera,Pteropodidae,Pteropus,Pteropus mariannus,M_712,145.84,17.31,1983,9.52E+01
Didelphimorphia,Didelphidae,Didelphimorphia,Didelphidae,Metachirus,Metachirus nudicaudatus,M_307,-47.25,-24.533,1989,9.53E+01
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus europaeus,M_577,9.65,45.14,2007,9.54E+01
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus americanus,M_589,-138.0828,60.97097,1988,9.56E+01
Primates,Cercopithecidae,Primates,Cercopithecidae,Macaca,Macaca mulatta,M_287,77.16666667,31.1,1991,9.57E+01
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus europaeus,M_577,9.66,45.09,2008,9.57E+01
Rodentia,Muridae,Rodentia,Muridae,Apodemus,Apodemus flavicollis,M_36,11.0666,43.2166,2014,9.58E+01
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus europaeus,M_577,9.65,45.14,2006,9.59E+01
Cetartiodactyla,Cervidae,Cetartiodactyla,Cervidae,Cervus,Cervus elaphus,M_133,-3.9,57,1979,9.60E+01
Primates,Cercopithecidae,Primates,Cercopithecidae,Chlorocebus,Chlorocebus pygerythrus,M_146,37.16666667,-2.683333333,1978,9.60E+01
Primates,Lorisidae,Primates,Lorisidae,Loris,Loris lydekkerianus,M_760,77.31,12.87,2009,9.60E+01
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus americanus,M_589,-138.0828,60.97097,2009,9.64E+01
Chiroptera,Pteropodidae,Chiroptera,Pteropodidae,Eidolon,Eidolon helvum,M_747,7.338,1.596,2002,9.65E+01
Primates,Cercopithecidae,Primates,Cercopithecidae,Cercopithecus,Cercopithecus ascanius,M_113,30.36666667,0.566666667,1996,9.66E+01
Hyracoidea,Procaviidae,Hyracoidea,Procaviidae,Procavia,Procavia capensis,M_442,28.528,-20.508,2001,9.66E+01
Rodentia,Cricetidae,Rodentia,Cricetidae,Myodes,Myodes glareolus,M_324,11.0666,43.2166,2013,9.68E+01
Primates,Cheirogaleidae,Primates,Cheirogaleidae,Microcebus,Microcebus murinus,M_310,44.65,-20.05,1995,9.70E+01
Primates,Cheirogaleidae,Primates,Cheirogaleidae,Phaner,Phaner pallescens,M_411,44.65,-20.05,1990,9.70E+01
Rodentia,Cricetidae,Rodentia,Cricetidae,Myodes,Myodes rutilus,M_593,-136,63,2012,9.70E+01
Rodentia,Cricetidae,Rodentia,Cricetidae,Myodes,Myodes rutilus,M_593,-138.0828,60.97097,1979,9.73E+01
Rodentia,Cricetidae,Rodentia,Cricetidae,Myodes,Myodes rutilus,M_593,-138.0828,60.97097,1978,9.73E+01
Rodentia,Cricetidae,Rodentia,Cricetidae,Myodes,Myodes rutilus,M_593,-138.0828,60.97097,2006,9.76E+01
Primates,Cercopithecidae,Primates,Cercopithecidae,Cercopithecus,Cercopithecus ascanius,M_113,30.36666667,0.566666667,1980,9.77E+01
Rodentia,Muridae,Rodentia,Muridae,Apodemus,Apodemus sylvaticus,M_37,11.0666,43.2166,2014,9.78E+01
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Capra,Capra sibirica,M_743,11.46,47.65,2016,9.79E+01
Primates,Cercopithecidae,Primates,Cercopithecidae,Colobus,Colobus guereza,M_150,30.36666667,0.566666667,1970,9.80E+01
Carnivora,Procyonidae,Carnivora,Procyonidae,Procyon,Procyon lotor,M_444,-77.03,38.95,1986,9.80E+01
Primates,Indriidae,Primates,Indriidae,Propithecus,Propithecus verreauxi,M_453,44.55,-18.6,1993,9.80E+01
Primates,Atelidae,Primates,Atelidae,Alouatta,Alouatta seniculus,M_25,-74.15,6.703,2007,9.83E+01
Primates,Cebidae,Primates,Cebidae,Cebus,Cebus versicolor,M_645,-74.13,6.7,2007,9.84E+01
Rodentia,Cricetidae,Rodentia,Cricetidae,Myodes,Myodes rutilus,M_593,-138.0828,60.97097,1986,9.86E+01
Rodentia,Gliridae,Rodentia,Gliridae,Muscardinus,Muscardinus avellanarius,M_771,23.06666667,55.05,2012,9.87E+01
Rodentia,Gliridae,Rodentia,Gliridae,Muscardinus,Muscardinus avellanarius,M_771,23.06666667,55.05,2001,9.87E+01
Rodentia,Cricetidae,Rodentia,Cricetidae,Myodes,Myodes glareolus,M_324,11.0666,43.2166,2012,9.88E+01
Rodentia,Cricetidae,Rodentia,Cricetidae,Myodes,Myodes rutilus,M_593,-138.0828,60.97097,2011,9.89E+01
Primates,Cheirogaleidae,Primates,Cheirogaleidae,Cheirogaleus,Cheirogaleus medius,M_139,44.55,-18.6,1993,9.90E+01
Primates,Atelidae,Primates,Atelidae,Alouatta,Alouatta caraya,M_19,-58.67216667,-27.524,1980,9.90E+01
Primates,Lepilemuridae,Primates,Lepilemuridae,Lepilemur,Lepilemur mustelinus,M_270,48.417,-18.7,2014,9.90E+01
Primates,Cheirogaleidae,Primates,Cheirogaleidae,Mirza,Mirza coquereli,M_315,44.55,-18.6,1993,9.90E+01
Rodentia,Muridae,Rodentia,Muridae,Apodemus,Apodemus flavicollis,M_36,10.963,45.98,2006,9.90E+01
Cetartiodactyla,Cervidae,Cetartiodactyla,Cervidae,Rusa,Rusa unicolor,M_478,70.3,21.3,2019,9.90E+01
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus europaeus,M_577,9.57,45.22,2010,9.90E+01
Rodentia,Sciuridae,Rodentia,Sciuridae,Urocitellus,Urocitellus parryii,M_591,-138.0828,60.97097,1996,9.90E+01
Rodentia,Cricetidae,Rodentia,Cricetidae,Phenacomys,Phenacomys intermedius,M_412,-119.88,49.66,2005,9.92E+01
Hyracoidea,Procaviidae,Hyracoidea,Procaviidae,Procavia,Procavia capensis,M_442,28.528,-20.508,2002,9.95E+01
Rodentia,Gliridae,Rodentia,Gliridae,Muscardinus,Muscardinus avellanarius,M_771,23.06666667,55.05,2014,9.97E+01
Rodentia,Gliridae,Rodentia,Gliridae,Muscardinus,Muscardinus avellanarius,M_771,23.06666667,55.05,2009,9.97E+01
Primates,Lemuridae,Primates,Lemuridae,Lemur,Lemur catta,M_261,44.628,-23.651,1994,9.98E+01
Rodentia,Muridae,Rodentia,Muridae,Apodemus,Apodemus sylvaticus,M_37,11.0666,43.2166,2013,9.99E+01
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus americanus,M_589,-138.0828,60.97097,1995,9.99E+01
Rodentia,Muridae,Rodentia,Muridae,Aethomys,Aethomys chrysophilus,M_12,37.133333,-6.166667,2006,1.00E+02
Rodentia,Muridae,Rodentia,Muridae,Aethomys,Aethomys chrysophilus,M_12,37.133333,-6.166667,2006,1.00E+02
Rodentia,Muridae,Rodentia,Muridae,Aethomys,Aethomys chrysophilus,M_12,37.133333,-6.166667,2005,1.00E+02
Rodentia,Muridae,Rodentia,Muridae,Aethomys,Aethomys chrysophilus,M_12,37.133333,-6.166667,2005,1.00E+02
Rodentia,Muridae,Rodentia,Muridae,Aethomys,Aethomys chrysophilus,M_12,37.133333,-6.166667,2005,1.00E+02
Rodentia,Heteromyidae,Rodentia,Heteromyidae,Chaetodipus,Chaetodipus nelsoni,M_135,-104,27.4,1987,1.00E+02
Rodentia,Heteromyidae,Rodentia,Heteromyidae,Chaetodipus,Chaetodipus penicillatus,M_136,-104,27.4,1987,1.00E+02
Rodentia,Heteromyidae,Rodentia,Heteromyidae,Chaetodipus,Chaetodipus penicillatus,M_136,-104,27.4,1987,1.00E+02
Rodentia,Heteromyidae,Rodentia,Heteromyidae,Chaetodipus,Chaetodipus penicillatus,M_136,-104,27.4,1987,1.00E+02
Rodentia,Heteromyidae,Rodentia,Heteromyidae,Dipodomys,Dipodomys merriami,M_176,-104,27.4,1987,1.00E+02
Rodentia,Heteromyidae,Rodentia,Heteromyidae,Dipodomys,Dipodomys merriami,M_176,-104,27.4,1987,1.00E+02
Rodentia,Abrocomidae,Rodentia,Abrocomidae,Abrocoma,Abrocoma bennettii,M_2,-71.10609066,-31.51100871,1988,1.00E+02
Rodentia,Heteromyidae,Rodentia,Heteromyidae,Heteromys,Heteromys anomalus,M_231,-66.43,10.05,1975,1.00E+02
Primates,Atelidae,Primates,Atelidae,Alouatta,Alouatta seniculus,M_25,-67.58333333,8.575,1996,1.00E+02
Didelphimorphia,Didelphidae,Didelphimorphia,Didelphidae,Marmosops,Marmosops fuscatus,M_301,-66.43,10.05,1975,1.00E+02
Rodentia,Muridae,Rodentia,Muridae,Mastomys,Mastomys natalensis,M_302,37.133333,-6.166667,2006,1.00E+02
Primates,Cheirogaleidae,Primates,Cheirogaleidae,Microcebus,Microcebus murinus,M_310,46.8,-16.28333333,1997,1.00E+02
Rodentia,Cricetidae,Rodentia,Cricetidae,Neotoma,Neotoma albigula,M_337,-104,27.4,1987,1.00E+02
Rodentia,Cricetidae,Rodentia,Cricetidae,Neotoma,Neotoma albigula,M_337,-104,27.4,1987,1.00E+02
Rodentia,Cricetidae,Rodentia,Cricetidae,Neotoma,Neotoma mexicana,M_341,-99.233,19.15,1987,1.00E+02
Rodentia,Cricetidae,Rodentia,Cricetidae,Onychomys,Onychomys torridus,M_357,-104,27.4,1987,1.00E+02
Rodentia,Cricetidae,Rodentia,Cricetidae,Onychomys,Onychomys torridus,M_357,-104,27.4,1987,1.00E+02
Rodentia,Cricetidae,Rodentia,Cricetidae,Oryzomys,Oryzomys couesi,M_363,-104.2833,19.583,1994,1.00E+02
Rodentia,Heteromyidae,Rodentia,Heteromyidae,Perognathus,Perognathus flavus,M_393,-104,27.4,1987,1.00E+02
Rodentia,Heteromyidae,Rodentia,Heteromyidae,Perognathus,Perognathus flavus,M_393,-104,27.4,1987,1.00E+02
Rodentia,Heteromyidae,Rodentia,Heteromyidae,Perognathus,Perognathus flavus,M_393,-104,27.4,1987,1.00E+02
Rodentia,Heteromyidae,Rodentia,Heteromyidae,Perognathus,Perognathus flavus,M_393,-104,27.4,1987,1.00E+02
Rodentia,Cricetidae,Rodentia,Cricetidae,Peromyscus,Peromyscus aztecus,M_396,-104.2833,19.583,1994,1.00E+02
Rodentia,Cricetidae,Rodentia,Cricetidae,Peromyscus,Peromyscus leucopus,M_403,-76.3,37.05,1987,1.00E+02
Rodentia,Cricetidae,Rodentia,Cricetidae,Peromyscus,Peromyscus leucopus,M_403,-76.3,37.05,1988,1.00E+02
Rodentia,Cricetidae,Rodentia,Cricetidae,Peromyscus,Peromyscus leucopus,M_403,-76.3,37.05,1987,1.00E+02
Rodentia,Cricetidae,Rodentia,Cricetidae,Peromyscus,Peromyscus leucopus,M_403,-76.3,37.05,1989,1.00E+02
Rodentia,Cricetidae,Rodentia,Cricetidae,Peromyscus,Peromyscus leucopus,M_403,-76.3,37.05,1984,1.00E+02
Rodentia,Cricetidae,Rodentia,Cricetidae,Peromyscus,Peromyscus leucopus,M_403,-76.3,37.05,1988,1.00E+02
Rodentia,Cricetidae,Rodentia,Cricetidae,Peromyscus,Peromyscus leucopus,M_403,-76.3,37.05,1988,1.00E+02
Rodentia,Cricetidae,Rodentia,Cricetidae,Peromyscus,Peromyscus leucopus,M_403,-76.3,37.05,1988,1.00E+02
Rodentia,Cricetidae,Rodentia,Cricetidae,Peromyscus,Peromyscus maniculatus,M_404,-104,27.4,1987,1.00E+02
Primates,Cercopithecidae,Primates,Cercopithecidae,Piliocolobus,Piliocolobus kirkii,M_420,39.36666667,-6.166666667,1977,1.00E+02
Primates,Cebidae,Primates,Cebidae,Saimiri,Saimiri boliviensis,M_493,-64.25,-15.25,1975,1.00E+02
Rodentia,Sciuridae,Rodentia,Sciuridae,Sciurus,Sciurus vulgaris,M_499,4.52,51.28,1986,1.00E+02
Rodentia,Cricetidae,Rodentia,Cricetidae,Sigmodon,Sigmodon hispidus,M_506,-104,27.4,1987,1.00E+02
Rodentia,Sciuridae,Rodentia,Sciuridae,Xerospermophilus,Xerospermophilus spilosoma,M_514,-104,27.4,1987,1.00E+02
Rodentia,Sciuridae,Rodentia,Sciuridae,Xerospermophilus,Xerospermophilus spilosoma,M_514,-104,27.4,1987,1.00E+02
Rodentia,Sciuridae,Rodentia,Sciuridae,Tamias,Tamias minimus,M_527,-111.8,41,1977,1.00E+02
Rodentia,Sciuridae,Rodentia,Sciuridae,Tamiasciurus,Tamiasciurus hudsonicus,M_532,-138.0828,60.97097,1995,1.00E+02
Rodentia,Sciuridae,Rodentia,Sciuridae,Tamiasciurus,Tamiasciurus hudsonicus,M_532,-138.0828,60.97097,2009,1.00E+02
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus europaeus,M_577,16.83585,48.3412,1999,1.00E+02
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus americanus,M_589,-138.0828,60.97097,1997,1.00E+02
Rodentia,Muridae,Rodentia,Muridae,Arvicanthis,Arvicanthis neumanni,M_601,37.133333,-6.166667,2005,1.00E+02
Rodentia,Muridae,Rodentia,Muridae,Arvicanthis,Arvicanthis neumanni,M_601,37.133333,-6.166667,2007,1.00E+02
Rodentia,Muridae,Rodentia,Muridae,Arvicanthis,Arvicanthis neumanni,M_601,37.133333,-6.166667,2007,1.00E+02
Rodentia,Muridae,Rodentia,Muridae,Arvicanthis,Arvicanthis neumanni,M_601,37.133333,-6.166667,2005,1.00E+02
Rodentia,Muridae,Rodentia,Muridae,Arvicanthis,Arvicanthis neumanni,M_601,37.133333,-6.166667,2006,1.00E+02
Rodentia,Muridae,Rodentia,Muridae,Gerbilliscus,Gerbilliscus robustus,M_602,37.133333,-6.166667,2006,1.00E+02
Rodentia,Muridae,Rodentia,Muridae,Gerbilliscus,Gerbilliscus robustus,M_602,37.133333,-6.166667,2007,1.00E+02
Rodentia,Muridae,Rodentia,Muridae,Gerbilliscus,Gerbilliscus robustus,M_602,37.133333,-6.166667,2006,1.00E+02
Rodentia,Muridae,Rodentia,Muridae,Gerbilliscus,Gerbilliscus robustus,M_602,37.133333,-6.166667,2005,1.00E+02
Rodentia,Muridae,Rodentia,Muridae,Gerbilliscus,Gerbilliscus robustus,M_602,37.133333,-6.166667,2006,1.00E+02
Rodentia,Muridae,Rodentia,Muridae,Gerbilliscus,Gerbilliscus robustus,M_602,37.133333,-6.166667,2006,1.00E+02
Rodentia,Muridae,Rodentia,Muridae,Gerbilliscus,Gerbilliscus robustus,M_602,37.133333,-6.166667,2006,1.00E+02
Rodentia,Muridae,Rodentia,Muridae,Gerbilliscus,Gerbilliscus robustus,M_602,37.133333,-6.166667,2007,1.00E+02
Primates,Lepilemuridae,Primates,Lepilemuridae,Lepilemur,Lepilemur grewcockorum,M_615,47.743861,-14.877833,2008,1.00E+02
Rodentia,Muridae,Rodentia,Muridae,Acomys,Acomys spinosissimus,M_8,37.133333,-6.166667,2006,1.00E+02
Rodentia,Muridae,Rodentia,Muridae,Acomys,Acomys spinosissimus,M_8,37.133333,-6.166667,2006,1.00E+02
Rodentia,Muridae,Rodentia,Muridae,Acomys,Acomys spinosissimus,M_8,37.133333,-6.166667,2005,1.00E+02
Rodentia,Muridae,Rodentia,Muridae,Acomys,Acomys spinosissimus,M_8,37.133333,-6.166667,2005,1.00E+02
Rodentia,Muridae,Rodentia,Muridae,Acomys,Acomys spinosissimus,M_8,37.133333,-6.166667,2005,1.00E+02
Rodentia,Muridae,Rodentia,Muridae,Acomys,Acomys spinosissimus,M_8,37.133333,-6.166667,2006,1.00E+02
Rodentia,Cricetidae,Rodentia,Cricetidae,Dicrostonyx,Dicrostonyx groenlandicus,M_863,-24,72.3,2000,1.00E+02
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus timidus,M_275,11.216667,58.333333,1983,1.00E+02
Diprotodontia,Petauridae,Diprotodontia,Petauridae,Petaurus,Petaurus norfolcensis,M_861,153.1,-27.4666,2003,1.01E+02
Eulipotyphla,Erinaceidae,Eulipotyphla,Erinaceidae,Erinaceus,Erinaceus europaeus,M_189,-2,52.87,2001,1.01E+02
Primates,Atelidae,Primates,Atelidae,Alouatta,Alouatta pigra,M_23,-88.483,16.35,2001,1.01E+02
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Boselaphus,Boselaphus tragocamelus,M_55,70.3,21.3,2019,1.01E+02
Diprotodontia,Petauridae,Diprotodontia,Petauridae,Petaurus,Petaurus norfolcensis,M_861,152.57,-31.17,1988,1.01E+02
Diprotodontia,Petauridae,Diprotodontia,Petauridae,Petaurus,Petaurus norfolcensis,M_861,152.57,-31.17,1987,1.01E+02
Primates,Cercopithecidae,Primates,Cercopithecidae,Cercocebus,Cercocebus galeritus,M_110,40.1667,-2.2333,2005,1.02E+02
Hyracoidea,Procaviidae,Hyracoidea,Procaviidae,Procavia,Procavia capensis,M_442,28.528,-20.508,1999,1.02E+02
Carnivora,Procyonidae,Carnivora,Procyonidae,Procyon,Procyon lotor,M_444,-77.03,38.95,1986,1.02E+02
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus europaeus,M_577,9.57,45.22,2011,1.02E+02
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus americanus,M_589,-138.0828,60.97097,2016,1.02E+02
Primates,Lemuridae,Primates,Lemuridae,Lemur,Lemur catta,M_261,44.628,-23.651,1995,1.02E+02
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus americanus,M_589,-138.0828,60.97097,2005,1.03E+02
Primates,Lemuridae,Primates,Lemuridae,Eulemur,Eulemur rufus,M_201,44.65,-20.05,1990,1.03E+02
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus americanus,M_589,-138.0828,60.97097,2017,1.03E+02
Primates,Cercopithecidae,Primates,Cercopithecidae,Cercopithecus,Cercopithecus ascanius,M_113,30.36666667,0.566666667,1970,1.03E+02
Primates,Cercopithecidae,Primates,Cercopithecidae,Chlorocebus,Chlorocebus pygerythrus,M_146,37.16666667,-2.683333333,1977,1.03E+02
Rodentia,Muridae,Rodentia,Muridae,Apodemus,Apodemus sylvaticus,M_37,11.0666,43.2166,2014,1.04E+02
Primates,Cheirogaleidae,Primates,Cheirogaleidae,Cheirogaleus,Cheirogaleus major,M_138,49.351,-15.138,2005,1.04E+02
Primates,Cheirogaleidae,Primates,Cheirogaleidae,Cheirogaleus,Cheirogaleus major,M_138,49.46,-14.831,2005,1.04E+02
Primates,Cercopithecidae,Primates,Cercopithecidae,Macaca,Macaca fascicularis,M_283,95.91666667,2.8,1984,1.04E+02
Rodentia,Heteromyidae,Rodentia,Heteromyidae,Perognathus,Perognathus flavus,M_393,-80.3,40.283,1980,1.04E+02
Rodentia,Cricetidae,Rodentia,Cricetidae,Peromyscus,Peromyscus maniculatus,M_404,-138,61,2012,1.04E+02
Primates,Indriidae,Primates,Indriidae,Propithecus,Propithecus verreauxi,M_453,46.542,-24.843,1999,1.04E+02
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus europaeus,M_577,16.83585,48.3412,2004,1.04E+02
Diprotodontia,Petauridae,Diprotodontia,Petauridae,Petaurus,Petaurus norfolcensis,M_861,153.1,-27.4666,2003,1.05E+02
Primates,Atelidae,Primates,Atelidae,Alouatta,Alouatta palliata,M_22,-95.05,18.58333333,1998,1.05E+02
Primates,Atelidae,Primates,Atelidae,Alouatta,Alouatta seniculus,M_25,-67.58333333,8.575,1972,1.05E+02
Primates,Lemuridae,Primates,Lemuridae,Lemur,Lemur catta,M_261,46.055,-24.55,1985,1.05E+02
Primates,Cercopithecidae,Primates,Cercopithecidae,Piliocolobus,Piliocolobus tephrosceles,M_423,29.75,-6.133333333,2000,1.05E+02
Rodentia,Sciuridae,Rodentia,Sciuridae,Sciurus,Sciurus vulgaris,M_499,4.72,51.14,1986,1.05E+02
Rodentia,Myocastoridae,Rodentia,Myocastoridae,Myocastor,Myocastor coypus,M_859,-0.6,46.3,1986,1.05E+02
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus europaeus,M_577,9.22,45.08,2006,1.05E+02
Primates,Cercopithecidae,Primates,Cercopithecidae,Macaca,Macaca fascicularis,M_283,95.91666667,2.8,1982,1.06E+02
Primates,Cheirogaleidae,Primates,Cheirogaleidae,Microcebus,Microcebus rufus,M_312,49.135,-15.409,2005,1.06E+02
Rodentia,Muridae,Rodentia,Muridae,Apodemus,Apodemus sylvaticus,M_37,0.55,52.25,1977,1.06E+02
Carnivora,Procyonidae,Carnivora,Procyonidae,Procyon,Procyon lotor,M_444,-77.03,38.95,1986,1.06E+02
Cetartiodactyla,Cervidae,Cetartiodactyla,Cervidae,Axis,Axis axis,M_48,70.49,21.3,2019,1.06E+02
Rodentia,Sciuridae,Rodentia,Sciuridae,Urocitellus,Urocitellus parryii,M_591,-138.0828,60.97097,1996,1.06E+02
Rodentia,Cricetidae,Rodentia,Cricetidae,Microtus,Microtus miurus,M_592,-138.0828,60.97097,2004,1.07E+02
Rodentia,Cricetidae,Rodentia,Cricetidae,Myodes,Myodes rutilus,M_593,-138.0828,60.97097,1981,1.07E+02
Primates,Lemuridae,Primates,Lemuridae,Lemur,Lemur catta,M_261,44.628,-23.651,1995,1.07E+02
Rodentia,Cricetidae,Rodentia,Cricetidae,Phenacomys,Phenacomys intermedius,M_412,-119.57,50.07,1995,1.08E+02
Primates,Cercopithecidae,Primates,Cercopithecidae,Piliocolobus,Piliocolobus tephrosceles,M_423,29.75,-6.133333333,2000,1.08E+02
Rodentia,Sciuridae,Rodentia,Sciuridae,Urocitellus,Urocitellus parryii,M_591,-138.0828,60.97097,1998,1.08E+02
Diprotodontia,Petauridae,Diprotodontia,Petauridae,Petaurus,Petaurus norfolcensis,M_861,152.57,-31.17,1987,1.08E+02
Diprotodontia,Petauridae,Diprotodontia,Petauridae,Petaurus,Petaurus norfolcensis,M_861,152.57,-31.17,1987,1.08E+02
Hyracoidea,Procaviidae,Hyracoidea,Procaviidae,Procavia,Procavia capensis,M_442,28.528,-20.508,2000,1.08E+02
Rodentia,Sciuridae,Rodentia,Sciuridae,Tamiasciurus,Tamiasciurus hudsonicus,M_532,-138.0828,60.97097,1987,1.08E+02
Rodentia,Sciuridae,Rodentia,Sciuridae,Tamiasciurus,Tamiasciurus hudsonicus,M_532,-138.0828,60.97097,1991,1.08E+02
Rodentia,Sciuridae,Rodentia,Sciuridae,Tamiasciurus,Tamiasciurus hudsonicus,M_532,-138.0828,60.97097,2010,1.08E+02
Rodentia,Cricetidae,Rodentia,Cricetidae,Myodes,Myodes glareolus,M_324,11.0666,43.2166,2013,1.09E+02
Primates,Lemuridae,Primates,Lemuridae,Lemur,Lemur catta,M_261,46.055,-24.55,1983,1.09E+02
Carnivora,Procyonidae,Carnivora,Procyonidae,Procyon,Procyon lotor,M_444,-77.03,38.95,1988,1.09E+02
Rodentia,Sciuridae,Rodentia,Sciuridae,Urocitellus,Urocitellus parryii,M_591,-138.0828,60.97097,1996,1.09E+02
Rodentia,Cricetidae,Rodentia,Cricetidae,Myodes,Myodes rutilus,M_593,-138,61,2010,1.09E+02
Rodentia,Cricetidae,Rodentia,Cricetidae,Myodes,Myodes rutilus,M_593,-138,61,2011,1.09E+02
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus europaeus,M_577,9.65,45.14,2004,1.09E+02
Hyracoidea,Procaviidae,Hyracoidea,Procaviidae,Heterohyrax,Heterohyrax brucei,M_230,28.528,-20.508,1996,1.09E+02
Primates,Cebidae,Primates,Cebidae,Saimiri,Saimiri sciureus,M_495,-68.76666667,-6.466666667,1987,1.10E+02
Rodentia,Gliridae,Rodentia,Gliridae,Muscardinus,Muscardinus avellanarius,M_771,23.06666667,55.05,2003,1.10E+02
Rodentia,Gliridae,Rodentia,Gliridae,Muscardinus,Muscardinus avellanarius,M_771,23.06666667,55.05,2005,1.10E+02
Rodentia,Muridae,Rodentia,Muridae,Grammomys,Grammomys dolichurus,M_223,30.384,-29.292,1987,1.10E+02
Primates,Cheirogaleidae,Primates,Cheirogaleidae,Microcebus,Microcebus rufus,M_312,48.44,-18.827,1985,1.10E+02
Primates,Indriidae,Primates,Indriidae,Propithecus,Propithecus verreauxi,M_453,46.542,-24.843,2001,1.10E+02
Rodentia,Cricetidae,Rodentia,Cricetidae,Rhipidomys,Rhipidomys mastacalis,M_474,-66.43,10.05,1975,1.10E+02
Rodentia,Sciuridae,Rodentia,Sciuridae,Sciurus,Sciurus vulgaris,M_499,4.52,51.28,1985,1.10E+02
Rodentia,Sciuridae,Rodentia,Sciuridae,Urocitellus,Urocitellus parryii,M_591,-138.0828,60.97097,1993,1.10E+02
Chiroptera,Pteropodidae,Chiroptera,Pteropodidae,Ptenochirus,Ptenochirus jagori,M_725,123.15,9.36666667,1984,1.10E+02
