DataSet,RaptorScientificName,IDLevel,PreyClass,PreyOrder,PreyScientificName,CountInt,PreyMass,PreyFamily
783,Tyto alba,Species,Mammalia,Rodentia,Apodemus sylvaticus,16,30.45,Muridae
783,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,50,16.25,Muridae
783,Tyto alba,Species,Mammalia,Eulipotyphla,Crocidura russula,65,8.2,Soricidae
784,Tyto alba,Species,Mammalia,Eulipotyphla,Suncus etruscus,4,2.13,Soricidae
784,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,22,16.25,Muridae
784,Tyto alba,Species,Mammalia,Eulipotyphla,Crocidura russula,32,8.2,Soricidae
784,Tyto alba,Species,Mammalia,Rodentia,Apodemus sylvaticus,220,30.45,Muridae
785,Tyto alba,Species,Mammalia,Rodentia,Arvicola sapidus,3,220.0,Cricetidae
785,Tyto alba,Species,Mammalia,Eulipotyphla,Suncus etruscus,7,2.13,Soricidae
785,Tyto alba,Species,Mammalia,Rodentia,Apodemus sylvaticus,27,30.45,Muridae
785,Tyto alba,Species,Mammalia,Eulipotyphla,Crocidura russula,108,8.2,Soricidae
785,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,283,16.25,Muridae
786,Tyto alba,Species,Mammalia,Rodentia,Rattus rattus,1,229.13,Muridae
786,Tyto alba,Species,Mammalia,Rodentia,Eliomys quercinus,2,115.0,Gliridae
786,Tyto alba,Order,Mammalia,Chiroptera,Chiroptera,3,0.0,
786,Tyto alba,Species,Mammalia,Eulipotyphla,Suncus etruscus,5,2.13,Soricidae
786,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,104,16.25,Muridae
786,Tyto alba,Species,Mammalia,Eulipotyphla,Crocidura russula,164,8.2,Soricidae
786,Tyto alba,Species,Mammalia,Rodentia,Apodemus sylvaticus,85977,30.45,Muridae
787,Tyto alba,Species,Mammalia,Rodentia,Eliomys quercinus,1,115.0,Gliridae
787,Tyto alba,Species,Mammalia,Lagomorpha,Oryctolagus cuniculus,1,1832.22,Leporidae
787,Tyto alba,Class,Reptilia,,Reptilia,1,0.0,
787,Tyto alba,Order,Mammalia,Chiroptera,Chiroptera,3,0.0,
787,Tyto alba,Class,Amphibia,,Amphibia,3,0.0,
787,Tyto alba,Species,Mammalia,Rodentia,Arvicola sapidus,5,220.0,Cricetidae
787,Tyto alba,Species,Mammalia,Rodentia,Apodemus sylvaticus,6,30.45,Muridae
787,Tyto alba,Species,Mammalia,Rodentia,Rattus norvegicus,6,338.33,Muridae
787,Tyto alba,Species,Mammalia,Rodentia,Rattus rattus,7,229.13,Muridae
787,Tyto alba,Class,Aves,,Aves,9,0.0,
787,Tyto alba,Species,Mammalia,Eulipotyphla,Suncus etruscus,14,2.13,Soricidae
787,Tyto alba,Species,Mammalia,Eulipotyphla,Crocidura russula,111,8.2,Soricidae
813,Tyto alba,Species,Mammalia,Rodentia,Ochrotomys nuttalli,1,22.37,Cricetidae
813,Tyto alba,Species,Mammalia,Rodentia,Peromyscus leucopus,2,21.17,Cricetidae
813,Tyto alba,Species,Mammalia,Rodentia,Reithrodontomys humulis,5,8.31,Cricetidae
813,Tyto alba,Species,Mammalia,Rodentia,Microtus pinetorum,6,26.28,Cricetidae
813,Tyto alba,Species,Mammalia,Rodentia,Sigmodon hispidus,12,92.38,Cricetidae
813,Tyto alba,Species,Mammalia,Eulipotyphla,Blarina carolinensis,19,13.5,Soricidae
813,Tyto alba,Species,Mammalia,Rodentia,Microtus pennsylvanicus,45,36.75,Cricetidae
814,Tyto alba,Species,Mammalia,Eulipotyphla,Blarina carolinensis,1,13.5,Soricidae
814,Tyto alba,Species,Mammalia,Eulipotyphla,Cryptotis parva,1,4.98,Soricidae
814,Tyto alba,Genus,Aves,Passeriformes,Passerculus sp,1,0.0,
814,Tyto alba,Genus,Aves,Gruiformes,Rallus sp,1,0.0,
814,Tyto alba,Species,Mammalia,Rodentia,Reithrodontomys humulis,2,8.31,Cricetidae
814,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,2,16.25,Muridae
814,Tyto alba,Class,Aves,,Aves,2,0.0,
814,Tyto alba,Species,Mammalia,Rodentia,Peromyscus gossypinus,3,29.39,Cricetidae
814,Tyto alba,Genus,Aves,Passeriformes,Ammospiza sp,3,0.0,
814,Tyto alba,Species,Mammalia,Rodentia,Sigmodon hispidus,9,92.38,Cricetidae
814,Tyto alba,Species,Mammalia,Rodentia,Oryzomys palustris,38,53.88,Cricetidae
816,Tyto alba,Species,Insecta,Orthoptera,Gryllotalpa gryllotalpa,1,0.0,
816,Tyto alba,Class,Amphibia,,Amphibia,1,0.0,
816,Tyto alba,Family,Aves,Passeriformes,Alaudidae,1,0.0,
816,Tyto alba,Species,Aves,Passeriformes,Cyanopica cyanus,1,0.0,
816,Tyto alba,Order,Aves,Passeriformes,Passeriformes,1,0.0,
816,Tyto alba,Species,Mammalia,Rodentia,Microtus lusitanicus,1,24.82,Cricetidae
816,Tyto alba,Family,Aves,Passeriformes,Sylviidae,3,0.0,
816,Tyto alba,Species,Mammalia,Rodentia,Eliomys quercinus,3,115.0,Gliridae
816,Tyto alba,Species,Insecta,Orthoptera,Gryllus campestris,4,0.0,
816,Tyto alba,Family,Aves,Passeriformes,Fringillidae,6,0.0,
816,Tyto alba,Order,Insecta,Coleoptera,Coleoptera,7,0.0,
816,Tyto alba,Species,Mammalia,Eulipotyphla,Suncus etruscus,9,2.13,Soricidae
816,Tyto alba,Species,Mammalia,Rodentia,Microtus duodecimcostatus,12,23.0,Cricetidae
816,Tyto alba,Species,Mammalia,Eulipotyphla,Crocidura russula,14,8.2,Soricidae
816,Tyto alba,Family,Insecta,Orthoptera,Tettigoniidae,39,0.0,
816,Tyto alba,Species,Mammalia,Rodentia,Apodemus sylvaticus,59,30.45,Muridae
816,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,72,16.25,Muridae
823,Tyto alba,Class,Amphibia,,Amphibia,1,0.0,
823,Tyto alba,Species,Aves,Gruiformes,Rallus aquaticus,1,0.0,
823,Tyto alba,Species,Aves,Charadriiformes,Gallinago gallinago,1,0.0,
823,Tyto alba,Family,Aves,Charadriiformes,Scolopacidae,1,0.0,
823,Tyto alba,Species,Aves,Passeriformes,Alauda arvensis,1,0.0,
823,Tyto alba,Species,Aves,Passeriformes,Hirundo rustica,1,0.0,
823,Tyto alba,Species,Aves,Passeriformes,Erithacus rubecula,1,0.0,
823,Tyto alba,Species,Aves,Passeriformes,Fringilla coelebs,1,0.0,
823,Tyto alba,Genus,Mammalia,Chiroptera,Pipistrellus sp,1,5.808709677419355,
823,Tyto alba,Species,Aves,Passeriformes,Galerida cristata,2,0.0,
823,Tyto alba,Species,Aves,Passeriformes,Turdus merula,2,0.0,
823,Tyto alba,Genus,Aves,Passeriformes,Phylloscopus sp,2,0.0,
823,Tyto alba,Species,Mammalia,Rodentia,Microtus guentheri,2,50.0,Cricetidae
823,Tyto alba,Species,Mammalia,Rodentia,Rattus rattus,2,229.13,Muridae
823,Tyto alba,Species,Mammalia,Eulipotyphla,Suncus etruscus,4,2.13,Soricidae
823,Tyto alba,Class,Insecta,,Insecta,6,0.0,
823,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,7,16.25,Muridae
823,Tyto alba,Species,Aves,Passeriformes,Sturnus vulgaris,9,0.0,
823,Tyto alba,Species,Mammalia,Rodentia,Arvicola amphibius,9,120.0,Cricetidae
823,Tyto alba,Order,Aves,Passeriformes,Passeriformes,10,0.0,
823,Tyto alba,Species,Mammalia,Eulipotyphla,Neomys anomalus,32,16.0,Soricidae
823,Tyto alba,Species,Mammalia,Eulipotyphla,Crocidura leucodon,35,9.82,Soricidae
823,Tyto alba,Genus,Mammalia,Rodentia,Apodemus sp,64,28.3265,
823,Tyto alba,Species,Mammalia,Rodentia,Microtus levis,287,35.49,Cricetidae
823,Tyto alba,Species,Mammalia,Eulipotyphla,Crocidura suaveolens,309,5.19,Soricidae
823,Tyto alba,Species,Mammalia,Rodentia,Mus macedonicus,490,15.0,Muridae
825,Tyto alba,Family,Insecta,Orthoptera,Tettigoniidae,1,0.0,
825,Tyto alba,Species,Aves,Passeriformes,Cyanistes caeruleus,1,0.0,
825,Tyto alba,Genus,Aves,Passeriformes,Emberiza sp,1,0.0,
825,Tyto alba,Genus,Mammalia,Chiroptera,Pipistrellus sp,1,5.808709677419355,
825,Tyto alba,Species,Mammalia,Rodentia,Arvicola amphibius,1,120.0,Cricetidae
825,Tyto alba,Species,Mammalia,Eulipotyphla,Suncus etruscus,2,2.13,Soricidae
825,Tyto alba,Species,Mammalia,Rodentia,Micromys minutus,2,6.0,Muridae
825,Tyto alba,Species,Aves,Passeriformes,Sturnus vulgaris,3,0.0,
825,Tyto alba,Genus,Aves,Passeriformes,Passer sp,3,0.0,
825,Tyto alba,Species,Mammalia,Rodentia,Rattus rattus,3,229.13,Muridae
825,Tyto alba,Species,Aves,Passeriformes,Miliaria calandra,5,0.0,
825,Tyto alba,Class,Aves,,Aves,5,0.0,
825,Tyto alba,Family,Insecta,Orthoptera,Gryllidae,6,0.0,
825,Tyto alba,Species,Mammalia,Eulipotyphla,Crocidura leucodon,6,9.82,Soricidae
825,Tyto alba,Genus,Mammalia,Rodentia,Apodemus sp,23,28.3265,
825,Tyto alba,Species,Mammalia,Eulipotyphla,Crocidura suaveolens,60,5.19,Soricidae
825,Tyto alba,Species,Mammalia,Rodentia,Microtus levis,63,35.49,Cricetidae
825,Tyto alba,Genus,Mammalia,Rodentia,Mus sp,125,14.116315789473687,
827,Tyto alba,Species,Mammalia,Rodentia,Dipodomys merriami,1,42.0,Heteromyidae
827,Tyto alba,Species,Mammalia,Rodentia,Rattus rattus,1,229.13,Muridae
827,Tyto alba,Genus,Insecta,Coleoptera,Alaus sp,1,0.0,
827,Tyto alba,Genus,Insecta,Coleoptera,Dermestes sp,1,0.0,
827,Tyto alba,Genus,Insecta,Orthoptera,Trimerotropis sp,1,0.0,
827,Tyto alba,Species,Mammalia,Rodentia,Neotoma lepida,2,163.75,Cricetidae
827,Tyto alba,Genus,Insecta,Phasmatodea,Diapheromera sp,2,0.0,
827,Tyto alba,Genus,Insecta,Orthoptera,Gryllus sp,5,0.0,
827,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,16,16.25,Muridae
827,Tyto alba,Species,Mammalia,Rodentia,Thomomys bottae,24,114.75,Geomyidae
827,Tyto alba,Species,Mammalia,Rodentia,Chaetodipus baileyi,52,26.35,Heteromyidae
827,Tyto alba,Species,Mammalia,Rodentia,Chaetodipus arenarius,72,23.0,Heteromyidae
828,Tyto alba,Species,Mammalia,Rodentia,Sigmodon ochrognathus,1,122.0,Cricetidae
828,Tyto alba,Genus,Mammalia,Rodentia,Neotoma sp,1,228.05545454545455,
828,Tyto alba,Order,Aves,Passeriformes,Passeriformes,1,0.0,
828,Tyto alba,Order,Insecta,Coleoptera,Coleoptera,1,0.0,
828,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,2,16.25,Muridae
828,Tyto alba,Family,Aves,Passeriformes,Fringillidae,3,0.0,
828,Tyto alba,Genus,Insecta,Coleoptera,Prionus sp,3,0.0,
828,Tyto alba,Species,Mammalia,Rodentia,Reithrodontomys megalotis,4,9.37,Cricetidae
828,Tyto alba,Genus,Mammalia,Rodentia,Sigmodon sp,4,136.13428571428568,
828,Tyto alba,Species,Aves,Passeriformes,Molothrus ater,4,0.0,
828,Tyto alba,Species,Mammalia,Rodentia,Onychomys torridus,7,24.97,Cricetidae
828,Tyto alba,Species,Mammalia,Rodentia,Thomomys umbrinus,13,166.0,Geomyidae
828,Tyto alba,Species,Mammalia,Rodentia,Sigmodon fulviventer,14,214.0,Cricetidae
828,Tyto alba,Genus,Mammalia,Rodentia,Peromyscus sp,19,34.561785714285705,
828,Tyto alba,Species,Mammalia,Rodentia,Dipodomys ordii,55,60.4,Heteromyidae
828,Tyto alba,Species,Mammalia,Rodentia,Perognathus flavus,62,7.73,Heteromyidae
865,Tyto alba,Species,Mammalia,Rodentia,Cavia aperea,1,549.0,Caviidae
865,Tyto alba,Species,Mammalia,Rodentia,Galea musteloides,2,480.0,Caviidae
865,Tyto alba,Species,Mammalia,Rodentia,Reithrodon auritus,2,70.85,Cricetidae
865,Tyto alba,Species,Mammalia,Rodentia,Oxymycterus rufus,2,75.4,Cricetidae
865,Tyto alba,Species,Mammalia,Didelphimorphia,Monodelphis dimidiata,3,58.0,Didelphidae
865,Tyto alba,Species,Mammalia,Rodentia,Necromys obscurus,4,40.69,Cricetidae
865,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,40,16.25,Muridae
865,Tyto alba,Species,Mammalia,Rodentia,Akodon azarae,89,25.0,Cricetidae
865,Tyto alba,Genus,Mammalia,Rodentia,Calomys sp,89,27.911666666666665,
868,Tyto alba,Genus,Mammalia,Rodentia,Dipodomys sp,5,74.58263157894736,
868,Tyto alba,Species,Mammalia,Rodentia,Thomomys bottae,11,114.75,Geomyidae
868,Tyto alba,Genus,Mammalia,Rodentia,Perognathus sp,41,12.319999999999999,
869,Tyto alba,Genus,Mammalia,Rodentia,Microtus sp,1,39.70123076923076,
869,Tyto alba,Genus,Mammalia,Rodentia,Peromyscus sp,5,34.561785714285705,
869,Tyto alba,Genus,Mammalia,Rodentia,Neotoma sp,14,228.05545454545455,
869,Tyto alba,Genus,Mammalia,Rodentia,Dipodomys sp,23,74.58263157894736,
869,Tyto alba,Species,Mammalia,Rodentia,Thomomys bottae,28,114.75,Geomyidae
869,Tyto alba,Genus,Mammalia,Rodentia,Perognathus sp,158,12.319999999999999,
870,Tyto alba,Genus,Mammalia,Rodentia,Neotoma sp,2,228.05545454545455,
870,Tyto alba,Species,Mammalia,Rodentia,Thomomys bottae,2,114.75,Geomyidae
870,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,2,16.25,Muridae
870,Tyto alba,Genus,Mammalia,Rodentia,Peromyscus sp,3,34.561785714285705,
870,Tyto alba,Genus,Mammalia,Rodentia,Dipodomys sp,5,74.58263157894736,
870,Tyto alba,Genus,Mammalia,Rodentia,Perognathus sp,53,12.319999999999999,
871,Tyto alba,Class,Aves,,Aves,2,0.0,
871,Tyto alba,Genus,Mammalia,Rodentia,Neotoma sp,3,228.05545454545455,
871,Tyto alba,Genus,Mammalia,Rodentia,Peromyscus sp,3,34.561785714285705,
871,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,3,16.25,Muridae
871,Tyto alba,Species,Mammalia,Rodentia,Thomomys bottae,8,114.75,Geomyidae
871,Tyto alba,Genus,Mammalia,Rodentia,Dipodomys sp,10,74.58263157894736,
871,Tyto alba,Genus,Mammalia,Rodentia,Perognathus sp,13,12.319999999999999,
872,Tyto alba,Genus,Mammalia,Rodentia,Neotoma sp,8,228.05545454545455,
872,Tyto alba,Genus,Mammalia,Rodentia,Peromyscus sp,10,34.561785714285705,
872,Tyto alba,Species,Mammalia,Rodentia,Thomomys bottae,14,114.75,Geomyidae
872,Tyto alba,Genus,Mammalia,Rodentia,Dipodomys sp,17,74.58263157894736,
872,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,28,16.25,Muridae
872,Tyto alba,Genus,Mammalia,Rodentia,Perognathus sp,62,12.319999999999999,
873,Tyto alba,Genus,Mammalia,Rodentia,Neotoma sp,6,228.05545454545455,
873,Tyto alba,Genus,Mammalia,Rodentia,Dipodomys sp,19,74.58263157894736,
873,Tyto alba,Genus,Mammalia,Rodentia,Perognathus sp,27,12.319999999999999,
874,Tyto alba,Phylum,Arthropoda,,Arthropoda,1,0.0,
874,Tyto alba,Genus,Mammalia,Rodentia,Neotoma sp,2,228.05545454545455,
874,Tyto alba,Genus,Mammalia,Rodentia,Peromyscus sp,3,34.561785714285705,
874,Tyto alba,Species,Mammalia,Rodentia,Thomomys bottae,5,114.75,Geomyidae
874,Tyto alba,Genus,Mammalia,Rodentia,Dipodomys sp,16,74.58263157894736,
874,Tyto alba,Genus,Mammalia,Rodentia,Perognathus sp,23,12.319999999999999,
875,Tyto alba,Phylum,Arthropoda,,Arthropoda,1,0.0,
875,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,3,16.25,Muridae
875,Tyto alba,Genus,Mammalia,Rodentia,Neotoma sp,5,228.05545454545455,
875,Tyto alba,Genus,Mammalia,Rodentia,Peromyscus sp,8,34.561785714285705,
875,Tyto alba,Species,Mammalia,Rodentia,Thomomys bottae,18,114.75,Geomyidae
875,Tyto alba,Genus,Mammalia,Rodentia,Dipodomys sp,61,74.58263157894736,
875,Tyto alba,Genus,Mammalia,Rodentia,Perognathus sp,153,12.319999999999999,
876,Tyto alba,Species,Mammalia,Lagomorpha,Sylvilagus audubonii,1,889.63,Leporidae
876,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,1,16.25,Muridae
876,Tyto alba,Phylum,Arthropoda,,Arthropoda,4,0.0,
876,Tyto alba,Genus,Mammalia,Rodentia,Neotoma sp,20,228.05545454545455,
876,Tyto alba,Genus,Mammalia,Rodentia,Peromyscus sp,20,34.561785714285705,
876,Tyto alba,Species,Mammalia,Rodentia,Thomomys bottae,44,114.75,Geomyidae
876,Tyto alba,Genus,Mammalia,Rodentia,Dipodomys sp,128,74.58263157894736,
876,Tyto alba,Genus,Mammalia,Rodentia,Perognathus sp,184,12.319999999999999,
877,Tyto alba,Species,Mammalia,Eulipotyphla,Notiosorex crawfordi,1,4.39,Soricidae
877,Tyto alba,Class,Aves,,Aves,1,0.0,
877,Tyto alba,Species,Mammalia,Lagomorpha,Sylvilagus audubonii,4,889.63,Leporidae
877,Tyto alba,Phylum,Arthropoda,,Arthropoda,4,0.0,
877,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,11,16.25,Muridae
877,Tyto alba,Species,Mammalia,Rodentia,Thomomys bottae,21,114.75,Geomyidae
877,Tyto alba,Genus,Mammalia,Rodentia,Peromyscus sp,21,34.561785714285705,
877,Tyto alba,Genus,Mammalia,Rodentia,Dipodomys sp,53,74.58263157894736,
877,Tyto alba,Genus,Mammalia,Rodentia,Neotoma sp,63,228.05545454545455,
877,Tyto alba,Genus,Mammalia,Rodentia,Perognathus sp,175,12.319999999999999,
878,Tyto alba,Class,Aves,,Aves,1,0.0,
878,Tyto alba,Phylum,Arthropoda,,Arthropoda,2,0.0,
878,Tyto alba,Genus,Mammalia,Rodentia,Peromyscus sp,4,34.561785714285705,
878,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,19,16.25,Muridae
878,Tyto alba,Species,Mammalia,Rodentia,Thomomys bottae,27,114.75,Geomyidae
878,Tyto alba,Genus,Mammalia,Rodentia,Perognathus sp,31,12.319999999999999,
879,Tyto alba,Genus,Mammalia,Rodentia,Neotoma sp,1,228.05545454545455,
879,Tyto alba,Phylum,Arthropoda,,Arthropoda,1,0.0,
879,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,7,16.25,Muridae
879,Tyto alba,Genus,Mammalia,Rodentia,Perognathus sp,11,12.319999999999999,
879,Tyto alba,Species,Mammalia,Rodentia,Thomomys bottae,20,114.75,Geomyidae
880,Tyto alba,Genus,Mammalia,Rodentia,Neotoma sp,5,228.05545454545455,
880,Tyto alba,Genus,Mammalia,Rodentia,Peromyscus sp,5,34.561785714285705,
880,Tyto alba,Genus,Mammalia,Rodentia,Perognathus sp,18,12.319999999999999,
880,Tyto alba,Genus,Mammalia,Rodentia,Dipodomys sp,29,74.58263157894736,
881,Tyto alba,Genus,Mammalia,Rodentia,Neotoma sp,1,228.05545454545455,
881,Tyto alba,Genus,Mammalia,Rodentia,Peromyscus sp,1,34.561785714285705,
881,Tyto alba,Genus,Mammalia,Rodentia,Perognathus sp,12,12.319999999999999,
881,Tyto alba,Genus,Mammalia,Rodentia,Dipodomys sp,41,74.58263157894736,
882,Tyto alba,Genus,Mammalia,Rodentia,Spermophilus sp,3,320.7730555555556,
882,Tyto alba,Species,Mammalia,Lagomorpha,Sylvilagus audubonii,3,889.63,Leporidae
882,Tyto alba,Species,Mammalia,Eulipotyphla,Notiosorex crawfordi,3,4.39,Soricidae
882,Tyto alba,Genus,Mammalia,Rodentia,Reithrodontomys sp,8,15.810000000000002,
882,Tyto alba,Phylum,Arthropoda,,Arthropoda,8,0.0,
882,Tyto alba,Genus,Mammalia,Rodentia,Neotoma sp,11,228.05545454545455,
882,Tyto alba,Genus,Mammalia,Rodentia,Microtus sp,11,39.70123076923076,
882,Tyto alba,Species,Mammalia,Rodentia,Thomomys bottae,19,114.75,Geomyidae
882,Tyto alba,Genus,Mammalia,Rodentia,Peromyscus sp,38,34.561785714285705,
882,Tyto alba,Genus,Mammalia,Rodentia,Dipodomys sp,68,74.58263157894736,
882,Tyto alba,Genus,Mammalia,Rodentia,Perognathus sp,103,12.319999999999999,
883,Tyto alba,Species,Mammalia,Lagomorpha,Sylvilagus audubonii,1,889.63,Leporidae
883,Tyto alba,Species,Mammalia,Eulipotyphla,Notiosorex crawfordi,1,4.39,Soricidae
883,Tyto alba,Genus,Mammalia,Rodentia,Neotoma sp,2,228.05545454545455,
883,Tyto alba,Class,Aves,,Aves,2,0.0,
883,Tyto alba,Phylum,Arthropoda,,Arthropoda,2,0.0,
883,Tyto alba,Genus,Mammalia,Rodentia,Microtus sp,3,39.70123076923076,
883,Tyto alba,Species,Mammalia,Rodentia,Thomomys bottae,6,114.75,Geomyidae
883,Tyto alba,Genus,Mammalia,Rodentia,Peromyscus sp,9,34.561785714285705,
883,Tyto alba,Genus,Mammalia,Rodentia,Perognathus sp,33,12.319999999999999,
883,Tyto alba,Genus,Mammalia,Rodentia,Dipodomys sp,34,74.58263157894736,
884,Tyto alba,Species,Mammalia,Rodentia,Thomomys bottae,5,114.75,Geomyidae
884,Tyto alba,Genus,Mammalia,Rodentia,Perognathus sp,13,12.319999999999999,
884,Tyto alba,Genus,Mammalia,Rodentia,Peromyscus sp,14,34.561785714285705,
884,Tyto alba,Genus,Mammalia,Rodentia,Neotoma sp,26,228.05545454545455,
884,Tyto alba,Genus,Mammalia,Rodentia,Dipodomys sp,70,74.58263157894736,
885,Tyto alba,Species,Mammalia,Rodentia,Thomomys bottae,4,114.75,Geomyidae
885,Tyto alba,Genus,Mammalia,Rodentia,Perognathus sp,4,12.319999999999999,
885,Tyto alba,Genus,Mammalia,Rodentia,Peromyscus sp,4,34.561785714285705,
885,Tyto alba,Genus,Mammalia,Rodentia,Neotoma sp,15,228.05545454545455,
885,Tyto alba,Genus,Mammalia,Rodentia,Dipodomys sp,34,74.58263157894736,
886,Tyto alba,Genus,Mammalia,Rodentia,Spermophilus sp,1,320.7730555555556,
886,Tyto alba,Genus,Mammalia,Rodentia,Neotoma sp,2,228.05545454545455,
886,Tyto alba,Genus,Mammalia,Rodentia,Peromyscus sp,2,34.561785714285705,
886,Tyto alba,Genus,Mammalia,Rodentia,Microtus sp,2,39.70123076923076,
886,Tyto alba,Species,Mammalia,Rodentia,Thomomys bottae,8,114.75,Geomyidae
886,Tyto alba,Genus,Mammalia,Rodentia,Dipodomys sp,16,74.58263157894736,
915,Tyto alba,Order,Insecta,Coleoptera,Coleoptera,1,0.0,
915,Tyto alba,Species,Mammalia,Eulipotyphla,Scalopus aquaticus,2,91.26,Talpidae
915,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,2,16.25,Muridae
915,Tyto alba,Genus,Malacostraca,Decapoda,Cambarus sp,2,0.0,
915,Tyto alba,Species,Mammalia,Lagomorpha,Sylvilagus floridanus,3,1172.79,Leporidae
915,Tyto alba,Species,Mammalia,Eulipotyphla,Blarina brevicauda,7,28.0,Soricidae
915,Tyto alba,Species,Mammalia,Eulipotyphla,Cryptotis parva,29,4.98,Soricidae
915,Tyto alba,Species,Mammalia,Rodentia,Chaetodipus hispidus,32,32.0,Heteromyidae
915,Tyto alba,Genus,Mammalia,Rodentia,Peromyscus sp,39,34.561785714285705,
915,Tyto alba,Species,Mammalia,Rodentia,Reithrodontomys montanus,171,10.9,Cricetidae
915,Tyto alba,Species,Mammalia,Rodentia,Sigmodon hispidus,592,92.38,Cricetidae
919,Tyto alba,Order,Insecta,Orthoptera,Orthoptera,1,0.0,
919,Tyto alba,Genus,Insecta,Orthoptera,Brachytrupes sp,1,0.0,
919,Tyto alba,Family,Insecta,Coleoptera,Tenebrionidae,1,0.0,
919,Tyto alba,Family,Aves,Passeriformes,Hirundinidae,1,0.0,
919,Tyto alba,Species,Aves,Passeriformes,Delichon urbicum,1,0.0,
919,Tyto alba,Species,Aves,Passeriformes,Hirundo rustica,1,0.0,
919,Tyto alba,Genus,Aves,Apodiformes,Apus sp,1,0.0,
919,Tyto alba,Family,Aves,Passeriformes,Passeridae,2,0.0,
919,Tyto alba,Species,Aves,Passeriformes,Turdoides fulvus,2,0.0,
919,Tyto alba,Species,Aves,Columbiformes,Columba livia,2,0.0,
919,Tyto alba,Subfamily,Mammalia,Rodentia,Murinae,2,0.0,
919,Tyto alba,Species,Mammalia,Rodentia,Gerbillus tarabuli,2,34.81,Muridae
919,Tyto alba,Genus,Insecta,Orthoptera,Gryllotalpa sp,3,0.0,
919,Tyto alba,Family,Reptilia,Squamata,Lacertidae,3,0.0,
919,Tyto alba,Genus,Aves,Passeriformes,Phylloscopus sp,3,0.0,
919,Tyto alba,Genus,Mammalia,Rodentia,Gerbillus sp,3,29.004473684210524,
919,Tyto alba,Family,Mammalia,Rodentia,Muridae,4,0.0,
919,Tyto alba,Species,Mammalia,Rodentia,Gerbillus gerbillus,4,25.04,Muridae
919,Tyto alba,Species,Mammalia,Rodentia,Gerbillus nanus,6,25.5,Muridae
919,Tyto alba,Species,Mammalia,Rodentia,Rattus rattus,6,229.13,Muridae
919,Tyto alba,Order,Mammalia,Chiroptera,Chiroptera,9,0.0,
919,Tyto alba,Genus,Aves,Passeriformes,Oenanthe sp,10,0.0,
919,Tyto alba,Family,Reptilia,Squamata,Gekkonidae,13,0.0,
919,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,37,16.25,Muridae
919,Tyto alba,Genus,Aves,Passeriformes,Passer sp,102,0.0,
919,Tyto alba,Genus,Aves,Columbiformes,Streptopelia sp,130,0.0,
920,Tyto alba,Order,Insecta,Orthoptera,Orthoptera,1,0.0,
920,Tyto alba,Genus,Mammalia,Rodentia,Gerbillus sp,1,29.004473684210524,
920,Tyto alba,Species,Mammalia,Rodentia,Gerbillus gerbillus,1,25.04,Muridae
920,Tyto alba,Species,Mammalia,Rodentia,Rattus rattus,1,229.13,Muridae
920,Tyto alba,Genus,Aves,Passeriformes,Oenanthe sp,3,0.0,
920,Tyto alba,Family,Mammalia,Rodentia,Muridae,3,0.0,
920,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,4,16.25,Muridae
920,Tyto alba,Species,Aves,Passeriformes,Hirundo rustica,6,0.0,
920,Tyto alba,Genus,Aves,Passeriformes,Passer sp,35,0.0,
920,Tyto alba,Genus,Aves,Columbiformes,Streptopelia sp,51,0.0,
924,Tyto alba,Species,Insecta,Orthoptera,Locusta migratoria,1,0.0,
924,Tyto alba,Species,Aves,Passeriformes,Carduelis chloris,2,0.0,
924,Tyto alba,Species,Mammalia,Rodentia,Microtus levis,3,35.49,Cricetidae
924,Tyto alba,Species,Insecta,Orthoptera,Pseudochorthippus parallelus,3,0.0,
924,Tyto alba,Species,Aves,Passeriformes,Passer domesticus,5,0.0,
924,Tyto alba,Species,Mammalia,Rodentia,Apodemus flavicollis,6,26.7,Muridae
924,Tyto alba,Species,Mammalia,Rodentia,Microtus thomasi,10,25.67,Cricetidae
924,Tyto alba,Species,Mammalia,Rodentia,Microtus guentheri,27,50.0,Cricetidae
924,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,39,16.25,Muridae
924,Tyto alba,Species,Mammalia,Rodentia,Apodemus sylvaticus,47,30.45,Muridae
