DataSet,RaptorScientificName,IDLevel,PreyClass,PreyOrder,PreyScientificName,CountInt,PreyMass,PreyFamily
1,Tyto alba,Species,Mammalia,Rodentia,Spalacopus cyanus,8,127.5,Octodontidae
1,Tyto alba,Order,Mammalia,Chiroptera,Chiroptera,14,0.0,
1,Tyto alba,Species,Mammalia,Didelphimorphia,Thylamys elegans,46,28.9,Didelphidae
1,Tyto alba,Species,Mammalia,Rodentia,Abrocoma bennettii,50,250.5,Abrocomidae
1,Tyto alba,Class,Aves,,Aves,56,0.0,
1,Tyto alba,Species,Mammalia,Rodentia,Octodon degus,73,210.0,Octodontidae
1,Tyto alba,Species,Mammalia,Rodentia,Abrothrix olivaceus,76,24.52,Cricetidae
1,Tyto alba,Species,Mammalia,Rodentia,Rattus rattus,108,229.13,Muridae
1,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,125,16.25,Muridae
1,Tyto alba,Species,Mammalia,Rodentia,Abrothrix longipilis,162,38.86,Cricetidae
1,Tyto alba,Species,Mammalia,Rodentia,Phyllotis darwini,225,50.83,Cricetidae
1,Tyto alba,Species,Mammalia,Rodentia,Oligoryzomys longicaudatus,405,27.0,Cricetidae
2,Tyto alba,Subfamily,Mammalia,Eulipotyphla,Crocidurinae,4,0.0,
2,Tyto alba,Subfamily,Mammalia,Eulipotyphla,Soricinae,7,0.0,
2,Tyto alba,Species,Aves,Passeriformes,Passer montanus,8,0.0,
2,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,9,16.25,Muridae
2,Tyto alba,Genus,Mammalia,Rodentia,Rattus sp,14,165.95184615384613,
2,Tyto alba,Family,Mammalia,Rodentia,Microtidae,15,0.0,
2,Tyto alba,Family,Mammalia,Rodentia,Muridae,15,0.0,
2,Tyto alba,Class,Aves,,Aves,22,0.0,
2,Tyto alba,Species,Aves,Passeriformes,Passer domesticus,31,0.0,
2,Tyto alba,Species,Mammalia,Rodentia,Micromys minutus,33,6.0,Muridae
2,Tyto alba,Species,Mammalia,Rodentia,Microtus savii,46,20.0,Cricetidae
2,Tyto alba,Class,Mammalia,,Mammalia,64,0.0,
2,Tyto alba,Species,Mammalia,Eulipotyphla,Crocidura leucodon,84,9.82,Soricidae
2,Tyto alba,Species,Mammalia,Eulipotyphla,Sorex araneus,118,10.0,Soricidae
2,Tyto alba,Species,Mammalia,Rodentia,Microtus arvalis,119,28.0,Cricetidae
2,Tyto alba,Species,Mammalia,Rodentia,Apodemus sylvaticus,125,30.45,Muridae
2,Tyto alba,Species,Mammalia,Eulipotyphla,Crocidura suaveolens,161,5.19,Soricidae
3,Tyto alba,Species,Mammalia,Eulipotyphla,Talpa europaea,1,77.0,Talpidae
3,Tyto alba,Species,Aves,Passeriformes,Passer montanus,1,0.0,
3,Tyto alba,Class,Aves,,Aves,1,0.0,
3,Tyto alba,Genus,Amphibia,Anura,Rana sp,1,0.0,
3,Tyto alba,Phylum,Arthropoda,,Arthropoda,1,0.0,
3,Tyto alba,Genus,Mammalia,Rodentia,Rattus sp,3,165.95184615384613,
3,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,6,16.25,Muridae
3,Tyto alba,Species,Aves,Passeriformes,Passer domesticus,13,0.0,
3,Tyto alba,Order,Mammalia,Rodentia,Rodentia,15,0.0,
3,Tyto alba,Order,Mammalia,Eulipotyphla,Eulipotyphla,18,0.0,
3,Tyto alba,Species,Mammalia,Rodentia,Micromys minutus,20,6.0,Muridae
3,Tyto alba,Species,Mammalia,Rodentia,Microtus savii,25,20.0,Cricetidae
3,Tyto alba,Species,Mammalia,Eulipotyphla,Crocidura leucodon,41,9.82,Soricidae
3,Tyto alba,Class,Mammalia,,Mammalia,50,0.0,
3,Tyto alba,Species,Mammalia,Eulipotyphla,Sorex araneus,69,10.0,Soricidae
3,Tyto alba,Species,Mammalia,Rodentia,Apodemus sylvaticus,76,30.45,Muridae
3,Tyto alba,Species,Mammalia,Eulipotyphla,Crocidura suaveolens,78,5.19,Soricidae
3,Tyto alba,Species,Mammalia,Rodentia,Microtus arvalis,102,28.0,Cricetidae
4,Tyto alba,Species,Mammalia,Eulipotyphla,Talpa europaea,2,77.0,Talpidae
4,Tyto alba,Subfamily,Mammalia,Eulipotyphla,Crocidurinae,13,0.0,
4,Tyto alba,Genus,Mammalia,Rodentia,Rattus sp,15,165.95184615384613,
4,Tyto alba,Phylum,Arthropoda,,Arthropoda,21,0.0,
4,Tyto alba,Species,Aves,Passeriformes,Passer montanus,25,0.0,
4,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,30,16.25,Muridae
4,Tyto alba,Subfamily,Mammalia,Eulipotyphla,Soricinae,37,0.0,
4,Tyto alba,Family,Mammalia,Rodentia,Muridae,49,0.0,
4,Tyto alba,Family,Mammalia,Rodentia,Microtidae,63,0.0,
4,Tyto alba,Species,Mammalia,Rodentia,Micromys minutus,81,6.0,Muridae
4,Tyto alba,Class,Aves,,Aves,113,0.0,
4,Tyto alba,Species,Aves,Passeriformes,Passer domesticus,114,0.0,
4,Tyto alba,Species,Mammalia,Rodentia,Microtus savii,156,20.0,Cricetidae
4,Tyto alba,Species,Mammalia,Eulipotyphla,Sorex araneus,175,10.0,Soricidae
4,Tyto alba,Species,Mammalia,Eulipotyphla,Crocidura leucodon,226,9.82,Soricidae
4,Tyto alba,Class,Mammalia,,Mammalia,235,0.0,
4,Tyto alba,Species,Mammalia,Eulipotyphla,Crocidura suaveolens,245,5.19,Soricidae
4,Tyto alba,Species,Mammalia,Rodentia,Apodemus sylvaticus,456,30.45,Muridae
4,Tyto alba,Species,Mammalia,Rodentia,Microtus arvalis,483,28.0,Cricetidae
5,Tyto alba,Species,Mammalia,Eulipotyphla,Talpa europaea,2,77.0,Talpidae
5,Tyto alba,Subfamily,Mammalia,Eulipotyphla,Crocidurinae,2,0.0,
5,Tyto alba,Phylum,Arthropoda,,Arthropoda,8,0.0,
5,Tyto alba,Species,Aves,Passeriformes,Passer montanus,11,0.0,
5,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,13,16.25,Muridae
5,Tyto alba,Genus,Mammalia,Rodentia,Rattus sp,13,165.95184615384613,
5,Tyto alba,Subfamily,Mammalia,Eulipotyphla,Soricinae,15,0.0,
5,Tyto alba,Family,Mammalia,Rodentia,Microtidae,15,0.0,
5,Tyto alba,Family,Mammalia,Rodentia,Muridae,19,0.0,
5,Tyto alba,Class,Aves,,Aves,19,0.0,
5,Tyto alba,Species,Aves,Passeriformes,Passer domesticus,28,0.0,
5,Tyto alba,Species,Mammalia,Rodentia,Micromys minutus,33,6.0,Muridae
5,Tyto alba,Species,Mammalia,Rodentia,Microtus savii,54,20.0,Cricetidae
5,Tyto alba,Species,Mammalia,Eulipotyphla,Crocidura leucodon,69,9.82,Soricidae
5,Tyto alba,Class,Mammalia,,Mammalia,74,0.0,
5,Tyto alba,Species,Mammalia,Eulipotyphla,Crocidura suaveolens,77,5.19,Soricidae
5,Tyto alba,Species,Mammalia,Eulipotyphla,Sorex araneus,91,10.0,Soricidae
5,Tyto alba,Species,Mammalia,Rodentia,Apodemus sylvaticus,118,30.45,Muridae
5,Tyto alba,Species,Mammalia,Rodentia,Microtus arvalis,138,28.0,Cricetidae
13,Tyto alba,Species,Mammalia,Eulipotyphla,Sorex cinereus,1,4.66,Soricidae
13,Tyto alba,Species,Mammalia,Rodentia,Ondatra zibethicus,1,1065.75,Cricetidae
13,Tyto alba,Species,Mammalia,Eulipotyphla,Scalopus aquaticus,1,91.26,Talpidae
13,Tyto alba,Species,Mammalia,Rodentia,Onychomys leucogaster,2,27.92,Cricetidae
13,Tyto alba,Class,Aves,,Aves,2,0.0,
13,Tyto alba,Species,Mammalia,Eulipotyphla,Cryptotis parva,3,4.98,Soricidae
13,Tyto alba,Genus,Mammalia,Rodentia,Microtus sp,9,39.70123076923076,
13,Tyto alba,Species,Mammalia,Rodentia,Geomys bursarius,13,203.75,Geomyidae
13,Tyto alba,Genus,Mammalia,Rodentia,Perognathus sp,13,12.319999999999999,
13,Tyto alba,Genus,Mammalia,Rodentia,Reithrodontomys sp,36,15.810000000000002,
13,Tyto alba,Species,Mammalia,Rodentia,Microtus ochrogaster,61,38.01,Cricetidae
13,Tyto alba,Species,Mammalia,Rodentia,Dipodomys ordii,85,60.4,Heteromyidae
13,Tyto alba,Species,Mammalia,Rodentia,Microtus pennsylvanicus,135,36.75,Cricetidae
27,Tyto alba,Species,Mammalia,Rodentia,Rattus norvegicus,1,338.33,Muridae
27,Tyto alba,Species,Mammalia,Rodentia,Oryzomys angouya,1,120.17,Cricetidae
27,Tyto alba,Species,Mammalia,Didelphimorphia,Didelphis albiventris,1,904.0,Didelphidae
27,Tyto alba,Species,Mammalia,Chiroptera,Molossus molossus,1,13.58,Molossidae
27,Tyto alba,Order,Mammalia,Chiroptera,Chiroptera,1,0.0,
27,Tyto alba,Genus,Mammalia,Rodentia,Oxymycterus sp,2,62.306250000000006,
27,Tyto alba,Order,Amphibia,Anura,Anura,2,0.0,
27,Tyto alba,Species,Mammalia,Rodentia,Cavia aperea,3,549.0,Caviidae
27,Tyto alba,Species,Mammalia,Rodentia,Brucepattersonius iheringi,4,43.0,Cricetidae
27,Tyto alba,Genus,Mammalia,Rodentia,Calomys sp,6,27.911666666666665,
27,Tyto alba,Species,Mammalia,Chiroptera,Tadarida brasiliensis,6,12.49,Molossidae
27,Tyto alba,Species,Mammalia,Didelphimorphia,Monodelphis dimidiata,13,58.0,Didelphidae
27,Tyto alba,Class,Aves,,Aves,15,0.0,
27,Tyto alba,Species,Mammalia,Rodentia,Holochilus brasiliensis,16,155.0,Cricetidae
27,Tyto alba,Order,Mammalia,Rodentia,Rodentia,27,0.0,
27,Tyto alba,Genus,Mammalia,Rodentia,Akodon paranaensis,40,31.32,Cricetidae
27,Tyto alba,Species,Mammalia,Rodentia,Rattus rattus,65,229.13,Muridae
27,Tyto alba,Species,Mammalia,Rodentia,Necromys lasiurus,75,39.93,Cricetidae
27,Tyto alba,Species,Mammalia,Rodentia,Oligoryzomys nigripes,105,20.5,Cricetidae
27,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,1703,16.25,Muridae
28,Tyto alba,Species,Mammalia,Rodentia,Rattus rattus,1,229.13,Muridae
28,Tyto alba,Species,Mammalia,Eulipotyphla,Sorex araneus,1,10.0,Soricidae
28,Tyto alba,Species,Insecta,Orthoptera,Decticus albifrons,1,0.0,
28,Tyto alba,Species,Insecta,Orthoptera,Rhacocleis neglecta,1,0.0,
28,Tyto alba,Species,Insecta,Orthoptera,Sepiana seplum,1,0.0,
28,Tyto alba,Species,Insecta,Orthoptera,Locusta migratoria,1,0.0,
28,Tyto alba,Species,Insecta,Orthoptera,Gryllus campestris,1,0.0,
28,Tyto alba,Genus,Insecta,Coleoptera,Harpalus sp,1,0.0,
28,Tyto alba,Genus,Insecta,Coleoptera,Pterostichus sp,1,0.0,
28,Tyto alba,Genus,Insecta,Coleoptera,Ablattaria sp,1,0.0,
28,Tyto alba,Order,Insecta,Lepidoptera,Lepidoptera,1,0.0,
28,Tyto alba,Species,Insecta,Orthoptera,Ephippiger perforatus,2,0.0,
28,Tyto alba,Genus,Insecta,Orthoptera,Ephippiger sp,2,0.0,
28,Tyto alba,Genus,Insecta,Orthoptera,Decticus sp,2,0.0,
28,Tyto alba,Order,Insecta,Coleoptera,Coleoptera,2,0.0,
28,Tyto alba,Species,Insecta,Orthoptera,Platycleis grisea,3,0.0,
28,Tyto alba,Class,Aves,,Aves,9,0.0,
28,Tyto alba,Species,Mammalia,Eulipotyphla,Sorex minutus,12,4.5,Soricidae
28,Tyto alba,Species,Mammalia,Eulipotyphla,Suncus etruscus,18,2.13,Soricidae
28,Tyto alba,Species,Mammalia,Eulipotyphla,Crocidura suaveolens,36,5.19,Soricidae
28,Tyto alba,Species,Mammalia,Eulipotyphla,Crocidura leucodon,52,9.82,Soricidae
28,Tyto alba,Species,Mammalia,Rodentia,Muscardinus avellanarius,54,27.5,Gliridae
28,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,71,16.25,Muridae
28,Tyto alba,Species,Mammalia,Rodentia,Microtus savii,143,20.0,Cricetidae
28,Tyto alba,Species,Mammalia,Rodentia,Clethrionomys glareolus,221,20.73,Cricetidae
28,Tyto alba,Genus,Mammalia,Rodentia,Apodemus sp,474,28.3265,
29,Tyto alba,Genus,Insecta,Orthoptera,Platycleis sp,1,0.0,
29,Tyto alba,Order,Insecta,Hymenoptera,Hymenoptera,1,0.0,
29,Tyto alba,Order,Insecta,Neuroptera,Neuroptera,1,0.0,
29,Tyto alba,Order,Crustacea,Isopoda,Isopoda,1,0.0,
29,Tyto alba,Subphylum,Vertebrata,,Vertebrata,2,0.0,
29,Tyto alba,Genus,Insecta,Orthoptera,Ephippiger sp,2,0.0,
29,Tyto alba,Species,Insecta,Orthoptera,Tettigonia viridissima,3,0.0,
29,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,9,16.25,Muridae
29,Tyto alba,Class,Aves,,Aves,9,0.0,
29,Tyto alba,Species,Mammalia,Rodentia,Muscardinus avellanarius,16,27.5,Gliridae
29,Tyto alba,Species,Mammalia,Eulipotyphla,Crocidura suaveolens,21,5.19,Soricidae
29,Tyto alba,Species,Mammalia,Eulipotyphla,Suncus etruscus,31,2.13,Soricidae
29,Tyto alba,Species,Mammalia,Eulipotyphla,Crocidura leucodon,46,9.82,Soricidae
29,Tyto alba,Species,Mammalia,Rodentia,Clethrionomys glareolus,129,20.73,Cricetidae
29,Tyto alba,Species,Mammalia,Rodentia,Microtus savii,130,20.0,Cricetidae
29,Tyto alba,Species,Mammalia,Eulipotyphla,Sorex minutus,131,4.5,Soricidae
29,Tyto alba,Genus,Mammalia,Rodentia,Apodemus sp,255,28.3265,
30,Tyto alba,Species,Mammalia,Rodentia,Muscardinus avellanarius,1,27.5,Gliridae
30,Tyto alba,Species,Mammalia,Eulipotyphla,Sorex minutus,1,4.5,Soricidae
30,Tyto alba,Class,Arachnida,,Arachnida,1,0.0,
30,Tyto alba,Species,Mammalia,Eulipotyphla,Sorex araneus,2,10.0,Soricidae
30,Tyto alba,Genus,Insecta,Orthoptera,Decticus sp,2,0.0,
30,Tyto alba,Species,Mammalia,Rodentia,Rattus rattus,3,229.13,Muridae
30,Tyto alba,Species,Mammalia,Eulipotyphla,Crocidura suaveolens,5,5.19,Soricidae
30,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,6,16.25,Muridae
30,Tyto alba,Species,Mammalia,Eulipotyphla,Crocidura leucodon,8,9.82,Soricidae
30,Tyto alba,Class,Aves,,Aves,14,0.0,
30,Tyto alba,Species,Mammalia,Rodentia,Clethrionomys glareolus,23,20.73,Cricetidae
30,Tyto alba,Species,Mammalia,Rodentia,Microtus savii,50,20.0,Cricetidae
30,Tyto alba,Genus,Mammalia,Rodentia,Apodemus sp,78,28.3265,
31,Tyto alba,Species,Mammalia,Rodentia,Muscardinus avellanarius,2,27.5,Gliridae
31,Tyto alba,Subphylum,Vertebrata,,Vertebrata,2,0.0,
31,Tyto alba,Species,Mammalia,Rodentia,Rattus rattus,3,229.13,Muridae
31,Tyto alba,Order,Mammalia,Eulipotyphla,Eulipotyphla,3,0.0,
31,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,4,16.25,Muridae
31,Tyto alba,Class,Aves,,Aves,4,0.0,
31,Tyto alba,Species,Mammalia,Eulipotyphla,Crocidura leucodon,9,9.82,Soricidae
31,Tyto alba,Species,Mammalia,Eulipotyphla,Sorex araneus,9,10.0,Soricidae
31,Tyto alba,Species,Mammalia,Eulipotyphla,Suncus etruscus,11,2.13,Soricidae
31,Tyto alba,Species,Mammalia,Eulipotyphla,Sorex minutus,15,4.5,Soricidae
31,Tyto alba,Species,Mammalia,Eulipotyphla,Crocidura suaveolens,22,5.19,Soricidae
31,Tyto alba,Species,Mammalia,Rodentia,Microtus savii,131,20.0,Cricetidae
31,Tyto alba,Genus,Mammalia,Rodentia,Apodemus sp,134,28.3265,
32,Tyto alba,Species,Mammalia,Eulipotyphla,Sorex minutus,1,4.5,Soricidae
32,Tyto alba,Species,Insecta,Orthoptera,Platycleis grisea,1,0.0,
32,Tyto alba,Genus,Insecta,Orthoptera,Platycleis sp,1,0.0,
32,Tyto alba,Species,Insecta,Orthoptera,Ephippiger perforatus,1,0.0,
32,Tyto alba,Genus,Insecta,Orthoptera,Decticus sp,1,0.0,
32,Tyto alba,Subphylum,Vertebrata,,Vertebrata,2,0.0,
32,Tyto alba,Species,Mammalia,Rodentia,Muscardinus avellanarius,5,27.5,Gliridae
32,Tyto alba,Species,Mammalia,Rodentia,Rattus rattus,6,229.13,Muridae
32,Tyto alba,Species,Mammalia,Eulipotyphla,Sorex araneus,7,10.0,Soricidae
32,Tyto alba,Class,Aves,,Aves,23,0.0,
32,Tyto alba,Species,Mammalia,Eulipotyphla,Crocidura leucodon,25,9.82,Soricidae
32,Tyto alba,Species,Mammalia,Eulipotyphla,Suncus etruscus,33,2.13,Soricidae
32,Tyto alba,Species,Mammalia,Eulipotyphla,Crocidura suaveolens,42,5.19,Soricidae
32,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,47,16.25,Muridae
32,Tyto alba,Species,Mammalia,Rodentia,Microtus savii,170,20.0,Cricetidae
32,Tyto alba,Genus,Mammalia,Rodentia,Apodemus sp,173,28.3265,
33,Tyto alba,Species,Mammalia,Rodentia,Clethrionomys glareolus,1,20.73,Cricetidae
33,Tyto alba,Species,Mammalia,Rodentia,Muscardinus avellanarius,1,27.5,Gliridae
33,Tyto alba,Species,Mammalia,Eulipotyphla,Sorex minutus,1,4.5,Soricidae
33,Tyto alba,Order,Mammalia,Eulipotyphla,Eulipotyphla,1,0.0,
33,Tyto alba,Species,Mammalia,Rodentia,Rattus rattus,4,229.13,Muridae
33,Tyto alba,Class,Aves,,Aves,7,0.0,
33,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,9,16.25,Muridae
33,Tyto alba,Species,Mammalia,Eulipotyphla,Sorex araneus,11,10.0,Soricidae
33,Tyto alba,Species,Mammalia,Eulipotyphla,Suncus etruscus,16,2.13,Soricidae
33,Tyto alba,Species,Mammalia,Eulipotyphla,Crocidura leucodon,17,9.82,Soricidae
33,Tyto alba,Species,Mammalia,Eulipotyphla,Crocidura suaveolens,30,5.19,Soricidae
33,Tyto alba,Genus,Mammalia,Rodentia,Apodemus sp,59,28.3265,
33,Tyto alba,Species,Mammalia,Rodentia,Microtus savii,120,20.0,Cricetidae
34,Tyto alba,Species,Mammalia,Eulipotyphla,Suncus etruscus,1,2.13,Soricidae
34,Tyto alba,Order,Mammalia,Eulipotyphla,Eulipotyphla,1,0.0,
34,Tyto alba,Genus,Insecta,Coleoptera,Harpalus sp,1,0.0,
34,Tyto alba,Family,Insecta,Coleoptera,Carabidae,1,0.0,
34,Tyto alba,Genus,Insecta,Coleoptera,Nebria sp,1,0.0,
34,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,3,16.25,Muridae
34,Tyto alba,Subphylum,Vertebrata,,Vertebrata,4,0.0,
34,Tyto alba,Order,Insecta,Coleoptera,Coleoptera,7,0.0,
34,Tyto alba,Species,Mammalia,Eulipotyphla,Crocidura leucodon,12,9.82,Soricidae
34,Tyto alba,Class,Aves,,Aves,13,0.0,
34,Tyto alba,Species,Mammalia,Eulipotyphla,Crocidura suaveolens,19,5.19,Soricidae
34,Tyto alba,Species,Mammalia,Eulipotyphla,Sorex araneus,33,10.0,Soricidae
34,Tyto alba,Genus,Mammalia,Rodentia,Apodemus sp,60,28.3265,
34,Tyto alba,Species,Mammalia,Rodentia,Microtus savii,238,20.0,Cricetidae
37,Tyto alba,Species,Mammalia,Didelphimorphia,Monodelphis dimidiata,1,58.0,Didelphidae
37,Tyto alba,Order,Mammalia,Chiroptera,Chiroptera,1,0.0,
37,Tyto alba,Species,Mammalia,Rodentia,Cavia aperea,3,549.0,Caviidae
37,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,5,16.25,Muridae
37,Tyto alba,Genus,Mammalia,Rodentia,Rattus sp,5,165.95184615384613,
37,Tyto alba,Species,Mammalia,Rodentia,Necromys benefactus,8,38.0,Cricetidae
37,Tyto alba,Species,Mammalia,Rodentia,Holochilus brasiliensis,11,155.0,Cricetidae
37,Tyto alba,Species,Mammalia,Rodentia,Reithrodon auritus,14,70.85,Cricetidae
37,Tyto alba,Species,Mammalia,Rodentia,Oxymycterus rufus,16,75.4,Cricetidae
37,Tyto alba,Species,Mammalia,Rodentia,Oligoryzomys flavescens,20,21.3,Cricetidae
37,Tyto alba,Species,Mammalia,Rodentia,Akodon azarae,124,25.0,Cricetidae
37,Tyto alba,Genus,Mammalia,Rodentia,Calomys sp,279,27.911666666666665,
62,Tyto alba,Species,Mammalia,Rodentia,Rattus norvegicus,2,338.33,Muridae
62,Tyto alba,Genus,Mammalia,Lagomorpha,Sylvilagus sp,2,1335.0770588235296,
62,Tyto alba,Species,Mammalia,Carnivora,Mustela nivalis,3,103.88,Mustelidae
62,Tyto alba,Species,Mammalia,Rodentia,Dipodomys ordii,6,60.4,Heteromyidae
62,Tyto alba,Species,Mammalia,Eulipotyphla,Cryptotis parva,7,4.98,Soricidae
62,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,8,16.25,Muridae
62,Tyto alba,Species,Mammalia,Eulipotyphla,Sorex cinereus,9,4.66,Soricidae
62,Tyto alba,Species,Mammalia,Eulipotyphla,Scalopus aquaticus,10,91.26,Talpidae
62,Tyto alba,Species,Mammalia,Rodentia,Onychomys leucogaster,12,27.92,Cricetidae
62,Tyto alba,Class,Aves,,Aves,21,0.0,
62,Tyto alba,Species,Mammalia,Rodentia,Geomys bursarius,31,203.75,Geomyidae
62,Tyto alba,Species,Mammalia,Eulipotyphla,Blarina hylophaga,60,14.5,Soricidae
62,Tyto alba,Species,Mammalia,Rodentia,Perognathus flavescens,98,8.8,Heteromyidae
62,Tyto alba,Species,Mammalia,Rodentia,Microtus pennsylvanicus,122,36.75,Cricetidae
62,Tyto alba,Species,Mammalia,Rodentia,Peromyscus maniculatus,145,21.28,Cricetidae
62,Tyto alba,Species,Mammalia,Rodentia,Chaetodipus hispidus,223,32.0,Heteromyidae
62,Tyto alba,Species,Mammalia,Rodentia,Microtus ochrogaster,224,38.01,Cricetidae
62,Tyto alba,Species,Mammalia,Rodentia,Reithrodontomys megalotis,289,9.37,Cricetidae
70,Tyto alba,Order,Aves,Passeriformes,Passeriformes,1,0.0,
70,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,3,16.25,Muridae
70,Tyto alba,Species,Mammalia,Rodentia,Peromyscus maniculatus,4,21.28,Cricetidae
70,Tyto alba,Species,Aves,Columbiformes,Columba livia,4,0.0,
70,Tyto alba,Species,Mammalia,Rodentia,Thomomys talpoides,33,130.08,Geomyidae
70,Tyto alba,Genus,Mammalia,Rodentia,Microtus sp,283,39.70123076923076,
71,Tyto alba,Species,Mammalia,Rodentia,Neotoma fuscipes,1,229.83,Cricetidae
71,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,1,16.25,Muridae
71,Tyto alba,Order,Mammalia,Chiroptera,Chiroptera,1,0.0,
71,Tyto alba,Species,Aves,Passeriformes,Junco hyemalis,2,0.0,
71,Tyto alba,Species,Aves,Piciformes,Dryobates villosus,2,0.0,
71,Tyto alba,Genus,Mammalia,Rodentia,Thomomys sp,4,146.0088888888889,
71,Tyto alba,Genus,Mammalia,Eulipotyphla,Sorex sp,6,6.494615384615386,
71,Tyto alba,Species,Mammalia,Rodentia,Peromyscus maniculatus,31,21.28,Cricetidae
71,Tyto alba,Genus,Mammalia,Rodentia,Microtus sp,294,39.70123076923076,
108,Tyto alba,Order,Insecta,Coleoptera,Coleoptera,1,0.0,
108,Tyto alba,Species,Mammalia,Rodentia,Rattus rattus,3,229.13,Muridae
108,Tyto alba,Species,Mammalia,Eulipotyphla,Crocidura suaveolens,11,5.19,Soricidae
108,Tyto alba,Species,Mammalia,Rodentia,Meriones tristrami,24,105.0,Muridae
108,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,54,16.25,Muridae
108,Tyto alba,Species,Mammalia,Rodentia,Microtus socialis,114,48.0,Cricetidae
140,Tyto alba,Order,Mammalia,Rodentia,Rodentia,1,0.0,
140,Tyto alba,Species,Mammalia,Eulipotyphla,Suncus etruscus,2,2.13,Soricidae
140,Tyto alba,Species,Mammalia,Eulipotyphla,Crocidura leucodon,3,9.82,Soricidae
140,Tyto alba,Genus,Mammalia,Eulipotyphla,Crocidura sp,3,11.623255813953481,
140,Tyto alba,Genus,Mammalia,Rodentia,Apodemus sp,16,28.3265,
140,Tyto alba,Genus,Mammalia,Rodentia,Mus sp,50,14.116315789473687,
140,Tyto alba,Species,Mammalia,Eulipotyphla,Crocidura suaveolens,62,5.19,Soricidae
140,Tyto alba,Species,Mammalia,Rodentia,Microtus rossiaemeridionalis,83,39.5,Cricetidae
141,Tyto alba,Genus,Mammalia,Chiroptera,Pipistrellus sp,1,5.808709677419355,
141,Tyto alba,Genus,Mammalia,Eulipotyphla,Neomys sp,2,15.143333333333333,
141,Tyto alba,Genus,Mammalia,Rodentia,Mus sp,21,14.116315789473687,
141,Tyto alba,Species,Mammalia,Rodentia,Microtus rossiaemeridionalis,22,39.5,Cricetidae
141,Tyto alba,Genus,Mammalia,Rodentia,Apodemus sp,22,28.3265,
141,Tyto alba,Species,Mammalia,Eulipotyphla,Crocidura suaveolens,31,5.19,Soricidae
142,Tyto alba,Genus,Mammalia,Chiroptera,Pipistrellus sp,1,5.808709677419355,
142,Tyto alba,Species,Mammalia,Rodentia,Arvicola amphibius,1,120.0,Cricetidae
142,Tyto alba,Species,Mammalia,Eulipotyphla,Suncus etruscus,2,2.13,Soricidae
142,Tyto alba,Species,Mammalia,Rodentia,Micromys minutus,2,6.0,Muridae
142,Tyto alba,Species,Mammalia,Rodentia,Rattus rattus,3,229.13,Muridae
142,Tyto alba,Species,Mammalia,Eulipotyphla,Crocidura leucodon,6,9.82,Soricidae
142,Tyto alba,Class,Insecta,,Insecta,7,0.0,
142,Tyto alba,Class,Aves,,Aves,18,0.0,
142,Tyto alba,Genus,Mammalia,Rodentia,Apodemus sp,23,28.3265,
142,Tyto alba,Species,Mammalia,Eulipotyphla,Crocidura suaveolens,60,5.19,Soricidae
142,Tyto alba,Species,Mammalia,Rodentia,Microtus rossiaemeridionalis,63,39.5,Cricetidae
142,Tyto alba,Genus,Mammalia,Rodentia,Mus sp,125,14.116315789473687,
143,Tyto alba,Genus,Mammalia,Chiroptera,Pipistrellus sp,1,5.808709677419355,
143,Tyto alba,Class,Insecta,,Insecta,2,0.0,
143,Tyto alba,Species,Mammalia,Rodentia,Rattus rattus,4,229.13,Muridae
143,Tyto alba,Species,Mammalia,Rodentia,Micromys minutus,5,6.0,Muridae
143,Tyto alba,Species,Mammalia,Eulipotyphla,Crocidura leucodon,6,9.82,Soricidae
143,Tyto alba,Species,Mammalia,Eulipotyphla,Suncus etruscus,7,2.13,Soricidae
143,Tyto alba,Class,Aves,,Aves,15,0.0,
143,Tyto alba,Genus,Mammalia,Rodentia,Apodemus sp,40,28.3265,
143,Tyto alba,Species,Mammalia,Eulipotyphla,Crocidura suaveolens,58,5.19,Soricidae
143,Tyto alba,Species,Mammalia,Rodentia,Microtus rossiaemeridionalis,79,39.5,Cricetidae
143,Tyto alba,Genus,Mammalia,Rodentia,Mus sp,138,14.116315789473687,
144,Tyto alba,Class,Amphibia,,Amphibia,1,0.0,
144,Tyto alba,Family,Mammalia,Rodentia,Muridae,2,0.0,
144,Tyto alba,Genus,Mammalia,Eulipotyphla,Crocidura sp,3,11.623255813953481,
