DataSet,RaptorScientificName,Continent,Num_obs,PreyPerPellet,ecozone,ShannEnt_rare,DietRichness_rare,LocalRichness,RERichness,RaptorRichness,dens_slopes,pval_dens,numb_prey,numb_prey_spp,baow_a,obs_largest_prey_freq,NE_intake,sum_R,FreqBirds,NumPos
774,Tyto alba,North America,45,,BB,1.352934025538228,5.03,106.0,59.0,25.0,-0.23809523809523747,0.570156320815769,45.0,8.0,0.0,0.35555555555555557,,124.72674484009323,0.0,0.0
775,Tyto alba,North America,81,,BB,1.3146629508337946,5.025,106.0,59.0,25.0,0.03571428571428556,0.9394082054712858,81.0,7.0,0.0,0.06172839506172839,,101.3879556970268,0.0,0.0
776,Tyto alba,Europe,96,,B,1.3662257028677884,5.325,52.0,16.0,23.0,0.9000000000000005,0.0373860734684986,43.0,5.0,0.0,0.023255813953488372,,64.22374198166258,0.46875,0.0
777,Tyto alba,Europe,132,,B,1.146623906805064,3.69,52.0,16.0,23.0,0.5428571428571428,0.2657026239067055,131.0,6.0,0.0,0.007633587786259542,,80.75490830913544,0.007575757575757576,0.0
778,Tyto alba,Europe,683,,B,1.7108270509870565,6.63,52.0,16.0,23.0,0.5357142857142855,0.21521745567801281,420.0,7.0,0.0,0.05,,91.19315431356854,0.1903367496339678,0.0
779,Tyto alba,Europe,240,,B,1.5316369466329984,5.79,52.0,16.0,23.0,0.3142857142857143,0.5440932944606414,125.0,6.0,0.0,0.144,,81.7027439060532,0.3112033195020747,0.0
780,Tyto alba,Europe,137,,B,1.5498694993620798,6.18,52.0,16.0,23.0,0.7142857142857139,0.0465282322841673,119.0,8.0,0.0,0.03361344537815126,,99.86797852070676,0.07246376811594203,0.0
781,Tyto alba,Europe,689,,B,1.3862892762263623,5.435,44.0,12.0,22.0,0.7142857142857137,0.1107871720116619,544.0,6.0,0.0,0.027573529411764705,,80.64946520886937,0.06956521739130435,0.0
782,Tyto alba,Europe,259,,B,1.2266224327018584,4.52,52.0,16.0,23.0,0.3999999999999992,0.6000000000000005,212.0,4.0,0.0,0.04245283018867924,,56.3560105238401,0.12307692307692308,0.0
783,Tyto alba,Europe,145,,B,1.1104249903696344,3.92,44.0,12.0,22.0,-0.29999999999999966,0.6238376647810733,145.0,5.0,0.0,0.1103448275862069,,81.56718570262413,0.0,0.0
784,Tyto alba,Europe,278,,B,0.6073703349862751,2.91,52.0,16.0,23.0,-0.6000000000000003,0.3999999999999996,278.0,4.0,0.0,0.7913669064748201,,64.45853859204286,0.0,0.0
785,Tyto alba,Europe,427,,B,0.7969181960881631,3.13,44.0,12.0,22.0,0.6000000000000004,0.2847569798652935,428.0,5.0,0.0,0.007009345794392523,,73.13336279918106,0.0,0.0
786,Tyto alba,Europe,86255,,B,0.013536329467709596,1.065,44.0,12.0,22.0,0.5428571428571428,0.26570262390670557,86253.0,6.0,0.0,1.1593799635954691e-5,,83.57160880361418,0.0,0.0
787,Tyto alba,Europe,165,,B,1.0831284201997975,5.265,52.0,16.0,23.0,0.619047619047619,0.10173303745426451,151.0,8.0,0.0,0.006622516556291391,,86.06686599825575,0.05389221556886228,0.0
813,Tyto alba,North America,90,,BA,1.2447640178383694,4.85,46.0,21.0,15.0,-0.7142857142857142,0.07134356146753763,90.0,7.0,0.0,0.13333333333333333,,112.90878263883843,0.0,0.0
814,Tyto alba,North America,63,,BA,1.1804080703148063,5.61,39.0,16.0,11.0,-0.142857142857143,0.7599453002180926,56.0,7.0,0.0,0.16071428571428573,,109.34099284723867,0.1111111111111111,0.0
816,Tyto alba,Europe,234,,B,1.6384738713452258,6.94,57.0,18.0,27.0,0.2857142857142852,0.5345092286010412,170.0,7.0,0.0,0.01764705882352941,,108.83210822237716,0.05128205128205128,0.0
823,Tyto alba,Europe,1281,,BB,1.3905745429121938,5.345,83.0,34.0,33.0,0.5524475524475523,0.06251148327961518,1242.0,12.0,0.0,0.001610305958132045,,160.11777593330595,0.02498048399687744,0.0
825,Tyto alba,Europe,311,,NA,1.4812743661845829,6.06,83.0,34.0,33.0,0.43030303030303035,0.21449233253280764,286.0,10.0,0.0,0.01048951048951049,,141.5677259928877,0.05787781350482315,0.0
827,Tyto alba,North America,178,1.65,CA,1.362532987996837,5.185,54.0,19.0,14.0,0.6428571428571422,0.11939237342741123,168.0,7.0,0.010696142255761916,0.005952380952380952,65.20279464285714,95.39964398992745,0.0,0.0
828,Tyto alba,North America,194,,DA,1.6472106239166073,7.09,101.0,44.0,24.0,0.32121212121212134,0.3654683104386701,182.0,10.0,0.0,0.005494505494505495,,146.9077310312914,0.041237113402061855,0.0
865,Tyto alba,South America,232,2.55,BA,1.143754026190127,4.02,29.0,13.0,12.0,0.8999999999999995,0.0009430623223403312,232.0,9.0,0.00892780721840426,0.004310344827586207,82.40674892241378,114.29549701317274,0.0,0.0
868,Tyto alba,North America,56,,CA,0.7164382014518412,2.85,94.0,50.0,25.0,0.5000000000000004,0.6666666666666665,57.0,3.0,0.0,0.19298245614035087,,43.20314819140259,0.0,0.0
869,Tyto alba,North America,229,,CA,0.8943890862630064,3.96,94.0,50.0,25.0,0.08571428571428566,0.8717434402332362,229.0,6.0,0.0,0.0611353711790393,,81.43916727850818,0.0,0.0
870,Tyto alba,North America,66,,CA,0.71150644586819,3.78,94.0,50.0,25.0,0.7714285714285716,0.07239650145772591,67.0,6.0,0.0,0.029850746268656716,,85.91395018206828,0.0,0.0
871,Tyto alba,North America,42,,CA,1.5642485601871605,5.97,94.0,50.0,25.0,0.5428571428571428,0.26570262390670546,40.0,6.0,0.0,0.075,,85.91395018206826,0.047619047619047616,0.0
872,Tyto alba,North America,138,,CA,1.3915675703436374,5.29,94.0,50.0,25.0,0.8285714285714285,0.04156268221574342,139.0,6.0,0.0,0.05755395683453238,,85.91395018206828,0.0,0.0
873,Tyto alba,North America,52,,CA,0.9003301442541796,2.925,94.0,50.0,25.0,1.0000000000000009,0.0,52.0,3.0,0.0,0.11538461538461539,,41.23406054037966,0.0,0.0
874,Tyto alba,North America,50,,CA,1.209816501969238,4.5,94.0,50.0,25.0,0.7000000000000006,0.1881204043741869,49.0,5.0,0.0,0.04081632653061224,,66.92098117516423,0.0,0.0
875,Tyto alba,North America,248,,CA,0.9572201505950049,3.85,94.0,50.0,25.0,0.25714285714285723,0.6227871720116617,248.0,6.0,0.0,0.020161290322580645,,85.91395018206828,0.0,0.0
876,Tyto alba,North America,403,,CA,1.1845598884704263,4.38,94.0,50.0,25.0,0.46428571428571375,0.2939341076002522,398.0,7.0,0.0,0.002512562814070352,,95.28140486446485,0.0,0.0
877,Tyto alba,North America,352,,CA,1.321415200187702,5.305,94.0,50.0,25.0,0.11904761904761918,0.7788857260523794,349.0,8.0,0.0,0.011461318051575931,,109.95776139681516,0.002824858757062147,0.0
878,Tyto alba,North America,83,,CA,1.2113965975529317,4.145,94.0,50.0,25.0,0.3999999999999992,0.6000000000000005,81.0,4.0,0.0,0.3333333333333333,,65.32214702541917,0.011904761904761904,0.0
880,Tyto alba,North America,57,,CA,1.0400868927918616,3.62,94.0,50.0,25.0,0.3999999999999992,0.6000000000000005,57.0,4.0,0.0,0.08771929824561403,,56.37038854015334,0.0,0.0
881,Tyto alba,North America,55,,CA,0.6107725159354669,2.55,94.0,50.0,25.0,0.3999999999999992,0.6000000000000005,55.0,4.0,0.0,0.01818181818181818,,56.37038854015334,0.0,0.0
882,Tyto alba,North America,274,,CA,1.5308559329802973,6.36,94.0,50.0,25.0,0.5393939393939393,0.10759318778241479,267.0,10.0,0.0,0.011235955056179775,,132.37808156144789,0.0,0.0
883,Tyto alba,North America,92,,CA,1.3537359753343097,5.455,94.0,50.0,25.0,0.4761904761904757,0.23293553465009822,89.0,8.0,0.0,0.011235955056179775,,105.48297849325506,0.021505376344086023,0.0
884,Tyto alba,North America,129,,CA,1.1367347361325317,4.335,94.0,50.0,25.0,-0.19999999999999998,0.7470600781046621,128.0,5.0,0.0,0.203125,,66.92098117516423,0.0,0.0
885,Tyto alba,North America,60,,CA,1.1089640997555659,4.33,94.0,50.0,25.0,-0.09999999999999981,0.8728885715695385,61.0,5.0,0.0,0.2459016393442623,,66.92098117516423,0.0,0.0
915,Tyto alba,North America,880,1.33,BC,0.8703682706575396,3.8,65.0,35.0,13.0,0.4166666666666669,0.26458604674749586,877.0,9.0,0.008208415207525984,0.0034207525655644243,95.5394651368301,124.312444907725,0.0,0.0
919,Tyto alba,Africa,350,1.99,CA,1.5652098954161118,6.975,39.0,18.0,10.0,0.5000000000000003,0.3910022189557703,58.0,5.0,0.013438995413789019,0.10344827586206896,81.4819224137931,75.92890181496163,0.7285714285714285,0.0
920,Tyto alba,Africa,106,1.83,CA,1.1623160783079303,4.735,39.0,18.0,10.0,,,0.0,0.0,0.0,0.0,,0.0,0.8962264150943396,0.0
924,Tyto alba,Europe,230,2.41,BB,1.5049984141586732,5.97,75.0,27.0,27.0,-0.2500000000000002,0.5887244480896829,219.0,7.0,0.009349844711651763,0.1232876712328767,52.74059406392695,109.13637549441597,0.030434782608695653,0.0
925,Tyto alba,Europe,176,2.41,BB,1.3713099864071407,5.165,75.0,27.0,27.0,0.25714285714285723,0.6227871720116617,168.0,6.0,0.0108415406087157,0.011904761904761904,43.788408928571435,94.12021778943323,0.045454545454545456,0.0
926,Tyto alba,Europe,263,2.41,BB,1.541403491402703,6.005,75.0,27.0,27.0,0.3714285714285711,0.4684781341107874,238.0,6.0,0.0108415406087157,0.029411764705882353,51.23467605042017,94.12021778943323,0.0916030534351145,0.0
927,Tyto alba,Europe,121,2.41,BB,1.4075536213823987,6.175,75.0,27.0,27.0,0.0,1.0,109.0,9.0,0.007786007819825268,0.5688073394495413,484.62203577981654,131.05665790202173,0.09090909090909091,1.0
928,Tyto alba,Europe,95,2.41,BB,1.7929981759106732,7.61,75.0,27.0,27.0,0.03636363636363599,0.9154683168905355,92.0,11.0,0.00656352516254077,0.08695652173913043,176.82196195652173,155.46648150127632,0.031578947368421054,0.0
929,Tyto alba,Europe,128,2.41,BB,1.4947202288663877,5.98,75.0,27.0,27.0,0.3999999999999998,0.28610510190831295,119.0,9.0,0.0073644767956919,0.008403361344537815,52.116756302521026,138.55813407711847,0.0703125,0.0
930,Tyto alba,South America,65,2.41,DA,1.9579014264417185,8.71,146.0,34.0,42.0,0.13333333333333328,0.7323675052362975,55.0,9.0,0.007385685786021077,0.03636363636363636,69.20684604582411,138.160245754922,0.015384615384615385,0.0
933,Tyto alba,North America,429,,BA,1.000132717715793,4.115,50.0,25.0,18.0,-0.09523809523809514,0.8225054302036116,425.0,8.0,0.0,0.007058823529411765,,107.99669133944515,0.006993006993006993,0.0
934,Tyto alba,North America,78,2.79,BA,0.9492263049315506,3.905,50.0,25.0,18.0,0.142857142857143,0.7599453002180926,78.0,7.0,0.011464780758863043,0.02564102564102564,119.56008461538461,89.0037223325411,0.0,0.0
938,Tyto alba,North America,362,1.8,BB,0.694559904564488,2.64,109.0,59.0,26.0,0.20000000000000012,0.7999999999999998,362.0,4.0,0.020553026518443148,0.016574585635359115,170.23399913180742,49.647586565883536,0.0,0.0
939,Tyto alba,North America,1343,,AA,0.6662532861713227,3.32,87.0,41.0,26.0,-0.09999999999999981,0.8728885715695385,1333.0,5.0,0.0,0.02625656414103526,,74.99265811100773,0.007446016381236039,0.0
940,Tyto alba,North America,682,,AA,1.0684186306856873,3.36,87.0,41.0,26.0,-0.49999999999999956,0.3910022189557709,681.0,5.0,0.0,0.3010279001468429,,74.99265811100773,0.001466275659824047,0.0
941,Tyto alba,North America,488,,AA,1.1485011724921455,4.25,87.0,41.0,26.0,-0.19999999999999998,0.7470600781046621,433.0,5.0,0.0,0.13625866050808313,,74.99265811100773,0.11270491803278689,0.0
944,Tyto alba,North America,50,0.93,BA,1.3240813541866174,5.005,51.0,24.0,13.0,0.5000000000000003,0.3910022189557703,46.0,5.0,0.014611599636172095,0.13043478260869565,61.121419565217394,69.83548609826472,0.08,0.0
957,Tyto alba,Europe,183,1.66,B,1.4188569291686877,6.01,69.0,25.0,23.0,0.619047619047619,0.10173303745426451,180.0,8.0,0.008872458283633408,0.03333333333333333,48.86385222222222,115.0085050439294,0.01092896174863388,0.0
959,Tyto alba,South America,66,3.91,BB,1.7724326664537866,6.94,36.0,13.0,17.0,5.988097684046442e-16,0.9999999999999992,45.0,5.0,0.01272600431271393,0.26666666666666666,120.99144102564104,80.18291823505561,0.015151515151515152,0.0
960,Tyto alba,South America,55,3.91,BB,1.74146576840651,7.485,36.0,13.0,17.0,0.5357142857142855,0.21521745567801281,42.0,7.0,0.010883051358837815,0.047619047619047616,198.06551857142856,93.76121913057608,0.05454545454545454,0.0
961,Tyto alba,South America,127,3.91,BB,1.6694741722048603,7.135,36.0,13.0,17.0,0.7714285714285716,0.07239650145772591,102.0,6.0,0.011971718132033014,0.0196078431372549,125.8114094871795,85.23489711430605,0.05511811023622047,0.0
962,Tyto alba,South America,123,3.91,BB,1.7381671915959855,7.245,36.0,13.0,17.0,0.8928571428571426,0.0068071874089353996,93.0,7.0,0.010851717854721568,0.010752688172043012,134.60206370554178,94.03194746915835,0.056910569105691054,0.0
976,Tyto alba,North America,92,,BB,1.0915317631420332,4.8,99.0,55.0,20.0,-0.5999999999999999,0.20799999999999982,86.0,6.0,0.0,0.6744186046511628,,78.63751199419366,0.043478260869565216,0.0
984,Tyto alba,South America,4618,3.99,DA,1.2163067974532853,4.82,7.0,5.0,3.0,0.999999999999999,0.0,2198.0,4.0,0.02760161629056226,0.0022747952684258415,183.36776560509554,36.96914530379191,0.016652249134948095,0.0
986,Tyto alba,South America,139,3.16,DA,1.9264315119629059,8.305,7.0,5.0,3.0,,,0.0,0.0,0.0,0.0,,0.0,0.18705035971223022,0.0
993,Tyto alba,South America,158,1.98,BA,1.5407744791895195,6.33,241.0,55.0,60.0,0.1428571428571434,0.7871720116618067,90.0,6.0,0.012397863661765485,0.011111111111111112,124.7078653333333,82.30516088124152,0.0,0.0
998,Tyto alba,North America,576,,BC,1.7970042718120303,7.565,57.0,31.0,13.0,0.6131868131868138,0.019706331926038764,495.0,14.0,0.0,0.006060606060606061,,184.15846388676005,0.027777777777777776,0.0
1024,Tyto alba,North America,749,1.34,BB,1.4329498893096533,5.535,106.0,59.0,25.0,0.4285714285714283,0.2894032248467898,715.0,8.0,0.009363793875591973,0.005594405594405594,87.63303455621302,108.9737959658789,0.025367156208277702,0.0
1030,Tyto alba,South America,88,2.1,BA,1.279440598885658,4.78,59.0,26.0,20.0,0.1428571428571434,0.7871720116618067,63.0,6.0,0.012452014343759492,0.07936507936507936,108.858,81.94723641454031,0.0,0.0
1031,Tyto alba,South America,55,2.11,BA,1.1740532568619875,5.01,59.0,26.0,20.0,0.7000000000000006,0.1881204043741869,50.0,5.0,0.01490323267091419,0.06,92.18800999999999,68.46891448301548,0.0,0.0
1032,Tyto alba,South America,323,2.02,BA,1.1437190761492595,4.65,59.0,26.0,20.0,0.21428571428571416,0.6445115810207203,284.0,7.0,0.009821103436817228,0.056338028169014086,74.1734720693391,103.89954345048572,0.0,0.0
1036,Tyto alba,North America,513,,BB,1.1833514403905563,4.595,115.0,67.0,21.0,0.6999999999999992,0.035769574970261744,505.0,9.0,0.0,0.007920792079207921,,114.0007339470242,0.0,0.0
1044,Tyto alba,North America,253,,BB,0.8461964057707775,3.835,87.0,41.0,26.0,0.928571428571428,0.0025194724037947125,246.0,7.0,0.0,0.036585365853658534,,81.1460450849831,0.02766798418972332,0.0
1055,Tyto alba,North America,202,3.96,BA,1.0853020104407585,3.255,73.0,36.0,20.0,0.10000000000000066,0.8728885715695374,202.0,5.0,0.013853173596324783,0.3316831683168317,121.59846534653465,73.65880144142699,0.0,0.0
1056,Tyto alba,North America,172,3.66,BA,1.1107958750882958,3.58,73.0,36.0,20.0,0.03571428571428556,0.9394082054712858,172.0,7.0,0.00955837233266764,0.28488372093023256,98.99576511627907,106.75543154746734,0.0,0.0
1057,Tyto alba,North America,145,3.54,BA,1.0280900678073557,3.425,73.0,36.0,20.0,0.3142857142857143,0.5440932944606414,145.0,6.0,0.011841021469702756,0.30344827586206896,94.9513448275862,86.17568728138801,0.0,0.0
1058,Tyto alba,North America,332,5.82,BA,0.7417454433491217,3.02,73.0,36.0,20.0,0.10000000000000066,0.8728885715695374,332.0,5.0,0.013349430070452294,0.12650602409638553,90.56673795180724,76.43833166510109,0.0,0.0
1059,Tyto alba,North America,344,4.99,BA,1.0732988442937281,4.305,73.0,36.0,20.0,0.5238095238095232,0.18272075053971532,343.0,8.0,0.00984000927364806,0.026239067055393587,108.25754081632654,103.69991886064582,0.0029069767441860465,0.0
1060,Tyto alba,North America,434,4.67,BA,1.2335887537337364,4.61,73.0,36.0,20.0,0.018181818181818396,0.9602404181286237,432.0,10.0,0.0072779105400814685,0.009259259259259259,123.35102337962964,140.20619759553733,0.004608294930875576,0.0
1061,Tyto alba,North America,266,4.43,BA,1.1767485980131576,3.92,73.0,36.0,20.0,0.3714285714285711,0.4684781341107874,264.0,6.0,0.013103878419568154,0.003787878787878788,146.5336606060606,77.87069832253025,0.007518796992481203,0.0
1062,Tyto alba,North America,216,4.15,BA,1.1341522341009216,3.665,73.0,36.0,20.0,0.42857142857142827,0.33736831108582427,215.0,7.0,0.010102872461541476,0.004651162790697674,124.54922093023256,101.00178609100391,0.004629629629629629,0.0
1063,Tyto alba,North America,258,3.58,BA,1.0957520786216615,3.38,73.0,36.0,20.0,-0.8999999999999996,0.03738607346849866,258.0,5.0,0.012834553348127768,0.3798449612403101,116.17030620155039,79.504766203193,0.0,0.0
1064,Tyto alba,North America,203,3.5,BA,0.908028489675643,3.025,73.0,36.0,20.0,-0.9999999999999993,0.0,203.0,4.0,0.016122401043898057,0.5221674876847291,134.11206896551727,63.29132741996306,0.0,0.0
1065,Tyto alba,North America,217,2.75,BA,0.8696208777772427,3.2,73.0,36.0,20.0,-0.09999999999999981,0.8728885715695384,216.0,5.0,0.013853173596324781,0.6435185185185185,129.23726851851853,73.65880144142699,0.004608294930875576,0.0
1066,Tyto alba,North America,97,2.16,BA,0.7157465641455368,3.35,73.0,36.0,20.0,0.10000000000000066,0.8728885715695374,96.0,5.0,0.014204804439537613,0.010416666666666666,118.24425000000001,71.83542495137102,0.010309278350515464,0.0
1073,Tyto alba,Europe,451,,BA,0.8669424660986128,4.17,54.0,21.0,16.0,0.4166666666666669,0.26458604674749586,417.0,9.0,0.0,0.004796163069544364,,124.71104558445033,0.0598669623059867,0.0
1074,Tyto alba,Europe,65,,BA,0.8863462406400575,4.335,39.0,14.0,14.0,0.5428571428571428,0.2657026239067055,63.0,6.0,0.0,0.7301587301587301,,87.6869440523469,0.03076923076923077,0.0
1075,Tyto alba,Europe,183,,BA,1.1219541353381535,3.79,54.0,21.0,16.0,-0.08571428571428594,0.8717434402332358,183.0,6.0,0.0,0.15846994535519127,,77.86363963718648,0.0,0.0
1076,Tyto alba,Europe,514,,BA,1.5690482699286181,6.095,37.0,14.0,17.0,0.2727272727272724,0.4171414371425317,513.0,11.0,0.0,0.04483430799220273,,151.71374021433877,0.0019455252918287938,0.0
1077,Tyto alba,Europe,738,,BA,1.261651311385691,5.165,54.0,21.0,16.0,-0.26363636363636433,0.4334407376116137,700.0,11.0,0.0,0.09428571428571429,,159.73541627146471,0.04742547425474255,0.0
1078,Tyto alba,Europe,185,,BA,1.3657396420987151,5.485,54.0,21.0,16.0,0.19999999999999998,0.579584,179.0,10.0,0.0,0.01675977653631285,,150.34011745623525,0.032432432432432434,0.0
1079,Tyto alba,Europe,308,,BA,1.3494339866774971,5.305,39.0,14.0,14.0,0.2969696969696966,0.4047016712701572,303.0,10.0,0.0,0.0165016501650165,,150.34011745623525,0.016233766233766232,0.0
1080,Tyto alba,Europe,200,,BA,1.5264172404056078,5.8,36.0,12.0,11.0,0.07142857142857173,0.8665262706759083,188.0,8.0,0.0,0.005319148936170213,,120.93756143408622,0.06,0.0
1082,Tyto alba,Europe,141,,BA,1.0896918437534857,5.015,39.0,14.0,14.0,-0.3333333333333326,0.41975308641975384,141.0,8.0,0.0,0.624113475177305,,132.3089849310359,0.0,0.0
1083,Tyto alba,Europe,376,,BA,1.5035117380840044,5.965,39.0,14.0,14.0,0.23333333333333303,0.545698778218273,376.0,9.0,0.0,0.013297872340425532,,139.93053044099025,0.0,0.0
1084,Tyto alba,Europe,118,,BA,1.1289537125500646,4.575,42.0,15.0,18.0,0.46428571428571375,0.2939341076002522,118.0,7.0,0.0,0.00847457627118644,,97.08224286757635,0.0,0.0
1085,Tyto alba,Europe,284,,BA,1.3400322719665914,5.675,39.0,14.0,14.0,0.3818181818181814,0.2762553333854365,268.0,10.0,0.0,0.033582089552238806,,133.81491854176326,0.056338028169014086,0.0
1086,Tyto alba,Europe,80,,BA,1.5356582190800676,5.945,39.0,14.0,14.0,-0.4999999999999999,0.2531699951003228,77.0,7.0,0.0,0.06493506493506493,,108.72634606080675,0.0375,0.0
1087,Tyto alba,South America,142,1.37,BA,0.6872128993217909,2.105,34.0,11.0,18.0,-0.4999999999999997,0.666666666666667,142.0,3.0,0.023993713895448274,0.4507042253521127,122.7639455687974,42.528145818179595,0.0,0.0
1088,Tyto alba,South America,119,1.37,BA,0.5220447229312164,2.345,34.0,11.0,18.0,-1.6215845185301646e-16,0.9999999999999999,118.0,4.0,0.01785798883833749,0.17796610169491525,70.97724757496741,57.140150131278844,0.0,0.0
1097,Tyto alba,Europe,1158,2.33,BA,1.9913047546154428,9.125,85.0,34.0,23.0,0.2352941176470589,0.363295114375383,1157.0,17.0,0.004170555633340628,0.12359550561797752,156.29940060501292,244.66959632617494,0.0,0.0
1099,Tyto alba,North America,278,1.07,DA,0.7482485844001332,3.08,53.0,21.0,18.0,0.6428571428571422,0.11939237342741123,272.0,7.0,0.013021829215821786,0.003676470588235294,91.66568051470591,78.36135356663175,0.018050541516245487,0.0
1100,Tyto alba,North America,114,1.04,DA,0.8057277658686295,3.235,53.0,21.0,18.0,-1.0000000000000009,0.0,103.0,3.0,0.026233747956654976,0.7572815533980582,84.87551067961164,38.89677391698997,0.09649122807017543,0.0
1106,Tyto alba,North America,65,1.25,DA,0.5698174293672955,2.58,53.0,21.0,18.0,0.20000000000000012,0.7999999999999998,65.0,4.0,0.02087828029301054,0.015384615384615385,108.31134615384616,48.87414810725144,0.0,0.0
1107,Tyto alba,North America,453,1.27,DA,0.833671309093745,3.55,53.0,21.0,18.0,0.10000000000000066,0.8728885715695374,433.0,5.0,0.017436710735683182,0.0023094688221709007,108.65580323325635,58.52067965875595,0.04415011037527594,0.0
1108,Tyto alba,North America,259,1.44,DA,1.1766122516832447,4.865,53.0,21.0,18.0,0.4857142857142858,0.3287230320699708,256.0,6.0,0.014394919411321795,0.0390625,124.555275,70.88668815073335,0.011583011583011582,0.0
1109,Tyto alba,North America,252,2.16,DA,1.1413790085672992,4.355,53.0,21.0,18.0,0.028571428571428737,0.9571545189504371,250.0,6.0,0.014424808199193104,0.08,354.39768000000004,70.73980805667738,0.011857707509881422,1.0
1112,Tyto alba,Africa,52,1.68,DA,0.7823108763335845,3.445,70.0,30.0,37.0,0.999999999999999,0.0,51.0,4.0,0.026115077794438328,0.0784313725490196,80.86729411764706,39.07352569643198,0.019230769230769232,0.0
1113,Tyto alba,Africa,184,1.45,DA,0.39364632558564483,2.68,70.0,30.0,37.0,-0.4000000000000001,0.5999999999999999,182.0,4.0,0.018210801257898403,0.04945054945054945,73.97808588779641,56.033128296468234,0.010869565217391304,0.0
1114,Tyto alba,Africa,45,1.15,DA,0.38312002052233757,2.52,70.0,30.0,37.0,-0.4999999999999997,0.666666666666667,43.0,3.0,0.022033750830599882,0.046511627906976744,59.35604651162791,46.311141988961346,0.044444444444444446,0.0
1115,Tyto alba,Africa,45,1.41,DA,1.0458701916327757,4.88,70.0,30.0,37.0,0.2857142857142852,0.5345092286010412,43.0,7.0,0.01818708404164708,0.13953488372093023,40.915128029375765,56.10619937361299,0.044444444444444446,0.0
1116,Tyto alba,Africa,98,1.69,DA,0.6881164888793906,3.695,70.0,30.0,37.0,-0.371428571428571,0.46847813411078754,95.0,6.0,0.011124675457817623,0.021052631578947368,77.6851709695291,91.72475791626232,0.030612244897959183,0.0
1117,Tyto alba,Africa,63,1.03,DA,0.6177748569081885,3.345,70.0,30.0,37.0,-0.371428571428571,0.46847813411078754,63.0,6.0,0.011124675457817623,0.031746031746031744,48.1716715956558,91.72475791626232,0.0,0.0
1118,Tyto alba,Africa,58,1.09,DA,0.3944836218844634,2.705,70.0,30.0,37.0,-0.49999999999999956,0.3910022189557709,58.0,5.0,0.016505442215157706,0.896551724137931,51.627216969147014,61.82252798584328,0.0,0.0
1119,Tyto alba,Africa,212,1.41,DA,1.2944086046256242,5.42,69.0,29.0,31.0,-0.15151515151515124,0.6760651759978543,211.0,10.0,0.006722254431528603,0.023696682464454975,51.31087775006236,151.7955283690848,0.0,0.0
1121,Tyto alba,North America,46,,BC,1.5390225614310749,5.92,62.0,31.0,14.0,0.07142857142857173,0.8665262706759082,46.0,8.0,0.0,0.15217391304347827,,111.44557086597192,0.0,0.0
1122,Tyto alba,North America,64,,BC,1.3211074702207588,5.12,62.0,31.0,14.0,0.7142857142857142,0.07134356146753766,64.0,7.0,0.0,0.03125,,100.4474317281526,0.0,0.0
1123,Tyto alba,North America,45,,BC,1.5167834852128355,5.74,62.0,31.0,14.0,0.03571428571428556,0.9394082054712858,45.0,7.0,0.0,0.022222222222222223,,93.53110261052346,0.0,0.0
1124,Tyto alba,North America,187,,BC,1.5259332913179724,6.145,62.0,31.0,14.0,0.6000000000000005,0.06668799999999969,183.0,10.0,0.0,0.01092896174863388,,120.331621159295,0.0106951871657754,0.0
1148,Tyto alba,Africa,186,,DA,1.5833901995379518,6.9,158.0,42.0,51.0,0.4685314685314685,0.12445479118883408,168.0,12.0,0.0,0.06547619047619048,,146.3680396068582,0.10160427807486631,0.0
1149,Tyto alba,Africa,117,,DA,1.2806943707893277,6.01,158.0,42.0,51.0,0.516666666666666,0.15439012098622532,108.0,9.0,0.0,0.009259259259259259,,114.38232934343664,0.07627118644067797,0.0
1150,Tyto alba,Africa,87,,DA,1.2519601627286925,4.93,158.0,42.0,51.0,0.28571428571428503,0.49272624501695805,86.0,8.0,0.0,0.011627906976744186,,110.0417457236508,0.011494252873563218,0.0
1151,Tyto alba,Africa,119,,DA,1.110103225876907,5.29,158.0,42.0,51.0,0.2121212121212124,0.5563057751029292,113.0,10.0,0.0,0.017699115044247787,,138.83979289575774,0.017241379310344827,0.0
1152,Tyto alba,Africa,102,,DA,0.7046457642065291,3.705,158.0,42.0,51.0,0.166666666666667,0.6932388117283943,102.0,8.0,0.0,0.0392156862745098,,101.46035696901599,0.0,0.0
1153,Tyto alba,Africa,97,,DA,1.3344988598390437,5.245,158.0,42.0,51.0,0.5999999999999995,0.08762282904140252,88.0,9.0,0.0,0.011363636363636364,,121.75783776587613,0.09278350515463918,0.0
1154,Tyto alba,Africa,73,,DA,1.2115683274126772,5.02,158.0,42.0,51.0,-0.07142857142857172,0.8790481931481535,68.0,7.0,0.0,0.014705882352941176,,99.61102455417196,0.0410958904109589,0.0
1155,Tyto alba,Africa,54,,DA,1.2389774138320235,5.675,158.0,42.0,51.0,0.7380952380952369,0.03655276105286097,22.0,8.0,0.0,0.045454545454545456,,97.97851289256228,0.5925925925925926,0.0
1157,Tyto alba,Africa,90,,DA,1.5550784828742465,6.835,158.0,42.0,51.0,0.3999999999999999,0.2228683501335202,50.0,11.0,0.0,0.08,,137.11884991015904,0.4444444444444444,0.0
1158,Tyto alba,Africa,55,,DA,1.2700490578710752,5.305,158.0,42.0,51.0,0.857142857142857,0.013697326615325656,49.0,7.0,0.0,0.02040816326530612,,84.08965446734447,0.07272727272727272,0.0
