DataSet,RaptorScientificName,Continent,Num_obs,PreyPerPellet,ecozone,ShannEnt_rare,DietRichness_rare,LocalRichness,RERichness,RaptorRichness,dens_slopes,pval_dens,numb_prey,numb_prey_spp,baow_a,obs_largest_prey_freq,NE_intake,sum_R,FreqBirds,NumPos
717,Tyto alba,Australia/Oceania,236,,BB,0.3983416137721821,2.08,53.0,5.0,23.0,0.0,NaN,201.0,1.0,0.0,1.0,,18.992969006904044,0.0,0.0
719,Tyto alba,South America,354,1.11,BB,1.8126325983824483,7.465,41.0,14.0,18.0,0.2909090909090909,0.38545696969136567,346.0,11.0,0.007351071403894028,0.008670520231213872,102.12628786127169,138.81080827548115,0.011299435028248588,0.0
720,Tyto alba,South America,335,1.4,BB,1.4460039400504934,5.97,58.0,26.0,18.0,0.5090909090909091,0.1097372322416563,325.0,11.0,0.0074155827254612765,0.003076923076923077,75.33576615384615,137.60323376364641,0.011940298507462687,0.0
726,Tyto alba,Europe,128,,B,1.5013999207761628,5.85,60.0,24.0,21.0,0.857142857142856,0.0065300172547153165,128.0,8.0,0.0,0.0078125,,118.93048838536598,0.0,0.0
727,Tyto alba,Europe,209,,B,1.8399668719459477,7.795,60.0,24.0,21.0,0.20909090909090886,0.5372209352113233,206.0,11.0,0.0,0.009708737864077669,,154.70336392253802,0.0,0.0
728,Tyto alba,Europe,165,,B,1.5955482741525508,6.42,60.0,24.0,21.0,0.6499999999999994,0.058073058017148765,165.0,9.0,0.0,0.006060606060606061,,120.83814206243623,0.0,0.0
729,Tyto alba,Europe,144,,BA,1.345043532539347,4.955,67.0,26.0,21.0,0.28571428571428503,0.49272624501695805,141.0,8.0,0.0,0.0070921985815602835,,119.01168420928353,0.0,0.0
730,Tyto alba,Europe,56,,BA,1.5230586423899382,5.975,67.0,26.0,21.0,0.09523809523809539,0.8225054302036112,56.0,8.0,0.0,0.3392857142857143,,123.21718226888711,0.0,0.0
731,Tyto alba,Europe,66,,BA,0.590436883170889,3.195,67.0,26.0,21.0,0.7000000000000006,0.1881204043741869,66.0,5.0,0.0,0.09090909090909091,,76.19630265305553,0.0,0.0
737,Tyto alba,Europe,9572,,BA,1.269861090912853,5.07,36.0,12.0,11.0,0.38181818181818117,0.2465595757789708,9502.0,11.0,0.0,0.0017890970322037465,,159.73541627146471,0.007312996239030506,0.0
738,Tyto alba,Europe,7138,,BA,1.2670340440888932,5.32,54.0,21.0,16.0,0.2909090909090909,0.38545696969136567,6917.0,11.0,0.0,0.020673702472170017,,159.73541627146471,0.030961053516391147,0.0
739,Tyto alba,Europe,8179,,BA,1.431633744386462,6.09,39.0,14.0,14.0,0.16363636363636344,0.6306852146425362,7887.0,11.0,0.0,0.06504374286801065,,159.73541627146471,0.035701185964054284,0.0
740,Tyto alba,Europe,4784,,BA,1.358955202367997,5.53,39.0,14.0,14.0,0.18181818181818152,0.5926152128455007,4606.0,11.0,0.0,0.012592270950933565,,159.73541627146471,0.037207357859531776,0.0
741,Tyto alba,Europe,4340,,BA,1.1646979002714104,4.62,42.0,15.0,18.0,0.3696969696969702,0.29305007529282157,4287.0,10.0,0.0,0.004198740377886634,,134.10634439967978,0.012211981566820277,0.0
742,Tyto alba,Europe,4525,,BA,1.2425814055996642,4.935,37.0,13.0,18.0,0.0727272727272723,0.831716405381338,4474.0,11.0,0.0,0.009834599910594547,,159.73541627146471,0.011270718232044199,0.0
743,Tyto alba,Europe,7494,,BA,1.2122951141148186,4.605,33.0,12.0,16.0,0.4909090909090905,0.14965567342083685,7457.0,10.0,0.0,0.0034866568325063697,,134.10634439967978,0.004937283159861222,0.0
744,Tyto alba,Europe,1731,,BA,0.9132765522973071,3.945,25.0,8.0,8.0,0.3999999999999992,0.6000000000000005,1675.0,4.0,0.0,0.07462686567164178,,57.3041057816837,0.032351242056614674,0.0
745,Tyto alba,Australia/Oceania,105,4.2,CA,0.27066631794783075,1.97,31.0,5.0,21.0,0.0,NaN,96.0,1.0,0.053725574073984025,1.0,68.25,18.992969006904044,0.009523809523809525,0.0
746,Tyto alba,Australia/Oceania,141,4.55,CA,0.1034947390720313,1.495,39.0,10.0,19.0,1.0,1.0,138.0,2.0,0.035663887814852926,0.007246376811594203,74.06114130434781,28.611803866216103,0.0,0.0
747,Tyto alba,Australia/Oceania,250,1.94,CA,0.6524991894297787,2.17,30.0,9.0,19.0,1.0000000000000009,0.0,249.0,3.0,0.0297889340318386,0.004016064257028112,127.32297911646587,34.25460481985315,0.004,0.0
748,Tyto alba,Australia/Oceania,99,2.06,CA,0.7092960271393661,3.19,30.0,9.0,19.0,0.7999999999999997,0.19999999999999987,97.0,4.0,0.01805242287422435,0.17525773195876287,76.46422680412371,56.52472082970466,0.020202020202020204,0.0
749,Tyto alba,Australia/Oceania,926,3.76,CA,0.6498101414161691,3.93,30.0,6.0,20.0,0.3214285714285715,0.48207203829967776,883.0,7.0,0.010573666403384228,0.021517553793884484,70.78104190260474,96.50466776015483,0.0064794816414686825,0.0
751,Tyto alba,Australia/Oceania,100,1.69,CA,1.0145490761637235,4.01,33.0,9.0,15.0,0.1428571428571434,0.7871720116618067,100.0,6.0,0.01237626948223854,0.07,53.602575,82.44876735511592,0.0,0.0
752,Tyto alba,Australia/Oceania,238,3.72,CA,0.8309810482472618,4.34,35.0,7.0,14.0,0.5714285714285712,0.18020198891152758,231.0,7.0,0.009741122144963053,0.03463203463203463,76.59818181818181,104.75262994140152,0.0,0.0
753,Tyto alba,Australia/Oceania,202,3.61,CA,0.5120739892545253,2.67,35.0,7.0,14.0,0.7000000000000006,0.18812040437418698,202.0,5.0,0.01513441167572752,0.0049504950495049506,66.40939428442843,67.4230478943447,0.0,0.0
754,Tyto alba,Australia/Oceania,50,1.67,CA,1.2978816663634136,4.6,33.0,9.0,16.0,0.29999999999999993,0.623837664781073,47.0,5.0,0.014010834945152494,0.2978723404255319,87.62170212765957,72.82993249580387,0.0,0.0
755,Tyto alba,Australia/Oceania,169,4.33,CA,0.3171847506047105,2.44,33.0,9.0,16.0,0.028571428571428737,0.9571545189504371,167.0,6.0,0.011572404780809025,0.029940119760479042,86.06847305389222,88.17598265811522,0.0,0.0
759,Tyto alba,Europe,263,,BA,1.5821103269960874,6.54,83.0,34.0,22.0,-0.21818181818181845,0.5192482475549817,258.0,11.0,0.0,0.20930232558139536,,169.98335033367644,0.019011406844106463,0.0
760,Tyto alba,Europe,235,2.87,BA,1.3947920585625735,5.85,83.0,34.0,22.0,0.1272727272727275,0.7260570147627889,230.0,10.0,0.006828391636419387,0.004347826086956522,65.83595599033816,149.43609236220945,0.0,0.0
761,Tyto alba,Europe,198,2.79,BA,1.7491646716597915,7.14,83.0,34.0,22.0,0.23636363636363653,0.5108853175151999,191.0,10.0,0.006828391636419387,0.005235602094240838,48.24205392670157,149.43609236220945,0.005050505050505051,0.0
762,Tyto alba,Europe,167,3.15,BA,1.5853759513176686,6.645,83.0,34.0,22.0,0.4909090909090905,0.14965567342083685,161.0,10.0,0.006698599519724463,0.4658385093167702,66.22532608695651,152.33156725680462,0.0,0.0
763,Tyto alba,Europe,129,,BA,1.1795608828135422,3.93,83.0,34.0,22.0,-0.4857142857142855,0.32872303206997106,129.0,6.0,0.0,0.031007751937984496,,83.4133447734826,0.0,0.0
764,Tyto alba,Europe,12335,,BA,1.4105167117379935,5.58,83.0,34.0,22.0,0.26363636363636334,0.4334407376116153,12201.0,11.0,0.0,0.0004917629702483403,,163.28665686110355,0.01021566401816118,0.0
765,Tyto alba,North America,140,,BB,1.322350448148351,5.75,106.0,59.0,25.0,-0.09999999999999981,0.8728885715695385,124.0,5.0,0.0,0.06451612903225806,,54.214225622200836,0.11428571428571428,0.0
767,Tyto alba,North America,90,,BB,1.8008168588942741,7.8,106.0,59.0,25.0,0.2545454545454546,0.4500365768888285,73.0,11.0,0.0,0.0136986301369863,,155.64819422600533,0.18888888888888888,0.0
768,Tyto alba,North America,188,,BB,1.3629488157364125,5.81,106.0,59.0,25.0,0.19999999999999998,0.579584,188.0,10.0,0.0,0.005319148936170213,,153.57221819162086,0.0,0.0
769,Tyto alba,North America,42,,BB,1.0410230583333577,4.185,106.0,59.0,25.0,-0.29999999999999966,0.6238376647810733,42.0,5.0,0.0,0.6190476190476191,,78.9696449082043,0.0,0.0
770,Tyto alba,North America,42,,BB,1.0448380552448728,4.555,106.0,59.0,25.0,0.46428571428571375,0.2939341076002522,42.0,7.0,0.0,0.07142857142857142,,118.27848359560225,0.0,0.0
771,Tyto alba,North America,90,,BB,0.24555785057293014,2.025,106.0,59.0,25.0,0.999999999999999,0.0,90.0,4.0,0.0,0.011111111111111112,,72.32133082204014,0.0,0.0
772,Tyto alba,North America,122,,BB,0.4170512948110713,2.7,106.0,59.0,25.0,0.3999999999999992,0.6000000000000005,119.0,4.0,0.0,0.06722689075630252,,75.74182736612384,0.02459016393442623,0.0
773,Tyto alba,North America,82,,BB,1.3084489611541725,5.365,106.0,59.0,25.0,0.357142857142857,0.4316113520383282,81.0,7.0,0.0,0.07407407407407407,,121.2308982220337,0.012195121951219513,0.0
