DataSet,RaptorScientificName,Continent,Num_obs,PreyPerPellet,ecozone,ShannEnt_rare,DietRichness_rare,LocalRichness,RERichness,RaptorRichness
745,Tyto alba,Australia/Oceania,105,4.2,CA,0.30467838609025455,2.405,31.0,5.0,21.0
746,Tyto alba,Australia/Oceania,141,4.55,CA,0.12840879814080874,2.095,39.0,10.0,19.0
747,Tyto alba,Australia/Oceania,250,1.94,CA,0.6818323952643641,2.385,30.0,9.0,19.0
748,Tyto alba,Australia/Oceania,99,2.06,CA,0.747179300184524,3.92,30.0,9.0,19.0
749,Tyto alba,Australia/Oceania,926,3.76,CA,0.7913257921611749,6.55,30.0,6.0,20.0
750,Tyto alba,Australia/Oceania,16,0.76,CA,0.8876960432840594,3.935,33.0,9.0,16.0
751,Tyto alba,Australia/Oceania,100,1.69,CA,1.07406820178555,5.035,33.0,9.0,15.0
752,Tyto alba,Australia/Oceania,238,3.72,CA,0.9425585055168808,6.52,35.0,7.0,14.0
753,Tyto alba,Australia/Oceania,202,3.61,CA,0.5512888389288196,3.32,35.0,7.0,14.0
754,Tyto alba,Australia/Oceania,50,1.67,CA,1.3679500560435887,5.525,33.0,9.0,16.0
755,Tyto alba,Australia/Oceania,169,4.33,CA,0.3838316477029091,3.95,33.0,9.0,16.0
759,Tyto alba,Europe,263,,BA,1.7611495060294735,8.975,83.0,34.0,22.0
760,Tyto alba,Europe,235,2.87,BA,1.545488347180903,8.35,83.0,34.0,22.0
761,Tyto alba,Europe,198,2.79,BA,1.910404516459397,9.395,83.0,34.0,22.0
762,Tyto alba,Europe,167,3.15,BA,1.7559401556989094,9.13,83.0,34.0,22.0
763,Tyto alba,Europe,129,,BA,1.2512123876097265,4.785,83.0,34.0,22.0
764,Tyto alba,Europe,12335,,BA,1.552780766654768,7.675,83.0,34.0,22.0
765,Tyto alba,North America,140,,BB,1.446739523036976,8.17,106.0,59.0,25.0
766,Tyto alba,North America,35,,BB,1.5031885131819132,6.25,106.0,59.0,25.0
767,Tyto alba,North America,90,,BB,1.9912634916399101,10.815,106.0,59.0,25.0
768,Tyto alba,North America,188,,BB,1.5142860691537083,7.65,106.0,59.0,25.0
769,Tyto alba,North America,42,,BB,1.098998934041475,4.86,106.0,59.0,25.0
770,Tyto alba,North America,42,,BB,1.1322634169026007,5.935,106.0,59.0,25.0
771,Tyto alba,North America,90,,BB,0.2708215580333718,2.795,106.0,59.0,25.0
772,Tyto alba,North America,122,,BB,0.4646232348616621,3.795,106.0,59.0,25.0
773,Tyto alba,North America,82,,BB,1.4478624151685713,6.865,106.0,59.0,25.0
774,Tyto alba,North America,45,,BB,1.4544164252291016,6.535,106.0,59.0,25.0
775,Tyto alba,North America,81,,BB,1.4225790362294604,6.19,106.0,59.0,25.0
776,Tyto alba,Europe,96,,B,1.4533712660660103,6.415,52.0,16.0,23.0
777,Tyto alba,Europe,132,,B,1.1962390795348967,4.37,52.0,16.0,23.0
778,Tyto alba,Europe,683,,B,1.8282604742060355,8.05,52.0,16.0,23.0
779,Tyto alba,Europe,240,,B,1.669872566205886,7.27,52.0,16.0,23.0
780,Tyto alba,Europe,137,,B,1.7118540354538996,8.425,52.0,16.0,23.0
781,Tyto alba,Europe,689,,B,1.497088796586487,6.98,44.0,12.0,22.0
782,Tyto alba,Europe,259,,B,1.3147339675123157,5.5,52.0,16.0,23.0
783,Tyto alba,Europe,145,,B,1.191953008139746,4.545,44.0,12.0,22.0
784,Tyto alba,Europe,278,,B,0.6889740278848564,3.555,52.0,16.0,23.0
785,Tyto alba,Europe,427,,B,0.8537147780820219,3.855,44.0,12.0,22.0
786,Tyto alba,Europe,86255,,B,0.016033742339014858,1.16,44.0,12.0,22.0
787,Tyto alba,Europe,165,,B,1.2512704784383306,8.315,52.0,16.0,23.0
813,Tyto alba,North America,90,,BA,1.3591694936502665,6.0,46.0,21.0,15.0
814,Tyto alba,North America,63,,BA,1.3655534944746126,8.475,39.0,16.0,11.0
816,Tyto alba,Europe,234,,B,1.8262776142807675,9.945,57.0,18.0,27.0
823,Tyto alba,Europe,1281,,BB,1.5318365326522672,7.695,83.0,34.0,33.0
825,Tyto alba,Europe,311,,NA,1.6017808931829824,8.585,83.0,34.0,33.0
827,Tyto alba,North America,178,1.65,CA,1.4468786974593315,6.825,54.0,19.0,14.0
828,Tyto alba,North America,194,,DA,1.8166380469033203,10.075,101.0,44.0,24.0
865,Tyto alba,South America,232,2.55,BA,1.251537794935964,5.555,29.0,13.0,12.0
868,Tyto alba,North America,56,,CA,0.7567122602871325,2.99,94.0,50.0,25.0
869,Tyto alba,North America,229,,CA,0.9641029021066388,4.81,94.0,50.0,25.0
870,Tyto alba,North America,66,,CA,0.7974826220295054,5.32,94.0,50.0,25.0
871,Tyto alba,North America,42,,CA,1.6669197161480875,6.865,94.0,50.0,25.0
872,Tyto alba,North America,138,,CA,1.4647511661281425,5.9,94.0,50.0,25.0
873,Tyto alba,North America,52,,CA,0.9370567762971312,3.0,94.0,50.0,25.0
874,Tyto alba,North America,50,,CA,1.2650891181135917,5.425,94.0,50.0,25.0
875,Tyto alba,North America,248,,CA,1.0203619872031249,4.92,94.0,50.0,25.0
876,Tyto alba,North America,403,,CA,1.2823342289905721,5.485,94.0,50.0,25.0
877,Tyto alba,North America,352,,CA,1.4465906976614265,6.855,94.0,50.0,25.0
878,Tyto alba,North America,83,,CA,1.3036989313182188,5.115,94.0,50.0,25.0
879,Tyto alba,North America,40,,CA,1.137279991578041,4.405,94.0,50.0,25.0
880,Tyto alba,North America,57,,CA,1.1050856728354856,3.975,94.0,50.0,25.0
881,Tyto alba,North America,55,,CA,0.6498712749748569,3.13,94.0,50.0,25.0
882,Tyto alba,North America,274,,CA,1.6803741507412815,8.56,94.0,50.0,25.0
883,Tyto alba,North America,92,,CA,1.4951008488370308,7.555,94.0,50.0,25.0
884,Tyto alba,North America,129,,CA,1.2261456227520204,4.865,94.0,50.0,25.0
885,Tyto alba,North America,60,,CA,1.1615854674478086,4.885,94.0,50.0,25.0
886,Tyto alba,North America,31,,CA,1.2765669767040457,5.705,94.0,50.0,25.0
915,Tyto alba,North America,880,1.33,BC,0.9938727902941473,5.515,65.0,35.0,13.0
919,Tyto alba,Africa,350,1.99,CA,1.7164360585302445,10.72,39.0,18.0,10.0
920,Tyto alba,Africa,106,1.83,CA,1.2604948435130168,6.73,39.0,18.0,10.0
924,Tyto alba,Europe,230,2.41,BB,1.6344353131126161,7.835,75.0,27.0,27.0
925,Tyto alba,Europe,176,2.41,BB,1.4425265574006376,6.45,75.0,27.0,27.0
926,Tyto alba,Europe,263,2.41,BB,1.6300397224599315,7.37,75.0,27.0,27.0
927,Tyto alba,Europe,121,2.41,BB,1.5304941728210222,8.24,75.0,27.0,27.0
928,Tyto alba,Europe,95,2.41,BB,1.9970939095299354,10.295,75.0,27.0,27.0
929,Tyto alba,Europe,128,2.41,BB,1.645089163733961,8.235,75.0,27.0,27.0
930,Tyto alba,South America,65,2.41,DA,2.1581238650989976,11.355,146.0,34.0,42.0
933,Tyto alba,North America,429,,BA,1.0584966552592954,5.49,50.0,25.0,18.0
934,Tyto alba,North America,78,2.79,BA,1.0390922483149996,5.415,50.0,25.0,18.0
938,Tyto alba,North America,362,1.8,BB,0.6876796393652823,3.055,109.0,59.0,26.0
939,Tyto alba,North America,1343,,AA,0.6963756543180879,4.13,87.0,41.0,26.0
940,Tyto alba,North America,682,,AA,1.1173835919936383,3.77,87.0,41.0,26.0
941,Tyto alba,North America,488,,AA,1.2390734816301652,4.885,87.0,41.0,26.0
944,Tyto alba,North America,50,0.93,BA,1.4314264643876335,5.845,51.0,24.0,13.0
957,Tyto alba,Europe,183,1.66,B,1.5442586067760715,7.575,69.0,25.0,23.0
959,Tyto alba,South America,66,3.91,BB,1.8820324898436311,8.12,36.0,13.0,17.0
960,Tyto alba,South America,55,3.91,BB,1.9156729400894184,10.165,36.0,13.0,17.0
961,Tyto alba,South America,127,3.91,BB,1.8308146350832362,9.835,36.0,13.0,17.0
962,Tyto alba,South America,123,3.91,BB,1.9170511855059575,9.815,36.0,13.0,17.0
976,Tyto alba,North America,92,,BB,1.1955430636011204,6.6,99.0,55.0,20.0
984,Tyto alba,South America,4618,3.99,DA,1.3198235768076538,6.565,7.0,5.0,3.0
985,Tyto alba,South America,36,2.12,DA,0.9605299037336001,3.695,7.0,5.0,3.0
986,Tyto alba,South America,139,3.16,DA,2.1220867065831603,11.46,7.0,5.0,3.0
993,Tyto alba,South America,158,1.98,BA,1.703914130365276,8.94,241.0,55.0,60.0
998,Tyto alba,North America,576,,BC,1.9770306390328138,10.3,57.0,31.0,13.0
1024,Tyto alba,North America,749,1.34,BB,1.5577395518876807,7.395,106.0,59.0,25.0
1030,Tyto alba,South America,88,2.1,BA,1.3798681192095479,6.155,59.0,26.0,20.0
1031,Tyto alba,South America,55,2.11,BA,1.2695335069401534,5.905,59.0,26.0,20.0
1032,Tyto alba,South America,323,2.02,BA,1.1978246814754787,5.545,59.0,26.0,20.0
1036,Tyto alba,North America,513,,BB,1.3084448534651687,6.475,115.0,67.0,21.0
1044,Tyto alba,North America,253,,BB,0.9139855907689026,5.24,87.0,41.0,26.0
1055,Tyto alba,North America,202,3.96,BA,1.1320358181767385,3.655,73.0,36.0,20.0
1056,Tyto alba,North America,172,3.66,BA,1.163702151948191,4.315,73.0,36.0,20.0
1057,Tyto alba,North America,145,3.54,BA,1.0661420656713292,3.85,73.0,36.0,20.0
1058,Tyto alba,North America,332,5.82,BA,0.7956483884514094,3.305,73.0,36.0,20.0
1059,Tyto alba,North America,344,4.99,BA,1.156075047240677,5.545,73.0,36.0,20.0
1060,Tyto alba,North America,434,4.67,BA,1.3209629423411904,6.005,73.0,36.0,20.0
1061,Tyto alba,North America,266,4.43,BA,1.2423702633993272,4.885,73.0,36.0,20.0
1062,Tyto alba,North America,216,4.15,BA,1.1755794785157965,4.26,73.0,36.0,20.0
1063,Tyto alba,North America,258,3.58,BA,1.1285349303762067,3.695,73.0,36.0,20.0
1064,Tyto alba,North America,203,3.5,BA,0.9519561542010659,3.2,73.0,36.0,20.0
1065,Tyto alba,North America,217,2.75,BA,0.9197053620091508,3.775,73.0,36.0,20.0
1066,Tyto alba,North America,97,2.16,BA,0.7427132874217831,4.23,73.0,36.0,20.0
1073,Tyto alba,Europe,451,,BA,0.9542533586801504,6.04,54.0,21.0,16.0
1074,Tyto alba,Europe,65,,BA,1.0251563940775836,6.025,39.0,14.0,14.0
1075,Tyto alba,Europe,183,,BA,1.172101714655072,4.41,54.0,21.0,16.0
1076,Tyto alba,Europe,514,,BA,1.6637460347992568,7.48,37.0,14.0,17.0
1077,Tyto alba,Europe,738,,BA,1.392514145397794,6.87,54.0,21.0,16.0
1078,Tyto alba,Europe,185,,BA,1.4890139252819024,7.8,54.0,21.0,16.0
1079,Tyto alba,Europe,308,,BA,1.4943459404474984,7.64,39.0,14.0,14.0
1080,Tyto alba,Europe,200,,BA,1.6393562306610712,7.185,36.0,12.0,11.0
1081,Tyto alba,Europe,22,,BA,1.6687289245261914,6.745,39.0,14.0,14.0
1082,Tyto alba,Europe,141,,BA,1.2370440442771917,6.625,39.0,14.0,14.0
1083,Tyto alba,Europe,376,,BA,1.6228687462827671,7.515,39.0,14.0,14.0
1084,Tyto alba,Europe,118,,BA,1.1991357268361214,5.545,42.0,15.0,18.0
1085,Tyto alba,Europe,284,,BA,1.4184748636838236,7.585,39.0,14.0,14.0
1086,Tyto alba,Europe,80,,BA,1.635606020568249,7.32,39.0,14.0,14.0
1087,Tyto alba,South America,142,1.37,BA,0.7050678992246343,2.3,34.0,11.0,18.0
1088,Tyto alba,South America,119,1.37,BA,0.5454461118441871,2.745,34.0,11.0,18.0
1097,Tyto alba,Europe,1158,2.33,BA,2.2480918065273348,12.975,85.0,34.0,23.0
1099,Tyto alba,North America,278,1.07,DA,0.7906551654965931,4.065,53.0,21.0,18.0
1100,Tyto alba,North America,114,1.04,DA,0.8688621890229712,3.725,53.0,21.0,18.0
1101,Tyto alba,North America,34,1.06,DA,0.590083514807672,3.655,53.0,21.0,18.0
1102,Tyto alba,North America,5,1.0,DA,1.0381859930459374,3.0,53.0,21.0,18.0
1103,Tyto alba,North America,9,1.29,DA,0.6782158744108209,2.0,53.0,21.0,18.0
1104,Tyto alba,North America,29,1.21,DA,0.3682150580471555,2.75,53.0,21.0,18.0
1105,Tyto alba,North America,33,1.14,DA,0.6913913329712277,2.825,53.0,21.0,18.0
1106,Tyto alba,North America,65,1.25,DA,0.5798021834662386,3.135,53.0,21.0,18.0
1107,Tyto alba,North America,453,1.27,DA,0.864214449602547,4.085,53.0,21.0,18.0
1108,Tyto alba,North America,259,1.44,DA,1.2950734275992495,6.11,53.0,21.0,18.0
1109,Tyto alba,North America,252,2.16,DA,1.2091060804767337,5.46,53.0,21.0,18.0
1110,Tyto alba,North America,33,1.44,DA,0.7817989488037838,2.755,53.0,21.0,18.0
1111,Tyto alba,North America,14,1.57,DA,0.6296406277539507,2.975,53.0,21.0,18.0
1112,Tyto alba,Africa,52,1.68,DA,0.8600189701709727,4.285,70.0,30.0,37.0
1113,Tyto alba,Africa,184,1.45,DA,0.4390044011142534,3.755,70.0,30.0,37.0
1114,Tyto alba,Africa,45,1.15,DA,0.43587811200534254,3.485,70.0,30.0,37.0
1115,Tyto alba,Africa,45,1.41,DA,1.0899702906860236,6.385,70.0,30.0,37.0
1116,Tyto alba,Africa,98,1.69,DA,0.7431378264866889,5.08,70.0,30.0,37.0
1117,Tyto alba,Africa,63,1.03,DA,0.6753164015968415,4.545,70.0,30.0,37.0
1118,Tyto alba,Africa,58,1.09,DA,0.4125119527210621,3.76,70.0,30.0,37.0
1119,Tyto alba,Africa,212,1.41,DA,1.4635164881907718,8.03,69.0,29.0,31.0
1120,Tyto alba,North America,37,,BC,1.1645034483987158,4.49,62.0,31.0,14.0
1121,Tyto alba,North America,46,,BC,1.643628738787524,7.155,62.0,31.0,14.0
1122,Tyto alba,North America,64,,BC,1.3869106938521683,6.1,62.0,31.0,14.0
1123,Tyto alba,North America,45,,BC,1.6209735077016865,6.615,62.0,31.0,14.0
1124,Tyto alba,North America,187,,BC,1.6888215422380284,8.265,62.0,31.0,14.0
1125,Tyto alba,North America,21,,BC,0.9757701295456254,3.98,62.0,31.0,14.0
1126,Tyto alba,North America,28,,BC,1.0311367791867792,5.37,62.0,31.0,14.0
1148,Tyto alba,Africa,186,,DA,1.7720085073333565,9.98,158.0,42.0,51.0
1149,Tyto alba,Africa,117,,DA,1.4251933494246842,8.435,158.0,42.0,51.0
1150,Tyto alba,Africa,87,,DA,1.3390017305027992,6.57,158.0,42.0,51.0
1151,Tyto alba,Africa,119,,DA,1.2607950484039268,7.985,158.0,42.0,51.0
1152,Tyto alba,Africa,102,,DA,0.7857804722254751,5.37,158.0,42.0,51.0
1153,Tyto alba,Africa,97,,DA,1.4385768281050313,6.87,158.0,42.0,51.0
1154,Tyto alba,Africa,73,,DA,1.3326854123835654,7.13,158.0,42.0,51.0
1155,Tyto alba,Africa,54,,DA,1.3287880334065363,7.56,158.0,42.0,51.0
1156,Tyto alba,Africa,36,,DA,1.2652470730159324,6.01,158.0,42.0,51.0
1157,Tyto alba,Africa,90,,DA,1.7253131357071596,9.565,158.0,42.0,51.0
1158,Tyto alba,Africa,55,,DA,1.401837446252968,7.405,158.0,42.0,51.0
1159,Tyto alba,Africa,126,,DA,1.8148826560557187,8.995,158.0,42.0,51.0
1160,Tyto alba,Africa,94,,DA,1.589376938814219,7.405,158.0,42.0,51.0
1161,Tyto capensis,Africa,101,,DA,1.5409662414233543,7.18,158.0,42.0,51.0
1162,Tyto capensis,Africa,46,2.19,DA,1.6204098238581222,6.3,158.0,42.0,51.0
1165,Tyto alba,North America,1389,,BA,0.8916810424644863,6.38,53.0,25.0,16.0
1174,Tyto alba,North America,58889,1.2,BC,1.92098229648462,10.94,62.0,31.0,14.0
1176,Tyto alba,North America,234,,BC,1.9168343557501764,8.625,57.0,31.0,13.0
1182,Tyto alba,South America,194,1.28,BB,1.579919759566181,7.86,36.0,13.0,17.0
1187,Tyto alba,South America,729,,BB,1.7621661077603779,7.92,36.0,13.0,17.0
1194,Tyto alba,South America,346,1.05,CA,1.2346355587173952,5.95,36.0,18.0,7.0
1205,Tyto alba,North America,23,1.53,BC,0.9433614751533922,3.885,60.0,29.0,14.0
1230,Tyto alba,North America,350,2.61,BA,1.8380218619228206,8.375,51.0,24.0,13.0
1231,Tyto alba,North America,45,4.09,BA,1.4636436651478977,6.445,51.0,24.0,13.0
1236,Tyto alba,North America,543,,BA,1.0401087447955308,5.35,46.0,22.0,15.0
1242,Tyto alba,North America,3518,5.66,BB,1.2974273461032442,6.27,87.0,41.0,26.0
1270,Tyto alba,Europe,53,,BA,1.9085450945141818,10.36,67.0,26.0,21.0
1271,Tyto alba,Europe,653,,B,1.8159915204090102,10.225,60.0,24.0,21.0
1273,Tyto alba,South America,136,3.46,DA,1.49621702581113,9.18,140.0,26.0,44.0
1274,Tyto alba,South America,156,3.46,DA,0.688091881296714,5.785,140.0,26.0,44.0
1275,Tyto alba,South America,328,3.46,DA,1.0952281527898615,7.925,140.0,26.0,44.0
1276,Tyto alba,South America,121,3.46,DA,1.086429362936759,7.035,140.0,26.0,44.0
1283,Tyto alba,North America,234,2.17,BA,1.7226456272177502,8.055,41.0,16.0,14.0
1284,Tyto alba,North America,125,1.5,BA,1.2074083577758525,4.78,41.0,16.0,14.0
1285,Tyto alba,North America,987,,BC,1.721086327774785,7.865,95.0,49.0,24.0
1286,Tyto alba,North America,141,,BC,1.2217896725163457,5.125,95.0,49.0,24.0
1287,Tyto alba,North America,582,,BC,1.430221946924772,7.01,95.0,49.0,24.0
1288,Tyto alba,North America,201,,BC,1.385853447800585,6.13,95.0,49.0,24.0
1289,Tyto alba,North America,293,,BC,1.3961591865515104,5.365,95.0,49.0,24.0
1290,Tyto alba,North America,116,,BC,1.4467273967773469,6.87,95.0,49.0,24.0
1291,Tyto alba,North America,227,,BC,0.996384618007782,4.155,95.0,49.0,24.0
1292,Tyto alba,North America,600,,BC,1.3337960719971977,5.835,95.0,49.0,24.0
1293,Tyto alba,North America,274,,BC,1.3667853356456248,6.45,95.0,49.0,24.0
1294,Tyto alba,North America,373,,BC,1.2440930832756973,5.895,95.0,49.0,24.0
1315,Tyto alba,North America,357,,BC,1.5469821120079248,7.315,88.0,47.0,23.0
1316,Tyto alba,North America,330,,BC,1.72197355523192,8.525,88.0,47.0,23.0
1317,Tyto alba,North America,679,,BC,1.7721182676391547,8.37,88.0,47.0,23.0
1318,Tyto alba,North America,702,,BC,1.800910373694831,9.07,88.0,47.0,23.0
1319,Tyto alba,North America,561,,BC,1.447356223347397,7.495,88.0,47.0,23.0
1320,Tyto alba,North America,350,,BC,1.4890273775452483,7.47,88.0,47.0,23.0
1321,Tyto alba,North America,108,,BC,1.43461596162292,6.29,88.0,47.0,23.0
1322,Tyto alba,North America,110656,,BB,1.3934054635929232,6.895,93.0,47.0,22.0
1332,Tyto alba,North America,166,0.73,AA,0.35672825135852115,3.095,73.0,36.0,20.0
1333,Tyto alba,North America,612,2.21,AA,0.8093349819242971,5.25,73.0,36.0,20.0
1338,Tyto alba,North America,1112,2.54,BB,1.295450065554848,7.455,86.0,40.0,24.0
1339,Tyto tenebricosa,Australia/Oceania,1046,,DB,1.9569966452594312,11.805,93.0,17.0,27.0
1340,Tyto tenebricosa,Australia/Oceania,292,,DB,1.8739139729664285,10.875,93.0,17.0,27.0
1341,Tyto tenebricosa,Australia/Oceania,387,,DB,1.8834523391746252,10.64,93.0,17.0,27.0
1342,Tyto tenebricosa,Australia/Oceania,330,,DB,1.6169017060997364,8.5,93.0,17.0,27.0
1343,Tyto tenebricosa,Australia/Oceania,246,,DB,2.037064853967332,11.94,93.0,17.0,27.0
1349,Tyto alba,North America,87,1.85,BA,0.8381306718634636,4.23,55.0,25.0,17.0
1358,Tyto alba,Europe,468,,BA,1.6026445230638426,7.345,82.0,31.0,34.0
1359,Tyto alba,Europe,966,,BA,1.8805219117405605,7.995,82.0,31.0,34.0
1360,Tyto alba,Europe,921,,BA,1.8676253487717256,8.9,82.0,31.0,34.0
1364,Tyto alba,North America,53,1.47,BA,1.0827112148957028,5.07,45.0,18.0,14.0
1365,Tyto alba,Europe,24587,,BA,1.7902377886733152,9.325,82.0,31.0,34.0
1366,Tyto alba,South America,84,1.79,BA,1.8619930879785838,7.755,38.0,13.0,18.0
1367,Tyto alba,South America,139,1.35,BB,1.3274512149420732,5.385,41.0,14.0,18.0
1370,Tyto alba,North America,399,2.79,CA,1.4890491674003095,6.97,104.0,58.0,23.0
1371,Tyto alba,North America,409,2.51,CA,1.5490303022392526,6.145,104.0,58.0,23.0
1372,Tyto alba,Asia,32,,BB,1.6762172420767467,7.905,69.0,28.0,29.0
1402,Tyto alba,North America,11616,,DA,2.333885375705333,13.9,61.0,23.0,20.0
1408,Tyto alba,North America,93,2.07,BA,1.308216122654633,6.045,57.0,25.0,13.0
1415,Tyto alba,North America,193,2.14,BC,1.7753113503654463,8.655,71.0,31.0,18.0
1416,Tyto alba,Europe,347,3.81,BA,1.9226086971409257,10.16,69.0,25.0,23.0
1417,Tyto alba,Europe,89,2.78,BA,2.006220120107885,10.465,69.0,25.0,23.0
1418,Tyto alba,Europe,270,3.7,BA,1.9498807507803448,10.485,69.0,25.0,23.0
1419,Tyto alba,Europe,58,3.22,BA,1.7816080545619013,9.61,69.0,25.0,23.0
1420,Tyto alba,North America,164,2.25,BA,0.8684230236504602,5.38,44.0,17.0,13.0
1421,Tyto alba,North America,45,3.0,BA,0.8514401824895227,4.5,44.0,17.0,13.0
1422,Tyto alba,North America,13,4.33,BA,1.0457489352657685,3.97,44.0,17.0,13.0
1423,Tyto alba,North America,101,,BA,1.2396240193303678,4.33,44.0,17.0,13.0
1435,Tyto alba,Europe,423,2.88,BA,1.5379146032908877,8.145,80.0,28.0,29.0
1436,Tyto alba,Europe,67,4.47,BA,1.6344885630063724,7.28,80.0,28.0,29.0
1437,Tyto alba,Europe,1019,2.98,BC,1.453165212300241,8.265,73.0,28.0,25.0
1438,Tyto alba,Europe,763,3.76,BC,1.559090823552702,9.46,73.0,28.0,25.0
1443,Tyto alba,North America,1008,1.25,BA,0.09526213777557357,1.685,41.0,16.0,14.0
1445,Tyto alba,North America,1018,3.7,AA,1.7619538559966583,8.16,95.0,49.0,24.0
1453,Tyto alba,Africa,295,3.74,BB,1.566841629307498,10.47,61.0,18.0,28.0
1454,Tyto alba,Africa,499,3.74,BB,1.9873487126019749,11.43,61.0,18.0,28.0
1455,Tyto alba,Africa,75,3.74,BB,1.70487998488614,9.83,61.0,18.0,28.0
1456,Tyto alba,Africa,110,3.74,BB,1.43186182555478,9.08,61.0,18.0,28.0
1457,Tyto alba,Africa,91,3.74,BB,0.9393936712538506,4.795,61.0,18.0,28.0
1458,Tyto alba,Africa,208,3.74,BB,1.1541795332241094,6.835,61.0,18.0,28.0
1460,Tyto alba,South America,225,1.3,DA,1.7594774302963645,8.665,130.0,22.0,44.0
1461,Tyto alba,South America,148,1.3,DA,0.983912114531808,5.03,130.0,22.0,44.0
1462,Tyto alba,Europe,6752,3.2,B,1.8142887675669774,9.915,67.0,22.0,28.0
1466,Tyto alba,South America,164,2.71,BA,1.390819066762451,6.515,54.0,16.0,22.0
1467,Tyto alba,South America,71,2.71,BA,1.1323175777680385,6.52,54.0,16.0,22.0
1468,Tyto alba,South America,182,2.71,BA,1.835570118751757,9.425,54.0,16.0,22.0
1469,Tyto alba,South America,58,2.71,BA,1.6507970903076412,6.985,54.0,16.0,22.0
1471,Tyto alba,North America,219,,BA,0.9824189448050221,6.585,50.0,25.0,15.0
1472,Tyto alba,North America,52,,BA,1.3963224202249325,5.98,50.0,25.0,15.0
1473,Tyto alba,North America,107,,BA,1.4617339099147657,6.925,50.0,25.0,15.0
1474,Tyto alba,North America,37,,BA,0.7865917540762429,3.0,50.0,25.0,15.0
1475,Tyto alba,North America,116,,BA,1.2590832106682144,6.755,50.0,25.0,15.0
1476,Tyto alba,North America,52,,BA,0.9714109520683399,3.83,50.0,25.0,15.0
1477,Tyto alba,North America,34,,NA,0.5772154254288547,2.97,50.0,25.0,15.0
1478,Tyto alba,North America,25,,NA,0.5760972282122669,3.775,50.0,25.0,15.0
1479,Tyto alba,North America,71,,BA,1.6011379589732264,7.47,46.0,22.0,15.0
1480,Tyto alba,North America,85,,BA,1.471677719358495,7.825,46.0,22.0,15.0
1481,Tyto alba,North America,54,,BA,1.0133963473316605,4.62,50.0,25.0,15.0
1482,Tyto alba,North America,55,,BA,0.8649828539435179,4.42,50.0,25.0,15.0
1483,Tyto alba,North America,95,,BA,1.177255460972183,5.2,50.0,25.0,15.0
1484,Tyto alba,North America,58,,NA,1.4113051555488685,6.435,50.0,25.0,15.0
1485,Tyto alba,Europe,1426,,BA,1.7333894904810583,9.48,57.0,22.0,22.0
1486,Tyto alba,Europe,324,,BA,1.9187337015776165,9.58,57.0,22.0,22.0
1487,Tyto alba,Europe,268,,BA,1.6882630747114484,8.92,57.0,22.0,22.0
1488,Tyto alba,Europe,665,,BA,2.0526912144923317,10.935,57.0,22.0,22.0
1489,Tyto alba,Europe,606,,BA,1.7578685611162237,9.33,57.0,22.0,22.0
1490,Tyto alba,Europe,860,,BA,1.881927537092153,9.38,57.0,22.0,22.0
1491,Tyto alba,Europe,641,,BA,1.7591005371683281,10.125,57.0,22.0,22.0
1492,Tyto alba,Europe,1295,,BA,1.7415050201818252,8.795,57.0,22.0,22.0
1493,Tyto alba,Europe,357,,BA,1.9936340699305635,10.835,57.0,22.0,22.0
1494,Tyto alba,Europe,1101,,BA,1.7015428552367693,8.965,57.0,22.0,22.0
1495,Tyto alba,Europe,664,,BA,1.2753729777436353,7.745,57.0,22.0,22.0
1496,Tyto alba,Europe,18,,BA,1.6868744059013097,6.87,57.0,22.0,22.0
1497,Tyto alba,Europe,38,,BA,1.5225225567113978,6.4,57.0,22.0,22.0
1498,Tyto alba,Europe,53,,BA,1.5977056210999294,6.875,57.0,22.0,22.0
1499,Tyto alba,Europe,162,,BA,1.3903872506544872,7.24,57.0,22.0,22.0
1500,Tyto alba,Europe,415,,BA,1.922699295523487,10.195,57.0,22.0,22.0
1501,Tyto alba,Europe,1099,,BA,1.8218607983039186,10.23,57.0,22.0,22.0
1502,Tyto alba,Europe,176,,BA,2.034503721138322,11.52,57.0,22.0,22.0
1503,Tyto alba,Europe,132,,BA,1.895286920945402,9.83,57.0,22.0,22.0
1504,Tyto alba,Europe,204,,BA,1.5681392921632795,8.58,57.0,22.0,22.0
1505,Tyto alba,Europe,598,,BA,1.9019836174375713,9.715,57.0,22.0,22.0
1506,Tyto alba,Europe,217,,BA,1.8930319089226697,9.93,57.0,22.0,22.0
1507,Tyto alba,Europe,546,,BA,2.0122335880877107,11.29,57.0,22.0,22.0
1508,Tyto alba,Europe,725,,BA,1.584503237319948,8.395,57.0,22.0,22.0
1509,Tyto alba,Europe,625,,BA,1.8355736179757982,9.46,57.0,22.0,22.0
1510,Tyto alba,Europe,907,,BA,1.6399692583732692,9.565,57.0,22.0,22.0
1511,Tyto alba,Europe,9,,BA,0.9835232754737976,4.0,57.0,22.0,22.0
1512,Tyto alba,Europe,2364,,BA,1.866340074939633,9.78,57.0,22.0,22.0
1513,Tyto alba,Europe,356,,BA,1.5799223258823611,8.69,57.0,22.0,22.0
1515,Tyto alba,South America,259,1.79,BB,1.6531654174239465,7.89,49.0,20.0,17.0
1516,Tyto alba,South America,84,1.48,BB,1.5295644331872236,6.335,49.0,20.0,17.0
1517,Tyto alba,South America,32,1.68,BB,1.8948980255983494,8.26,49.0,20.0,17.0
