DataSet,RaptorScientificName,Continent,Num_obs,PreyPerPellet,ecozone,ShannEnt_rare,DietRichness_rare,LocalRichness,RERichness,RaptorRichness
145,Tyto alba,Europe,404,,BA,1.4814424656543412,6.195,83.0,34.0,33.0
146,Tyto alba,Europe,154,,BA,1.6835682373127248,6.81,83.0,34.0,33.0
147,Tyto alba,Europe,81,,BA,1.7191183971869644,7.165,83.0,34.0,33.0
262,Tyto alba,North America,1156,2.33,NA,0.6688731717672104,4.085,79.0,36.0,25.0
268,Tyto alba,North America,893,2.8,BA,0.5078719055879116,2.875,57.0,29.0,16.0
280,Tyto alba,North America,303,,BA,0.738376268629706,4.5,52.0,26.0,15.0
318,Tyto alba,South America,354,,BB,1.8627682859921573,8.165,41.0,14.0,18.0
319,Tyto alba,South America,335,,BB,1.5371868281226821,7.08,38.0,14.0,16.0
320,Tyto alba,South America,531,,BA,1.7428063545331551,7.35,35.0,14.0,18.0
333,Tyto alba,Australia/Oceania,291,,BB,0.4390669948265811,2.555,53.0,5.0,23.0
365,Tyto alba,South America,93,1.01,DA,1.885807729643863,8.985,137.0,23.0,36.0
403,Tyto alba,Europe,1063,2.35,BB,0.8989685219283838,4.295,62.0,21.0,24.0
404,Tyto alba,Europe,782,2.35,BB,0.8707497307247161,3.995,62.0,21.0,24.0
405,Tyto alba,Europe,934,2.35,BB,0.7372771189174802,3.775,62.0,21.0,24.0
406,Tyto alba,Europe,331,2.35,BB,0.9768686190251219,4.185,62.0,21.0,24.0
408,Tyto tenebricosa,Australia/Oceania,141,,BA,1.263361054262052,6.305,68.0,5.0,27.0
409,Tyto alba,Asia,142,,CA,1.3224474777075235,6.08,80.0,31.0,23.0
410,Tyto alba,Asia,601,,BB,1.0470862148133662,4.645,65.0,23.0,27.0
411,Tyto alba,Asia,313,,BB,1.155261841596873,5.29,65.0,23.0,27.0
412,Tyto alba,Asia,217,3.62,BB,1.406131758314195,5.97,76.0,28.0,25.0
413,Tyto alba,Asia,79,1.72,CA,1.0981454106541078,5.345,71.0,31.0,24.0
414,Tyto alba,Asia,247,,CA,1.1958557706610862,5.75,71.0,31.0,24.0
415,Tyto alba,Asia,7966,1.33,BB,1.3767657405057372,5.625,80.0,31.0,23.0
416,Tyto alba,Asia,196,1.82,CA,1.5733512353703367,6.45,35.0,16.0,5.0
417,Tyto alba,Asia,1026,,CA,1.6810042528295244,7.845,83.0,35.0,23.0
428,Tyto alba,North America,13,,CA,1.1109634317717783,3.89,105.0,50.0,30.0
434,Tyto alba,South America,392,1.93,AA,1.5182057445202763,5.565,63.0,28.0,13.0
478,Tyto alba,North America,1044,2.52,BB,1.0054837353380377,4.335,82.0,43.0,25.0
505,Tyto alba,Africa,146,0.073,CA,1.6713486450493409,7.29,46.0,21.0,11.0
513,Tyto alba,Europe,1661,,DA,1.9158480739045047,10.08,177.0,25.0,43.0
515,Tyto alba,Asia,1590,1.37,DA,0.842677671260719,5.415,57.0,16.0,19.0
516,Tyto alba,Asia,710,1.37,DA,1.4453752272828218,7.545,57.0,16.0,19.0
517,Tyto alba,Asia,390,0.93,DA,2.0258634318043267,9.895,57.0,16.0,19.0
518,Tyto alba,Asia,644,2.49,DA,1.093870832707494,6.82,57.0,16.0,19.0
519,Tyto alba,Asia,126,1.41,DA,1.0135759676749374,4.865,99.0,25.0,37.0
521,Tyto alba,Asia,978,1.29,DA,1.6122468182906664,6.72,99.0,25.0,37.0
525,Tyto alba,Africa,647,1.86,BA,1.2809790063629918,7.675,253.0,83.0,60.0
527,Tyto alba,Asia,297,1.71,DA,2.062004779213317,9.885,66.0,20.0,26.0
528,Tyto alba,Asia,516,1.52,DA,1.0184646590788673,6.475,66.0,20.0,26.0
529,Tyto alba,Asia,1142,1.37,DA,0.8116873143326825,5.13,66.0,20.0,26.0
530,Tyto alba,Asia,458,1.32,DA,1.4124632083744897,6.935,66.0,20.0,26.0
535,Tyto alba,South America,1145,1.79,NA,2.1805721757339707,10.85,33.0,15.0,11.0
544,Tyto alba,Europe,125,2.78,BA,1.6850468665113736,7.74,83.0,34.0,22.0
567,Tyto alba,Asia,156,,DA,1.9331470598287226,8.815,69.0,18.0,30.0
585,Tyto alba,Europe,2414,,BA,1.3082452902850559,4.875,37.0,13.0,18.0
603,Tyto alba,Europe,98,2.58,BA,1.6379374145065324,7.135,83.0,34.0,22.0
611,Tyto alba,North America,224,,DB,1.92295567293617,10.77,15.0,1.0,3.0
612,Tyto alba,North America,293,,DB,1.9613685193535224,10.73,15.0,1.0,3.0
617,Tyto alba,South America,755,3.24,DA,1.7041845930043826,9.565,177.0,25.0,43.0
620,Tyto alba,Australia/Oceania,139,4.34,CA,0.14688476011371207,1.925,31.0,5.0,21.0
621,Tyto alba,Australia/Oceania,229,4.32,CA,0.8570167419911661,4.675,31.0,5.0,21.0
622,Tyto alba,Australia/Oceania,67,4.47,CA,0.5362673646401952,3.215,31.0,5.0,21.0
631,Tyto alba,Australia/Oceania,241,4.82,CA,0.20510406141350615,2.17,31.0,5.0,21.0
667,Tyto alba,Africa,27,,BA,1.6270772908600062,6.895,123.0,42.0,35.0
688,Tyto alba,Australia/Oceania,288,5.14,CA,0.14623807970211164,1.92,31.0,5.0,21.0
689,Tyto alba,Australia/Oceania,229,4.98,CA,0.17423296035881006,2.05,31.0,5.0,21.0
694,Tyto alba,Australia/Oceania,303,2.12,CA,1.061560095506007,4.975,38.0,7.0,14.0
699,Tyto alba,Australia/Oceania,138,5.31,CA,0.22771273496684444,2.025,31.0,5.0,21.0
700,Tyto alba,North America,2223,,BB,1.765270145826856,9.03,93.0,47.0,22.0
717,Tyto alba,Australia/Oceania,236,,BB,0.43095325078798014,2.225,53.0,5.0,23.0
719,Tyto alba,South America,354,1.11,BB,1.8680880225658827,8.19,41.0,14.0,18.0
720,Tyto alba,South America,335,1.4,BB,1.497475987947127,6.83,58.0,26.0,18.0
726,Tyto alba,Europe,128,,B,1.591733710888561,6.555,60.0,24.0,21.0
727,Tyto alba,Europe,209,,B,1.9296303689302186,8.785,60.0,24.0,21.0
728,Tyto alba,Europe,165,,B,1.6772038946306498,7.3,60.0,24.0,21.0
729,Tyto alba,Europe,144,,BA,1.4104012477832626,5.715,67.0,26.0,21.0
730,Tyto alba,Europe,56,,BA,1.5973445219447837,6.64,67.0,26.0,21.0
731,Tyto alba,Europe,66,,BA,0.598889388886667,3.57,67.0,26.0,21.0
737,Tyto alba,Europe,9572,,BA,1.3058200678377911,5.66,36.0,12.0,11.0
738,Tyto alba,Europe,7138,,BA,1.3643407206228142,6.375,54.0,21.0,16.0
739,Tyto alba,Europe,8179,,BA,1.483838146039818,7.075,39.0,14.0,14.0
740,Tyto alba,Europe,4784,,BA,1.4033261494189662,6.225,39.0,14.0,14.0
741,Tyto alba,Europe,4340,,BA,1.2114233254390039,5.28,42.0,15.0,18.0
742,Tyto alba,Europe,4525,,BA,1.243018343647996,5.425,37.0,13.0,18.0
743,Tyto alba,Europe,7494,,BA,1.251797207040232,5.15,33.0,12.0,16.0
744,Tyto alba,Europe,1731,,BA,0.9602563860583156,4.37,25.0,8.0,8.0
745,Tyto alba,Australia/Oceania,105,4.2,CA,0.3049853342835833,2.17,31.0,5.0,21.0
746,Tyto alba,Australia/Oceania,141,4.55,CA,0.11229827953178384,1.71,39.0,10.0,19.0
747,Tyto alba,Australia/Oceania,250,1.94,CA,0.6625315590756062,2.21,30.0,9.0,19.0
748,Tyto alba,Australia/Oceania,99,2.06,CA,0.7253635508135738,3.545,30.0,9.0,19.0
749,Tyto alba,Australia/Oceania,926,3.76,CA,0.744624614724642,4.96,30.0,6.0,20.0
750,Tyto alba,Australia/Oceania,16,0.76,CA,0.8685674292813766,3.675,33.0,9.0,16.0
751,Tyto alba,Australia/Oceania,100,1.69,CA,1.0554878926003766,4.505,33.0,9.0,15.0
752,Tyto alba,Australia/Oceania,238,3.72,CA,0.8724041690642977,5.24,35.0,7.0,14.0
753,Tyto alba,Australia/Oceania,202,3.61,CA,0.5492239931420465,3.105,35.0,7.0,14.0
754,Tyto alba,Australia/Oceania,50,1.67,CA,1.3294792414967151,4.975,33.0,9.0,16.0
755,Tyto alba,Australia/Oceania,169,4.33,CA,0.3518726499288367,3.03,33.0,9.0,16.0
759,Tyto alba,Europe,263,,BA,1.6834095664379163,7.69,83.0,34.0,22.0
760,Tyto alba,Europe,235,2.87,BA,1.4735635162855365,6.925,83.0,34.0,22.0
761,Tyto alba,Europe,198,2.79,BA,1.840633633150602,8.11,83.0,34.0,22.0
762,Tyto alba,Europe,167,3.15,BA,1.6617435352195986,7.695,83.0,34.0,22.0
763,Tyto alba,Europe,129,,BA,1.2251577784741803,4.37,83.0,34.0,22.0
764,Tyto alba,Europe,12335,,BA,1.4850647568257163,6.49,83.0,34.0,22.0
765,Tyto alba,North America,140,,BB,1.3902151552670412,6.76,106.0,59.0,25.0
766,Tyto alba,North America,35,,BB,1.450958095723883,5.715,106.0,59.0,25.0
767,Tyto alba,North America,90,,BB,1.8905915371209576,9.135,106.0,59.0,25.0
768,Tyto alba,North America,188,,BB,1.4368347387517741,6.62,106.0,59.0,25.0
769,Tyto alba,North America,42,,BB,1.0797106902514786,4.555,106.0,59.0,25.0
770,Tyto alba,North America,42,,BB,1.1085480196319146,5.22,106.0,59.0,25.0
771,Tyto alba,North America,90,,BB,0.26202957391740744,2.345,106.0,59.0,25.0
772,Tyto alba,North America,122,,BB,0.4222087661302071,3.03,106.0,59.0,25.0
773,Tyto alba,North America,82,,BB,1.3749658394437216,6.08,106.0,59.0,25.0
774,Tyto alba,North America,45,,BB,1.4098921116840233,5.695,106.0,59.0,25.0
775,Tyto alba,North America,81,,BB,1.3796044087704862,5.6,106.0,59.0,25.0
776,Tyto alba,Europe,96,,B,1.4051868963985819,5.79,52.0,16.0,23.0
777,Tyto alba,Europe,132,,B,1.171280533897058,3.905,52.0,16.0,23.0
778,Tyto alba,Europe,683,,B,1.7733466105818183,7.37,52.0,16.0,23.0
779,Tyto alba,Europe,240,,B,1.615151837277544,6.495,52.0,16.0,23.0
780,Tyto alba,Europe,137,,B,1.6701039129941377,7.32,52.0,16.0,23.0
781,Tyto alba,Europe,689,,B,1.4390543974894354,6.1,44.0,12.0,22.0
782,Tyto alba,Europe,259,,B,1.2703101566064818,4.915,52.0,16.0,23.0
783,Tyto alba,Europe,145,,B,1.167832802481926,4.265,44.0,12.0,22.0
784,Tyto alba,Europe,278,,B,0.6632404446494783,3.27,52.0,16.0,23.0
785,Tyto alba,Europe,427,,B,0.8353533370378434,3.39,44.0,12.0,22.0
786,Tyto alba,Europe,86255,,B,0.013883750870813562,1.095,44.0,12.0,22.0
787,Tyto alba,Europe,165,,B,1.1598854579302342,6.695,52.0,16.0,23.0
813,Tyto alba,North America,90,,BA,1.3243844952841326,5.515,46.0,21.0,15.0
814,Tyto alba,North America,63,,BA,1.2620351404003807,6.765,39.0,16.0,11.0
816,Tyto alba,Europe,234,,B,1.7470383957508875,8.265,57.0,18.0,27.0
823,Tyto alba,Europe,1281,,BB,1.4420400937382392,6.15,83.0,34.0,33.0
825,Tyto alba,Europe,311,,NA,1.5539579936759662,7.17,83.0,34.0,33.0
827,Tyto alba,North America,178,1.65,CA,1.4214308232072719,6.025,54.0,19.0,14.0
828,Tyto alba,North America,194,,DA,1.7044446691935797,8.225,101.0,44.0,24.0
865,Tyto alba,South America,232,2.55,BA,1.209977843852968,4.66,29.0,13.0,12.0
868,Tyto alba,North America,56,,CA,0.7067012036319305,2.895,94.0,50.0,25.0
869,Tyto alba,North America,229,,CA,0.9540984155086417,4.415,94.0,50.0,25.0
870,Tyto alba,North America,66,,CA,0.7224565059190489,4.39,94.0,50.0,25.0
871,Tyto alba,North America,42,,CA,1.6342754559284285,6.515,94.0,50.0,25.0
872,Tyto alba,North America,138,,CA,1.432839451551353,5.68,94.0,50.0,25.0
873,Tyto alba,North America,52,,CA,0.9263530241244744,2.96,94.0,50.0,25.0
874,Tyto alba,North America,50,,CA,1.244017972731057,4.98,94.0,50.0,25.0
875,Tyto alba,North America,248,,CA,1.0255939837123011,4.49,94.0,50.0,25.0
876,Tyto alba,North America,403,,CA,1.229475963125507,4.95,94.0,50.0,25.0
877,Tyto alba,North America,352,,CA,1.3904825081501644,6.07,94.0,50.0,25.0
878,Tyto alba,North America,83,,CA,1.2614600445811888,4.52,94.0,50.0,25.0
879,Tyto alba,North America,40,,CA,1.123809668700343,4.08,94.0,50.0,25.0
880,Tyto alba,North America,57,,CA,1.0771894169635343,3.88,94.0,50.0,25.0
881,Tyto alba,North America,55,,CA,0.6314418032519863,2.755,94.0,50.0,25.0
882,Tyto alba,North America,274,,CA,1.589056953524022,7.12,94.0,50.0,25.0
883,Tyto alba,North America,92,,CA,1.4520979393341162,6.555,94.0,50.0,25.0
884,Tyto alba,North America,129,,CA,1.1692327196549597,4.585,94.0,50.0,25.0
885,Tyto alba,North America,60,,CA,1.1458077517200713,4.69,94.0,50.0,25.0
886,Tyto alba,North America,31,,CA,1.2337550877964798,5.16,94.0,50.0,25.0
915,Tyto alba,North America,880,1.33,BC,0.9217458164083046,4.455,65.0,35.0,13.0
919,Tyto alba,Africa,350,1.99,CA,1.6677366253923456,8.55,39.0,18.0,10.0
920,Tyto alba,Africa,106,1.83,CA,1.2428943772386054,5.71,39.0,18.0,10.0
924,Tyto alba,Europe,230,2.41,BB,1.5720607160660516,6.76,75.0,27.0,27.0
925,Tyto alba,Europe,176,2.41,BB,1.4197203553877151,5.795,75.0,27.0,27.0
926,Tyto alba,Europe,263,2.41,BB,1.581441115215516,6.69,75.0,27.0,27.0
927,Tyto alba,Europe,121,2.41,BB,1.5048407239793768,7.395,75.0,27.0,27.0
928,Tyto alba,Europe,95,2.41,BB,1.9043981708215876,8.81,75.0,27.0,27.0
929,Tyto alba,Europe,128,2.41,BB,1.549376969586921,6.915,75.0,27.0,27.0
930,Tyto alba,South America,65,2.41,DA,2.061267841721716,10.035,146.0,34.0,42.0
933,Tyto alba,North America,429,,BA,1.032294632850454,4.665,50.0,25.0,18.0
934,Tyto alba,North America,78,2.79,BA,1.023417244296618,4.8,50.0,25.0,18.0
938,Tyto alba,North America,362,1.8,BB,0.6767724405310537,2.81,109.0,59.0,26.0
939,Tyto alba,North America,1343,,AA,0.6844580414156783,3.655,87.0,41.0,26.0
940,Tyto alba,North America,682,,AA,1.094879850713846,3.515,87.0,41.0,26.0
941,Tyto alba,North America,488,,AA,1.1798835536961525,4.48,87.0,41.0,26.0
944,Tyto alba,North America,50,0.93,BA,1.388944898135395,5.5,51.0,24.0,13.0
957,Tyto alba,Europe,183,1.66,B,1.468520051496632,6.73,69.0,25.0,23.0
959,Tyto alba,South America,66,3.91,BB,1.8161433787571348,7.33,36.0,13.0,17.0
960,Tyto alba,South America,55,3.91,BB,1.8362458298433735,8.715,36.0,13.0,17.0
961,Tyto alba,South America,127,3.91,BB,1.7365676168004105,8.34,36.0,13.0,17.0
962,Tyto alba,South America,123,3.91,BB,1.7969991113695298,8.235,36.0,13.0,17.0
976,Tyto alba,North America,92,,BB,1.128530488871282,5.64,99.0,55.0,20.0
984,Tyto alba,South America,4618,3.99,DA,1.2462026772117112,5.405,7.0,5.0,3.0
985,Tyto alba,South America,36,2.12,DA,0.9599718134253955,3.585,7.0,5.0,3.0
986,Tyto alba,South America,139,3.16,DA,2.041472805976737,9.73,7.0,5.0,3.0
993,Tyto alba,South America,158,1.98,BA,1.645574236748689,7.57,241.0,55.0,60.0
998,Tyto alba,North America,576,,BC,1.862210370435769,8.68,57.0,31.0,13.0
1024,Tyto alba,North America,749,1.34,BB,1.505508124349774,6.285,106.0,59.0,25.0
1030,Tyto alba,South America,88,2.1,BA,1.3442319663017712,5.405,59.0,26.0,20.0
1031,Tyto alba,South America,55,2.11,BA,1.203482747789377,5.52,59.0,26.0,20.0
1032,Tyto alba,South America,323,2.02,BA,1.1712056646811686,4.99,59.0,26.0,20.0
1036,Tyto alba,North America,513,,BB,1.23575271783857,5.35,115.0,67.0,21.0
1044,Tyto alba,North America,253,,BB,0.9029051549549568,4.495,87.0,41.0,26.0
1055,Tyto alba,North America,202,3.96,BA,1.1030809619107205,3.385,73.0,36.0,20.0
1056,Tyto alba,North America,172,3.66,BA,1.1180602950543967,3.71,73.0,36.0,20.0
1057,Tyto alba,North America,145,3.54,BA,1.0325358819313089,3.48,73.0,36.0,20.0
1058,Tyto alba,North America,332,5.82,BA,0.7745753665176973,3.14,73.0,36.0,20.0
1059,Tyto alba,North America,344,4.99,BA,1.1275670089602365,4.915,73.0,36.0,20.0
1060,Tyto alba,North America,434,4.67,BA,1.28597867008844,5.135,73.0,36.0,20.0
1061,Tyto alba,North America,266,4.43,BA,1.1989736902417187,4.185,73.0,36.0,20.0
1062,Tyto alba,North America,216,4.15,BA,1.1454626602423168,3.805,73.0,36.0,20.0
1063,Tyto alba,North America,258,3.58,BA,1.1135718003025947,3.5,73.0,36.0,20.0
1064,Tyto alba,North America,203,3.5,BA,0.9283051436634102,3.085,73.0,36.0,20.0
1065,Tyto alba,North America,217,2.75,BA,0.9200623601311604,3.595,73.0,36.0,20.0
1066,Tyto alba,North America,97,2.16,BA,0.7311911718930716,3.64,73.0,36.0,20.0
1073,Tyto alba,Europe,451,,BA,0.8998674426473698,4.91,54.0,21.0,16.0
1074,Tyto alba,Europe,65,,BA,0.9784354872008489,5.13,39.0,14.0,14.0
1075,Tyto alba,Europe,183,,BA,1.145094503617367,4.12,54.0,21.0,16.0
1076,Tyto alba,Europe,514,,BA,1.6200578474951315,6.715,37.0,14.0,17.0
1077,Tyto alba,Europe,738,,BA,1.3231699563941546,5.89,54.0,21.0,16.0
1078,Tyto alba,Europe,185,,BA,1.4158797566117551,6.475,54.0,21.0,16.0
1079,Tyto alba,Europe,308,,BA,1.4312100746326508,6.295,39.0,14.0,14.0
1080,Tyto alba,Europe,200,,BA,1.591581633850183,6.505,36.0,12.0,11.0
1081,Tyto alba,Europe,22,,BA,1.6324759925874637,6.47,39.0,14.0,14.0
1082,Tyto alba,Europe,141,,BA,1.1670850054297899,5.88,39.0,14.0,14.0
1083,Tyto alba,Europe,376,,BA,1.5420936766824083,6.555,39.0,14.0,14.0
1084,Tyto alba,Europe,118,,BA,1.1969924079460024,5.155,42.0,15.0,18.0
1085,Tyto alba,Europe,284,,BA,1.3621338033060701,6.46,39.0,14.0,14.0
1086,Tyto alba,Europe,80,,BA,1.5750821156887296,6.56,39.0,14.0,14.0
1087,Tyto alba,South America,142,1.37,BA,0.6958042372236135,2.2,34.0,11.0,18.0
1088,Tyto alba,South America,119,1.37,BA,0.5258382815935888,2.445,34.0,11.0,18.0
1097,Tyto alba,Europe,1158,2.33,BA,2.1554920887867723,11.14,85.0,34.0,23.0
1099,Tyto alba,North America,278,1.07,DA,0.7544294115388324,3.375,53.0,21.0,18.0
1100,Tyto alba,North America,114,1.04,DA,0.8227948167210297,3.54,53.0,21.0,18.0
1101,Tyto alba,North America,34,1.06,DA,0.6051929734811423,3.39,53.0,21.0,18.0
1102,Tyto alba,North America,5,1.0,DA,1.0250865317181548,3.0,53.0,21.0,18.0
1103,Tyto alba,North America,9,1.29,DA,0.6724902164587213,2.0,53.0,21.0,18.0
1104,Tyto alba,North America,29,1.21,DA,0.35595638723389234,2.49,53.0,21.0,18.0
1105,Tyto alba,North America,33,1.14,DA,0.6924268442972688,2.65,53.0,21.0,18.0
1106,Tyto alba,North America,65,1.25,DA,0.5348711208259858,2.7,53.0,21.0,18.0
1107,Tyto alba,North America,453,1.27,DA,0.8505047029848873,3.78,53.0,21.0,18.0
1108,Tyto alba,North America,259,1.44,DA,1.2461756867830318,5.505,53.0,21.0,18.0
1109,Tyto alba,North America,252,2.16,DA,1.1878388995928286,4.855,53.0,21.0,18.0
1110,Tyto alba,North America,33,1.44,DA,0.7676732107963428,2.61,53.0,21.0,18.0
1111,Tyto alba,North America,14,1.57,DA,0.6181156140019599,2.875,53.0,21.0,18.0
1112,Tyto alba,Africa,52,1.68,DA,0.8045894978808866,3.75,70.0,30.0,37.0
1113,Tyto alba,Africa,184,1.45,DA,0.4245025727885599,3.11,70.0,30.0,37.0
1114,Tyto alba,Africa,45,1.15,DA,0.3918623375009044,2.93,70.0,30.0,37.0
1115,Tyto alba,Africa,45,1.41,DA,1.0500350929722382,5.59,70.0,30.0,37.0
1116,Tyto alba,Africa,98,1.69,DA,0.714002272866189,4.29,70.0,30.0,37.0
1117,Tyto alba,Africa,63,1.03,DA,0.6357951083631943,3.785,70.0,30.0,37.0
1118,Tyto alba,Africa,58,1.09,DA,0.41223664002844557,3.18,70.0,30.0,37.0
1119,Tyto alba,Africa,212,1.41,DA,1.3704715668694905,6.49,69.0,29.0,31.0
1120,Tyto alba,North America,37,,BC,1.1332216774167208,4.115,62.0,31.0,14.0
1121,Tyto alba,North America,46,,BC,1.588106493406008,6.555,62.0,31.0,14.0
1122,Tyto alba,North America,64,,BC,1.3609454604925155,5.535,62.0,31.0,14.0
1123,Tyto alba,North America,45,,BC,1.5778094242669745,6.245,62.0,31.0,14.0
1124,Tyto alba,North America,187,,BC,1.6262934021680975,7.255,62.0,31.0,14.0
1125,Tyto alba,North America,21,,BC,0.947869728796453,3.905,62.0,31.0,14.0
1126,Tyto alba,North America,28,,BC,0.9940398656321964,4.64,62.0,31.0,14.0
1148,Tyto alba,Africa,186,,DA,1.6927365456440817,8.265,158.0,42.0,51.0
1149,Tyto alba,Africa,117,,DA,1.3972080254519597,7.27,158.0,42.0,51.0
1150,Tyto alba,Africa,87,,DA,1.2750958844692322,5.605,158.0,42.0,51.0
1151,Tyto alba,Africa,119,,DA,1.1789664231599426,6.41,158.0,42.0,51.0
1152,Tyto alba,Africa,102,,DA,0.7665973421776724,4.56,158.0,42.0,51.0
1153,Tyto alba,Africa,97,,DA,1.3950736807365356,5.99,158.0,42.0,51.0
1154,Tyto alba,Africa,73,,DA,1.282595392115691,5.935,158.0,42.0,51.0
1155,Tyto alba,Africa,54,,DA,1.3071239414219795,6.61,158.0,42.0,51.0
1156,Tyto alba,Africa,36,,DA,1.208681504043339,5.12,158.0,42.0,51.0
1157,Tyto alba,Africa,90,,DA,1.668790455141195,8.22,158.0,42.0,51.0
1158,Tyto alba,Africa,55,,DA,1.3391082014156204,6.285,158.0,42.0,51.0
1159,Tyto alba,Africa,126,,DA,1.722736203263224,7.485,158.0,42.0,51.0
1160,Tyto alba,Africa,94,,DA,1.5149589310090494,6.285,158.0,42.0,51.0
1161,Tyto capensis,Africa,101,,DA,1.4737944356020356,6.545,158.0,42.0,51.0
1162,Tyto capensis,Africa,46,2.19,DA,1.5754572168228347,5.935,158.0,42.0,51.0
1165,Tyto alba,North America,1389,,BA,0.8698964377480243,5.295,53.0,25.0,16.0
1174,Tyto alba,North America,58889,1.2,BC,1.8236685636620482,9.115,62.0,31.0,14.0
1176,Tyto alba,North America,234,,BC,1.8619574538781523,7.945,57.0,31.0,13.0
1182,Tyto alba,South America,194,1.28,BB,1.5150283860646385,6.795,36.0,13.0,17.0
1187,Tyto alba,South America,729,,BB,1.6966524923218242,7.105,36.0,13.0,17.0
1194,Tyto alba,South America,346,1.05,CA,1.1859673049720747,5.255,36.0,18.0,7.0
1205,Tyto alba,North America,23,1.53,BC,0.9485035397269155,3.795,60.0,29.0,14.0
1230,Tyto alba,North America,350,2.61,BA,1.775795480115038,7.525,51.0,24.0,13.0
1231,Tyto alba,North America,45,4.09,BA,1.419837298935162,5.83,51.0,24.0,13.0
1236,Tyto alba,North America,543,,BA,0.9950154222078212,4.575,46.0,22.0,15.0
1242,Tyto alba,North America,3518,5.66,BB,1.2495377881552256,5.28,87.0,41.0,26.0
1270,Tyto alba,Europe,53,,BA,1.8079945214436728,8.81,67.0,26.0,21.0
1271,Tyto alba,Europe,653,,B,1.7187944927592196,8.52,60.0,24.0,21.0
1273,Tyto alba,South America,136,3.46,DA,1.4113678432177374,7.43,140.0,26.0,44.0
1274,Tyto alba,South America,156,3.46,DA,0.6409240218501339,4.475,140.0,26.0,44.0
1275,Tyto alba,South America,328,3.46,DA,1.006171905402944,6.35,140.0,26.0,44.0
1276,Tyto alba,South America,121,3.46,DA,1.0590984348355448,5.84,140.0,26.0,44.0
1283,Tyto alba,North America,234,2.17,BA,1.662686121786624,7.03,41.0,16.0,14.0
1284,Tyto alba,North America,125,1.5,BA,1.1618314548872606,4.485,41.0,16.0,14.0
1285,Tyto alba,North America,987,,BC,1.6594774199851994,7.01,95.0,49.0,24.0
1286,Tyto alba,North America,141,,BC,1.1756823739087274,4.55,95.0,49.0,24.0
1287,Tyto alba,North America,582,,BC,1.3544839666538535,5.865,95.0,49.0,24.0
1288,Tyto alba,North America,201,,BC,1.3480034149127966,5.365,95.0,49.0,24.0
1289,Tyto alba,North America,293,,BC,1.3643655857188945,4.92,95.0,49.0,24.0
1290,Tyto alba,North America,116,,BC,1.4154103217694116,6.245,95.0,49.0,24.0
1291,Tyto alba,North America,227,,BC,0.9693890876283071,3.745,95.0,49.0,24.0
1292,Tyto alba,North America,600,,BC,1.2704677635852994,4.995,95.0,49.0,24.0
1293,Tyto alba,North America,274,,BC,1.349245833074442,5.755,95.0,49.0,24.0
1294,Tyto alba,North America,373,,BC,1.1909300564932688,5.03,95.0,49.0,24.0
1315,Tyto alba,North America,357,,BC,1.4983344006071777,6.56,88.0,47.0,23.0
1316,Tyto alba,North America,330,,BC,1.6903671771219573,7.635,88.0,47.0,23.0
