MSW3_ID,Scientific,MSWFamilyLatin,SciName,Family,Diet-Vend,Diet-Vect,Diet-Vfish,Diet-Vunk,Diet-Scav,Diet-Fruit,Diet-Nect,Diet-Seed,Diet-PlantO,Diet-Source,Diet-Certainty,ForStrat-Value,ForStrat-Certainty,ForStrat-Comment,Activity-Nocturnal,Activity-Crepuscular,Activity-Diurnal,Activity-Source,Activity-Certainty,BodyMassValue,BodyMass-Source,BodyMass-SpecLevel,,
5398,Mesoplodon,stejnegeri,Mesoplodon stejnegeri,Ziphiidae,80,0,0,20,0,0,0,0,0,0,Ref_1,ABC,M,A,1,1,1,Ref_3,D2,4800000,Ref_117,1,,
5409,Mesoplodon,traversii,Mesoplodon traversii,Ziphiidae,80,0,0,20,0,0,0,0,0,0,Ref_1,ABC,M,A,1,1,1,Ref_3,D2,2514984.32,"Ref_2, Ref_3",0,,
53,Metachirus,nudicaudatus,Metachirus nudicaudatus,Didelphidae,30,20,20,0,10,0,20,0,0,0,Ref_1,ABC,S,A,1,0,0,Ref_1,ABC,375,Ref_117,1,,
2481,Micaelamys,granti,Micaelamys granti,Muridae,10,0,0,0,0,0,10,0,20,60,Ref_3,D2,G,A,1,0,0,Ref_1,ABC,40,Ref_58,1,,
2482,Micaelamys,namaquensis,Micaelamys namaquensis,Muridae,10,0,0,0,0,0,10,0,20,60,Ref_3,D2,G,A,1,0,0,Ref_1,ABC,57.1,Ref_58,1,,
58,Micoureus,alstoni,Micoureus alstoni,Didelphidae,90,0,0,0,0,0,10,0,0,0,Ref_1,ABC,S,A,1,0,0,Ref_1,ABC,132.3,Ref_117,1,,
57,Micoureus,constantiae,Micoureus constantiae,Didelphidae,90,0,0,0,0,0,10,0,0,0,Ref_1,ABC,S,A,1,0,0,Ref_1,ABC,90,Ref_117,1,,
54,Micoureus,demerarae,Micoureus demerarae,Didelphidae,90,0,0,0,0,0,10,0,0,0,Ref_1,ABC,S,A,1,0,0,Ref_1,ABC,75.75,Ref_117,1,,
56,Micoureus,paraguayanus,Micoureus paraguayanus,Didelphidae,30,0,0,0,30,0,20,20,0,0,Ref_21,ABC,S,A,1,0,0,Ref_1,ABC,112.43,Ref_58,1,,
59,Micoureus,phaeus,Micoureus phaeus,Didelphidae,90,0,0,0,0,0,10,0,0,0,Ref_2,D1,S,A,1,0,0,Ref_1,ABC,103.76,"Ref_2, Ref_3",0,,
55,Micoureus,regina,Micoureus regina,Didelphidae,90,0,0,0,0,0,10,0,0,0,Ref_1,ABC,S,A,1,0,0,Ref_1,ABC,118.6,Ref_117,1,,
1657,Microakodontomys,transitorius,Microakodontomys transitorius,Cricetidae,20,0,0,0,0,0,10,0,40,30,Ref_3,D2,G,A,1,0,0,Ref_3,D2,47.71,"Ref_2, Ref_3",0,,
3050,Microcavia,australis,Microcavia australis,Caviidae,0,0,0,0,0,0,30,0,0,70,Ref_1,ABC,G,A,0,0,1,Ref_1,ABC,286.1,Ref_117,1,,
3051,Microcavia,niata,Microcavia niata,Caviidae,0,0,0,0,0,0,30,0,0,70,Ref_1,ABC,G,A,0,0,1,Ref_1,ABC,255.2,Ref_117,1,,
3052,Microcavia,shiptoni,Microcavia shiptoni,Caviidae,0,0,0,0,0,0,30,0,0,70,Ref_1,ABC,G,A,0,0,1,Ref_1,ABC,185,Ref_117,1,,
482,Microcebus,berthae,Microcebus berthae,Cheirogaleidae,20,0,20,0,0,0,30,10,0,20,Ref_2,D1,Ar,A,1,0,0,Ref_1,ABC,33.45,Ref_58,1,,
481,Microcebus,griseorufus,Microcebus griseorufus,Cheirogaleidae,20,0,20,0,0,0,30,10,0,20,Ref_2,D1,Ar,A,1,0,0,Ref_1,ABC,70.24,Ref_58,1,,
477,Microcebus,murinus,Microcebus murinus,Cheirogaleidae,20,0,20,0,0,0,30,10,0,20,Ref_1,ABC,Ar,A,1,0,0,Ref_1,ABC,69,Ref_117,1,,
483,Microcebus,myoxinus,Microcebus myoxinus,Cheirogaleidae,20,0,20,0,0,0,30,10,0,20,Ref_2,D1,Ar,A,1,0,0,Ref_1,ABC,30,Ref_117,1,,
484,Microcebus,ravelobensis,Microcebus ravelobensis,Cheirogaleidae,20,0,20,0,0,0,30,10,0,20,Ref_2,D1,Ar,A,1,0,0,Ref_1,ABC,55,Ref_117,1,,
480,Microcebus,rufus,Microcebus rufus,Cheirogaleidae,20,0,20,0,0,0,30,10,0,20,Ref_1,ABC,Ar,A,1,0,0,Ref_1,ABC,42.5,Ref_117,1,,
479,Microcebus,sambiranensis,Microcebus sambiranensis,Cheirogaleidae,20,0,20,0,0,0,30,10,0,20,Ref_2,D1,Ar,A,1,0,0,Ref_1,ABC,49.06,Ref_58,1,,
478,Microcebus,tavaratra,Microcebus tavaratra,Cheirogaleidae,20,0,20,0,0,0,30,10,0,20,Ref_2,D1,Ar,A,1,0,0,Ref_1,ABC,68.01,Ref_58,1,,
2190,Microdillus,peeli,Microdillus peeli,Muridae,10,0,0,0,0,0,10,0,20,60,Ref_3,D2,G,A,1,0,0,Ref_1,ABC,35.26,Ref_178,2,,
1213,Microdipodops,megacephalus,Microdipodops megacephalus,Heteromyidae,20,0,0,0,0,0,0,0,80,0,Ref_1,ABC,G,A,1,0,0,Ref_1,ABC,10.45,Ref_117,1,,
1214,Microdipodops,pallidus,Microdipodops pallidus,Heteromyidae,20,0,0,0,0,0,0,0,80,0,Ref_1,ABC,G,A,1,0,0,Ref_1,ABC,12.5,Ref_117,1,,
355,Microgale,brevicaudata,Microgale brevicaudata,Tenrecidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,11.3,Ref_117,1,,
354,Microgale,cowani,Microgale cowani,Tenrecidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,13.8,Ref_117,1,,
353,Microgale,dobsoni,Microgale dobsoni,Tenrecidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,38,Ref_117,1,,
352,Microgale,drouhardi,Microgale drouhardi,Tenrecidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,1,1,1,Ref_2,D1,10.5,Ref_117,1,,
351,Microgale,dryas,Microgale dryas,Tenrecidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,40,Ref_117,1,,
350,Microgale,fotsifotsy,Microgale fotsifotsy,Tenrecidae,100,0,0,0,0,0,0,0,0,0,Ref_2,D1,G,A,1,1,1,Ref_2,D1,7.7,Ref_117,1,,
349,Microgale,gracilis,Microgale gracilis,Tenrecidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,23.3,Ref_117,1,,
348,Microgale,gymnorhyncha,Microgale gymnorhyncha,Tenrecidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,1,1,1,Ref_2,D1,18.2,Ref_117,1,,
339,Microgale,longicaudata,Microgale longicaudata,Tenrecidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,7.3,Ref_117,1,,
347,Microgale,monticola,Microgale monticola,Tenrecidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,1,1,1,Ref_2,D1,13.9,Ref_117,1,,
356,Microgale,nasoloi,Microgale nasoloi,Tenrecidae,100,0,0,0,0,0,0,0,0,0,Ref_2,D1,G,A,1,1,1,Ref_2,D1,13.83,"Ref_2, Ref_3",0,,
346,Microgale,parvula,Microgale parvula,Tenrecidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,3.4,Ref_117,1,,
345,Microgale,principula,Microgale principula,Tenrecidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,10.2,Ref_117,1,,
344,Microgale,pusilla,Microgale pusilla,Tenrecidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,3.4,Ref_117,1,,
343,Microgale,soricoides,Microgale soricoides,Tenrecidae,100,0,0,0,0,0,0,0,0,0,Ref_2,D1,G,A,1,1,1,Ref_1,ABC,18.7,Ref_117,1,,
342,Microgale,taiva,Microgale taiva,Tenrecidae,100,0,0,0,0,0,0,0,0,0,Ref_2,D1,G,A,1,1,1,Ref_2,D1,12.4,Ref_117,1,,
341,Microgale,talazaci,Microgale talazaci,Tenrecidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,48,Ref_117,1,,
340,Microgale,thomasi,Microgale thomasi,Tenrecidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,22.9,Ref_117,1,,
2483,Microhydromys,musseri,Microhydromys musseri,Muridae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,1,0,0,Ref_3,D2,17.32,Ref_178,2,,
2484,Microhydromys,richardsoni,Microhydromys richardsoni,Muridae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,1,0,0,Ref_3,D2,10.25,Ref_117,1,,
136,Micromurexia,habbema,Micromurexia habbema,Dasyuridae,70,10,20,0,0,0,0,0,0,0,Ref_3,D2,G,A,1,0,0,Ref_1,ABC,46.97,"Ref_2, Ref_3",0,,
2485,Micromys,minutus,Micromys minutus,Muridae,30,0,0,0,0,0,0,0,40,30,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,6,Ref_117,1,,
4028,Micronycteris,brosseti,Micronycteris brosseti,Phyllostomidae,80,0,0,0,0,0,20,0,0,0,Ref_2,D1,S,B,1,0,0,Ref_1,ABC,4.85,Ref_160,1,,
4031,Micronycteris,hirsuta,Micronycteris hirsuta,Phyllostomidae,80,0,0,0,0,0,20,0,0,0,Ref_2,D1,S,B,1,0,0,Ref_1,ABC,12.01,Ref_117,1,,
4032,Micronycteris,homezi,Micronycteris homezi,Phyllostomidae,80,0,0,0,0,0,20,0,0,0,Ref_2,D1,S,B,1,0,0,Ref_1,ABC,6.8,Ref_160,1,,
4033,Micronycteris,matses,Micronycteris matses,Phyllostomidae,80,0,0,0,0,0,20,0,0,0,Ref_2,D1,S,B,1,0,0,Ref_1,ABC,6.85,"Ref_2, Ref_3",0,,
4034,Micronycteris,megalotis,Micronycteris megalotis,Phyllostomidae,80,0,0,0,0,0,20,0,0,0,Ref_2,D1,S,B,1,0,0,Ref_1,ABC,6.11,Ref_117,1,,
4035,Micronycteris,microtis,Micronycteris microtis,Phyllostomidae,80,0,0,0,0,0,20,0,0,0,Ref_2,D1,S,B,1,0,0,Ref_1,ABC,6.5,Ref_128,1,,
4030,Micronycteris,minuta,Micronycteris minuta,Phyllostomidae,80,0,0,0,0,0,20,0,0,0,Ref_2,D1,S,B,1,0,0,Ref_1,ABC,6.5,Ref_117,1,,
4029,Micronycteris,sanborni,Micronycteris sanborni,Phyllostomidae,80,0,0,0,0,0,20,0,0,0,Ref_2,D1,S,B,1,0,0,Ref_1,ABC,6.3,Ref_161,1,,
4036,Micronycteris,schmidtorum,Micronycteris schmidtorum,Phyllostomidae,80,0,0,0,0,0,20,0,0,0,Ref_2,D1,S,B,1,0,0,Ref_1,ABC,7.53,Ref_117,1,,
190,Microperoryctes,longicauda,Microperoryctes longicauda,Peramelidae,60,0,0,0,10,0,0,0,0,30,Ref_1,ABC,G,A,1,0,0,Ref_2,D1,538,Ref_117,1,,
191,Microperoryctes,murina,Microperoryctes murina,Peramelidae,60,0,0,0,10,0,0,0,0,30,Ref_1,ABC,G,A,1,0,0,Ref_2,D1,817.52,Ref_178,2,,
192,Microperoryctes,papuensis,Microperoryctes papuensis,Peramelidae,60,0,0,0,10,0,0,0,0,30,Ref_1,ABC,G,A,1,0,0,Ref_1,ABC,158,Ref_117,1,,
359,Micropotamogale,lamottei,Micropotamogale lamottei,Tenrecidae,60,0,20,20,0,0,0,0,0,0,Ref_1,ABC,G,A,1,0,0,Ref_1,ABC,69.6,Ref_117,1,,
360,Micropotamogale,ruwenzorii,Micropotamogale ruwenzorii,Tenrecidae,60,0,20,20,0,0,0,0,0,0,Ref_1,ABC,G,A,1,0,0,Ref_1,ABC,98.5,Ref_117,1,,
3810,Micropteropus,intermedius,Micropteropus intermedius,Pteropodidae,0,0,0,0,0,0,100,0,0,0,Ref_1,ABC,Ar,A,1,0,0,Ref_1,ABC,59.17,Ref_178,2,,
3809,Micropteropus,pusillus,Micropteropus pusillus,Pteropodidae,0,0,0,0,0,0,90,10,0,0,Ref_1,ABC,Ar,A,1,0,0,Ref_1,ABC,26.57,Ref_117,1,,
1781,Microryzomys,altissimus,Microryzomys altissimus,Cricetidae,20,0,0,0,0,0,10,0,40,30,Ref_3,D2,G,A,1,0,0,Ref_3,D2,13.5,Ref_117,1,,
1782,Microryzomys,minutus,Microryzomys minutus,Cricetidae,20,0,0,0,0,0,10,0,40,30,Ref_3,D2,G,A,1,0,0,Ref_3,D2,13.5,Ref_117,1,,
851,Microsciurus,alfari,Microsciurus alfari,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,Ar,A,0,0,1,Ref_1,ABC,87.5,Ref_117,1,,
854,Microsciurus,flaviventer,Microsciurus flaviventer,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,Ar,A,0,0,1,Ref_1,ABC,92,Ref_117,1,,
853,Microsciurus,mimulus,Microsciurus mimulus,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,Ar,A,0,0,1,Ref_1,ABC,120,Ref_117,1,,
852,Microsciurus,santanderensis,Microsciurus santanderensis,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,Ar,A,0,0,1,Ref_1,ABC,99.8,Ref_117,1,,
1386,Microtus,abbreviatus,Microtus abbreviatus,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,62,Ref_117,1,,
1397,Microtus,agrestis,Microtus agrestis,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,42.5,Ref_117,1,,
1392,Microtus,anatolicus,Microtus anatolicus,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_2,D1,G,A,1,1,1,Ref_2,D1,37.99,"Ref_2, Ref_3",0,,
1396,Microtus,arvalis,Microtus arvalis,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,28,Ref_117,1,,
1420,Microtus,bavaricus,Microtus bavaricus,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,23.94,Ref_178,2,,
1425,Microtus,brachycercus,Microtus brachycercus,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_2,D1,G,A,1,1,1,Ref_2,D1,37.99,"Ref_2, Ref_3",0,,
1433,Microtus,breweri,Microtus breweri,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,54,Ref_117,1,,
1395,Microtus,cabrerae,Microtus cabrerae,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,52.5,Ref_117,1,,
1380,Microtus,californicus,Microtus californicus,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,57.42,Ref_117,1,,
1432,Microtus,canicaudus,Microtus canicaudus,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,28.45,Ref_117,1,,
1381,Microtus,chrotorrhinus,Microtus chrotorrhinus,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,39,Ref_117,1,,
1409,Microtus,clarkei,Microtus clarkei,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_2,D1,G,A,1,1,1,Ref_1,ABC,48.14,Ref_178,2,,
1423,Microtus,daghestanicus,Microtus daghestanicus,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,12.99,Ref_117,1,,
1394,Microtus,dogramacii,Microtus dogramacii,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_2,D1,G,A,1,1,1,Ref_2,D1,37.99,"Ref_2, Ref_3",0,,
1416,Microtus,duodecimcostatus,Microtus duodecimcostatus,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,23,Ref_117,1,,
1412,Microtus,evoronensis,Microtus evoronensis,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,41.42,Ref_178,2,,
1419,Microtus,felteni,Microtus felteni,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,24.34,Ref_178,2,,
1408,Microtus,fortis,Microtus fortis,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,63,Ref_117,1,,
1421,Microtus,gerbei,Microtus gerbei,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,24.89,Ref_178,2,,
1378,Microtus,gregalis,Microtus gregalis,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,47.5,Ref_117,1,,
1387,Microtus,guatemalensis,Microtus guatemalensis,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,42,Ref_117,1,,
1400,Microtus,guentheri,Microtus guentheri,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,50,Ref_117,1,,
,Microtus,hartingi,Microtus hartingi,Cricetidae,,,,,,,,,,,,,,,,,,,,50,Assumed similar to M guentheri,,,
1402,Microtus,ilaeus,Microtus ilaeus,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_1,ABC,G,A,1,1,1,Ref_2,D1,36.67,Ref_178,2,,
1401,Microtus,irani,Microtus irani,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,45.36,Ref_178,2,,
1413,Microtus,kikuchii,Microtus kikuchii,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_2,D1,G,A,1,1,1,Ref_1,ABC,46.3,Ref_58,1,,
,Microtus,lavernedii,Microtus lavernedii,Cricetidae,,,,,,,,,,,,,,,,,,,,40,https://www.gbif.org/fr/species/10517059,,,
1399,Microtus,levis,Microtus levis,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_1,ABC,G,A,1,1,1,Ref_2,D1,35.49,Ref_58,1,,
1422,Microtus,liechtensteini,Microtus liechtensteini,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_2,D1,G,A,1,1,1,Ref_1,ABC,37.99,"Ref_2, Ref_3",0,,
1405,Microtus,limnophilus,Microtus limnophilus,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,40.59,Ref_178,2,,
1382,Microtus,longicaudus,Microtus longicaudus,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,46.71,Ref_117,1,,
1424,Microtus,lusitanicus,Microtus lusitanicus,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,24.82,Ref_178,2,,
1417,Microtus,majori,Microtus majori,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,18.2,Ref_117,1,,
1404,Microtus,maximowiczii,Microtus maximowiczii,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,41.49,Ref_178,2,,
1385,Microtus,mexicanus,Microtus mexicanus,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,35,Ref_117,1,,
1410,Microtus,middendorffii,Microtus middendorffii,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,36.49,Ref_178,2,,
1384,Microtus,miurus,Microtus miurus,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,41,Ref_117,1,,
1414,Microtus,mongolicus,Microtus mongolicus,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,27.5,Ref_117,1,,
1430,Microtus,montanus,Microtus montanus,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,36.33,Ref_117,1,,
1406,Microtus,montebelli,Microtus montebelli,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,39.85,Ref_117,1,,
1407,Microtus,mujanensis,Microtus mujanensis,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,41.55,Ref_178,2,,
1429,Microtus,multiplex,Microtus multiplex,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,23.17,Ref_117,1,,
1436,Microtus,oaxacensis,Microtus oaxacensis,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,39.2,Ref_117,1,,
1439,Microtus,ochrogaster,Microtus ochrogaster,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,38.01,Ref_117,1,,
1411,Microtus,oeconomus,Microtus oeconomus,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,34.38,Ref_117,1,,
1435,Microtus,oregoni,Microtus oregoni,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,20.35,Ref_117,1,,
1391,Microtus,paradoxus,Microtus paradoxus,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_2,D1,G,A,1,1,1,Ref_2,D1,37.99,"Ref_2, Ref_3",0,,
1434,Microtus,pennsylvanicus,Microtus pennsylvanicus,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,36.75,Ref_117,1,,
1438,Microtus,pinetorum,Microtus pinetorum,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,26.28,Ref_117,1,,
1398,Microtus,qazvinensis,Microtus qazvinensis,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_2,D1,G,A,1,1,1,Ref_2,D1,37.99,"Ref_2, Ref_3",0,,
1437,Microtus,quasiater,Microtus quasiater,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,40,Ref_117,1,,
1383,Microtus,richardsoni,Microtus richardsoni,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,85,Ref_117,1,,
5341,Microtus,rossiaemeridionalis,Microtus rossiaemeridionalis,Cricetidae,,,,,,,,,,,,,,,,,,,,39.5,Average Microtus spp mass,,,
1415,Microtus,sachalinensis,Microtus sachalinensis,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,36.33,Ref_178,2,,
1426,Microtus,savii,Microtus savii,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,20,Ref_117,1,,
1427,Microtus,schelkovnikovi,Microtus schelkovnikovi,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,26.4,Ref_178,2,,
1389,Microtus,schidlovskii,Microtus schidlovskii,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_2,D1,G,A,1,1,1,Ref_2,D1,37.99,"Ref_2, Ref_3",0,,
1390,Microtus,socialis,Microtus socialis,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,48,Ref_117,1,,
1428,Microtus,subterraneus,Microtus subterraneus,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,19.5,Ref_117,1,,
1393,Microtus,tatricus,Microtus tatricus,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,40,Ref_117,1,,
1418,Microtus,thomasi,Microtus thomasi,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,25.67,Ref_178,2,,
1431,Microtus,townsendii,Microtus townsendii,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,64.75,Ref_117,1,,
1403,Microtus,transcaspicus,Microtus transcaspicus,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,35.17,Ref_178,2,,
1379,Microtus,umbrosus,Microtus umbrosus,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,42,Ref_117,1,,
1388,Microtus,xanthognathus,Microtus xanthognathus,Cricetidae,0,0,0,0,0,0,0,0,20,80,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,125.75,Ref_117,1,,
2487,Millardia,gleadowi,Millardia gleadowi,Muridae,0,0,0,0,0,0,0,0,70,30,Ref_1,ABC,G,A,1,0,0,Ref_1,ABC,30.8,Ref_117,1,,
2486,Millardia,kathleenae,Millardia kathleenae,Muridae,0,0,0,0,0,0,0,0,70,30,Ref_1,ABC,G,A,1,0,0,Ref_1,ABC,93,Ref_117,1,,
2488,Millardia,kondana,Millardia kondana,Muridae,0,0,0,0,0,0,0,0,70,30,Ref_1,ABC,G,A,1,0,0,Ref_1,ABC,147,Ref_117,1,,
2489,Millardia,meltada,Millardia meltada,Muridae,0,0,0,0,0,0,0,0,70,30,Ref_1,ABC,G,A,1,0,0,Ref_1,ABC,70,Ref_117,1,,
4574,Mimetillus,moloneyi,Mimetillus moloneyi,Vespertilionidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,1,0,0,Ref_1,ABC,8.8,Ref_117,1,,
4047,Mimon,bennettii,Mimon bennettii,Phyllostomidae,30,0,20,20,0,0,30,0,0,0,Ref_1,ABC,S,B,1,0,0,Ref_1,ABC,25.2,Ref_117,1,,
4048,Mimon,cozumelae,Mimon cozumelae,Phyllostomidae,60,10,0,0,0,0,30,0,0,0,Ref_1,ABC,S,B,1,0,0,Ref_1,ABC,18.61,"Ref_2, Ref_3",0,,
4049,Mimon,crenulatum,Mimon crenulatum,Phyllostomidae,50,0,0,0,0,0,50,0,0,0,Ref_1,ABC,S,B,1,0,0,Ref_1,ABC,13.75,Ref_117,1,,
4050,Mimon,koepckeae,Mimon koepckeae,Phyllostomidae,60,10,0,0,0,0,30,0,0,0,Ref_2,D1,S,B,1,0,0,Ref_1,ABC,18.61,"Ref_2, Ref_3",0,,
4705,Miniopterus,africanus,Miniopterus africanus,Vespertilionidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,1,0,0,Ref_1,ABC,9.76,"Ref_2, Ref_3",0,,
