MSW3_ID,Scientific,MSWFamilyLatin,SciName,Family,Diet-Vend,Diet-Vect,Diet-Vfish,Diet-Vunk,Diet-Scav,Diet-Fruit,Diet-Nect,Diet-Seed,Diet-PlantO,Diet-Source,Diet-Certainty,ForStrat-Value,ForStrat-Certainty,ForStrat-Comment,Activity-Nocturnal,Activity-Crepuscular,Activity-Diurnal,Activity-Source,Activity-Certainty,BodyMassValue,BodyMass-Source,BodyMass-SpecLevel,,
972,Funambulus,palmarum,Funambulus palmarum,Sciuridae,20,0,0,0,0,0,0,0,20,60,Ref_1,ABC,S,A,0,0,1,Ref_1,ABC,136.4,Ref_58,1,,
975,Funambulus,pennantii,Funambulus pennantii,Sciuridae,20,0,0,0,0,0,0,0,20,60,Ref_1,ABC,S,A,0,0,1,Ref_1,ABC,200,Ref_117,1,,
971,Funambulus,sublineatus,Funambulus sublineatus,Sciuridae,20,0,0,0,0,0,0,0,20,60,Ref_1,ABC,S,A,0,0,1,Ref_1,ABC,70.94,Ref_117,1,,
974,Funambulus,tristriatus,Funambulus tristriatus,Sciuridae,20,0,0,0,0,0,0,0,20,60,Ref_1,ABC,S,A,0,0,1,Ref_1,ABC,139,Ref_117,1,,
1009,Funisciurus,anerythrus,Funisciurus anerythrus,Sciuridae,10,0,0,0,0,0,40,0,50,0,Ref_1,ABC,Ar,A,0,1,1,Ref_1,ABC,218,Ref_117,1,,
1011,Funisciurus,bayonii,Funisciurus bayonii,Sciuridae,10,0,0,0,0,0,40,0,50,0,Ref_1,ABC,Ar,A,0,1,1,Ref_1,ABC,135,Ref_117,1,,
1007,Funisciurus,carruthersi,Funisciurus carruthersi,Sciuridae,10,0,0,0,0,0,40,0,50,0,Ref_1,ABC,Ar,A,0,1,1,Ref_1,ABC,286,Ref_117,1,,
1008,Funisciurus,congicus,Funisciurus congicus,Sciuridae,10,0,0,0,0,0,40,0,50,0,Ref_1,ABC,Ar,A,0,1,1,Ref_1,ABC,112,Ref_117,1,,
1010,Funisciurus,isabella,Funisciurus isabella,Sciuridae,10,0,0,0,0,0,40,0,50,0,Ref_1,ABC,Ar,A,0,1,1,Ref_1,ABC,109,Ref_117,1,,
1006,Funisciurus,lemniscatus,Funisciurus lemniscatus,Sciuridae,10,0,0,0,0,0,40,0,50,0,Ref_1,ABC,Ar,A,0,1,1,Ref_1,ABC,141,Ref_117,1,,
1005,Funisciurus,leucogenys,Funisciurus leucogenys,Sciuridae,10,0,0,0,0,0,40,0,50,0,Ref_1,ABC,Ar,A,0,1,1,Ref_1,ABC,250,Ref_117,1,,
1004,Funisciurus,pyrropus,Funisciurus pyrropus,Sciuridae,10,0,0,0,0,0,40,0,50,0,Ref_1,ABC,Ar,A,0,1,1,Ref_1,ABC,297,Ref_117,1,,
1003,Funisciurus,substriatus,Funisciurus substriatus,Sciuridae,10,0,0,0,0,0,40,0,50,0,Ref_1,ABC,Ar,A,0,1,1,Ref_1,ABC,186,Ref_117,1,,
4771,Furipterus,horrens,Furipterus horrens,Furipteridae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,1,0,0,Ref_1,ABC,3.18,Ref_117,1,,
549,Galago,alleni,Galago alleni,Galagidae,40,0,0,0,0,0,0,60,0,0,Ref_1,ABC,Ar,A,1,0,0,Ref_1,ABC,260,Ref_117,1,,
550,Galago,cameronensis,Galago cameronensis,Galagidae,50,0,0,0,0,0,50,0,0,0,Ref_45,ABC,Ar,A,1,0,0,Ref_1,ABC,165.68,"Ref_2, Ref_3",0,,
553,Galago,demidoff,Galago demidoff,Galagidae,80,0,0,0,0,0,10,10,0,0,Ref_1,ABC,Ar,A,1,0,0,Ref_1,ABC,66.04,Ref_58,1,,
540,Galago,gabonensis,Galago gabonensis,Galagidae,20,0,0,0,0,0,80,0,0,0,Ref_1,ABC,Ar,A,1,0,0,Ref_1,ABC,165.68,"Ref_2, Ref_3",0,,
551,Galago,gallarum,Galago gallarum,Galagidae,40,0,0,0,0,0,0,60,0,0,Ref_1,ABC,Ar,A,1,0,0,Ref_1,ABC,250,Ref_117,1,,
548,Galago,granti,Galago granti,Galagidae,80,0,0,0,0,0,20,0,0,0,Ref_2,D1,Ar,A,1,0,0,Ref_1,ABC,165.68,"Ref_2, Ref_3",0,,
547,Galago,matschiei,Galago matschiei,Galagidae,40,0,0,0,0,0,0,60,0,0,Ref_1,ABC,Ar,A,1,0,0,Ref_1,ABC,210,Ref_117,1,,
552,Galago,moholi,Galago moholi,Galagidae,40,0,0,0,0,0,0,60,0,0,Ref_1,ABC,Ar,A,1,0,0,Ref_1,ABC,160,Ref_117,1,,
544,Galago,nyasae,Galago nyasae,Galagidae,90,0,0,0,0,0,10,0,0,0,Ref_1,ABC,Ar,A,1,0,0,Ref_1,ABC,165.68,"Ref_2, Ref_3",0,,
545,Galago,orinus,Galago orinus,Galagidae,80,0,0,0,0,0,20,0,0,0,Ref_2,D1,Ar,A,1,0,0,Ref_1,ABC,165.68,"Ref_2, Ref_3",0,,
543,Galago,rondoensis,Galago rondoensis,Galagidae,50,0,0,0,0,0,50,0,0,0,Ref_13,ABC,Ar,A,1,0,0,Ref_1,ABC,165.68,"Ref_2, Ref_3",0,,
542,Galago,senegalensis,Galago senegalensis,Galagidae,40,0,0,0,0,0,0,60,0,0,Ref_1,ABC,Ar,A,1,0,0,Ref_1,ABC,227.67,Ref_117,1,,
541,Galago,thomasi,Galago thomasi,Galagidae,80,0,0,0,0,0,20,0,0,0,Ref_14,ABC,Ar,A,1,0,0,Ref_1,ABC,117.35,Ref_58,1,,
546,Galago,zanzibaricus,Galago zanzibaricus,Galagidae,80,0,0,0,0,0,10,10,0,0,Ref_1,ABC,Ar,A,1,0,0,Ref_1,ABC,147.35,Ref_58,1,,
3049,Galea,flavidens,Galea flavidens,Caviidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,0,0,1,Ref_1,ABC,450,Ref_117,1,,
3047,Galea,musteloides,Galea musteloides,Caviidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,0,0,1,Ref_1,ABC,480,Ref_117,1,,
3048,Galea,spixii,Galea spixii,Caviidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,0,0,1,Ref_1,ABC,326.2,Ref_117,1,,
3636,Galemys,pyrenaicus,Galemys pyrenaicus,Talpidae,90,0,0,10,0,0,0,0,0,0,Ref_1,ABC,G,A,1,0,0,Ref_1,ABC,60.17,Ref_117,1,,
1763,Galenomys,garleppi,Galenomys garleppi,Cricetidae,20,0,0,0,0,0,10,0,40,30,Ref_3,D2,G,A,1,0,0,Ref_3,D2,59.3,Ref_117,1,,
468,Galeopterus,variegates,Galeopterus variegates,Cynocephalidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,Ar,A,1,0,0,Ref_1,ABC,1112.2,Ref_58,1,,
4887,Galerella,flavescens,Galerella flavescens,Herpestidae,70,0,0,0,20,0,0,0,0,10,Ref_1,ABC,G,A,0,0,1,Ref_1,ABC,750,Ref_117,1,,
4888,Galerella,ochracea,Galerella ochracea,Herpestidae,70,0,0,0,20,0,0,0,0,10,Ref_2,D1,G,A,0,0,1,Ref_1,ABC,690.18,"Ref_2, Ref_3",0,,
4886,Galerella,pulverulenta,Galerella pulverulenta,Herpestidae,70,0,0,0,20,0,0,0,0,10,Ref_1,ABC,G,A,0,0,1,Ref_1,ABC,797,Ref_117,1,,
4885,Galerella,sanguinea,Galerella sanguinea,Herpestidae,70,0,0,0,20,0,0,0,0,10,Ref_1,ABC,G,A,0,0,1,Ref_1,ABC,550,Ref_117,1,,
4986,Galictis,cuja,Galictis cuja,Mustelidae,20,30,20,0,10,0,20,0,0,0,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,1000,Ref_117,1,,
4987,Galictis,vittata,Galictis vittata,Mustelidae,20,30,20,0,10,0,20,0,0,0,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,3200,Ref_117,1,,
4869,Galidia,elegans,Galidia elegans,Eupleridae,10,30,20,10,20,0,10,0,0,0,Ref_1,ABC,S,A,0,0,1,Ref_1,ABC,800,Ref_117,1,,
4871,Galidictis,fasciata,Galidictis fasciata,Eupleridae,30,70,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,1,1,0,Ref_1,ABC,550,Ref_117,1,,
4870,Galidictis,grandidieri,Galidictis grandidieri,Eupleridae,30,70,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,1,1,0,Ref_1,ABC,1400,Ref_117,1,,
5139,Gazella,arabica,Gazella arabica,Bovidae,0,0,0,0,0,0,0,0,10,90,Ref_2,D1,G,A,0,1,1,Ref_1,ABC,12000,Ref_117,1,,
5143,Gazella,bennettii,Gazella bennettii,Bovidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,0,1,1,Ref_1,ABC,18916.67,Ref_117,1,,
5140,Gazella,cuvieri,Gazella cuvieri,Bovidae,0,0,0,0,0,0,0,0,0,100,Ref_69,ABC,G,A,0,1,1,Ref_1,ABC,25000,Ref_117,1,,
5138,Gazella,dorcas,Gazella dorcas,Bovidae,0,0,0,0,0,0,20,0,0,80,Ref_114,ABC,G,A,0,1,1,Ref_1,ABC,23000.11,Ref_117,1,,
5136,Gazella,erlangeri,Gazella erlangeri,Bovidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,0,1,1,Ref_1,ABC,20360.12,"Ref_2, Ref_3",0,,
5137,Gazella,gazella,Gazella gazella,Bovidae,0,0,0,0,0,0,0,0,0,100,Ref_55,ABC,G,A,0,1,1,Ref_1,ABC,22749.93,Ref_117,1,,
5142,Gazella,leptoceros,Gazella leptoceros,Bovidae,0,0,0,0,0,0,0,0,0,100,Ref_61,ABC,G,A,0,1,1,Ref_1,ABC,22200,Ref_117,1,,
5141,Gazella,saudiya,Gazella saudiya,Bovidae,0,0,0,0,0,0,0,0,10,90,Ref_2,D1,G,A,0,1,1,Ref_1,ABC,16000,Ref_117,1,,
5135,Gazella,spekei,Gazella spekei,Bovidae,0,0,0,0,0,0,0,0,0,100,Ref_61,ABC,G,A,0,1,1,Ref_1,ABC,20000,Ref_117,1,,
5134,Gazella,subgutturosa,Gazella subgutturosa,Bovidae,0,0,0,0,0,0,0,0,10,90,Ref_62,ABC,G,A,0,1,1,Ref_1,ABC,28500,Ref_117,1,,
4835,Genetta,abyssinica,Genetta abyssinica,Viverridae,10,70,20,0,0,0,0,0,0,0,Ref_1,ABC,Ar,A,1,0,0,Ref_1,ABC,1649.99,Ref_117,1,,
4836,Genetta,angolensis,Genetta angolensis,Viverridae,10,70,20,0,0,0,0,0,0,0,Ref_1,ABC,Ar,A,1,0,0,Ref_1,ABC,1649.99,Ref_117,1,,
4837,Genetta,bourloni,Genetta bourloni,Viverridae,10,70,20,0,0,0,0,0,0,0,Ref_2,D1,Ar,A,1,0,0,Ref_1,ABC,1821.97,"Ref_2, Ref_3",0,,
4838,Genetta,cristata,Genetta cristata,Viverridae,30,60,10,0,0,0,0,0,0,0,Ref_110,ABC,Ar,A,1,0,0,Ref_1,ABC,1863.23,Ref_58,1,,
4839,Genetta,genetta,Genetta genetta,Viverridae,10,70,20,0,0,0,0,0,0,0,Ref_1,ABC,Ar,A,1,0,0,Ref_1,ABC,1800,Ref_117,1,,
4840,Genetta,johnstoni,Genetta johnstoni,Viverridae,10,70,20,0,0,0,0,0,0,0,Ref_1,ABC,Ar,A,1,0,0,Ref_1,ABC,2225,Ref_117,1,,
4847,Genetta,maculata,Genetta maculata,Viverridae,10,70,20,0,0,0,0,0,0,0,Ref_1,ABC,Ar,A,1,0,0,Ref_1,ABC,2225,Ref_117,1,,
4841,Genetta,pardina,Genetta pardina,Viverridae,20,70,0,0,0,0,10,0,0,0,Ref_110,ABC,Ar,A,1,0,0,Ref_1,ABC,1821.97,"Ref_2, Ref_3",0,,
4846,Genetta,piscivora,Genetta piscivora,Viverridae,0,0,10,90,0,0,0,0,0,0,Ref_1,ABC,Ar,A,1,0,0,Ref_1,ABC,1648.05,Ref_58,1,,
4842,Genetta,poensis,Genetta poensis,Viverridae,20,70,0,0,0,0,10,0,0,0,Ref_110,ABC,Ar,A,1,0,0,Ref_1,ABC,1821.97,"Ref_2, Ref_3",0,,
4845,Genetta,servalina,Genetta servalina,Viverridae,10,70,20,0,0,0,0,0,0,0,Ref_1,ABC,Ar,A,1,0,0,Ref_1,ABC,1054.99,Ref_117,1,,
4843,Genetta,thierryi,Genetta thierryi,Viverridae,10,70,20,0,0,0,0,0,0,0,Ref_1,ABC,Ar,A,1,0,0,Ref_1,ABC,1400.01,Ref_117,1,,
4834,Genetta,tigrina,Genetta tigrina,Viverridae,10,70,20,0,0,0,0,0,0,0,Ref_1,ABC,Ar,A,1,0,0,Ref_1,ABC,2225,Ref_117,1,,
4844,Genetta,victoriae,Genetta victoriae,Viverridae,10,70,20,0,0,0,0,0,0,0,Ref_1,ABC,Ar,A,1,0,0,Ref_1,ABC,2999.99,Ref_117,1,,
3100,Geocapromys,brownii,Geocapromys brownii,Capromyidae,0,0,0,0,0,0,30,0,0,70,Ref_3,D2,S,A,1,0,0,Ref_1,ABC,1500,Ref_117,1,,
3101,Geocapromys,ingrahami,Geocapromys ingrahami,Capromyidae,0,0,0,0,0,0,30,0,0,70,Ref_3,D2,S,A,1,0,0,Ref_1,ABC,800,Ref_117,1,,
3102,Geocapromys,thoracatus,Geocapromys thoracatus,Capromyidae,0,0,0,0,0,0,30,0,0,70,Ref_3,D2,S,A,1,1,0,Ref_1,ABC,1500,Ref_117,1,,
337,Geogale,aurita,Geogale aurita,Tenrecidae,70,30,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,1,0,0,Ref_1,ABC,7,Ref_117,1,,
1160,Geomys,arenarius,Geomys arenarius,Geomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,1,1,1,Ref_2,D1,206,Ref_117,1,,
1168,Geomys,attwateri,Geomys attwateri,Geomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,1,1,1,Ref_1,ABC,144.06,Ref_58,1,,
1167,Geomys,breviceps,Geomys breviceps,Geomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,1,0,0,Ref_1,ABC,136.47,Ref_58,1,,
1165,Geomys,bursarius,Geomys bursarius,Geomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,1,1,1,Ref_1,ABC,203.75,Ref_117,1,,
1161,Geomys,knoxjonesi,Geomys knoxjonesi,Geomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,1,1,1,Ref_2,D1,172.49,Ref_58,1,,
1164,Geomys,personatus,Geomys personatus,Geomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,1,1,1,Ref_2,D1,397,Ref_117,1,,
1166,Geomys,pinetis,Geomys pinetis,Geomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,1,1,1,Ref_2,D1,85,Ref_117,1,,
1162,Geomys,texensis,Geomys texensis,Geomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,1,1,1,Ref_2,D1,189.76,"Ref_2, Ref_3",0,,
1163,Geomys,tropicalis,Geomys tropicalis,Geomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,1,1,1,Ref_2,D1,350,Ref_117,1,,
2850,Georychus,capensis,Georychus capensis,Bathyergidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,0,0,1,Ref_1,ABC,232.67,Ref_117,1,,
1764,Geoxus,valdivianus,Geoxus valdivianus,Cricetidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,1,1,1,Ref_1,ABC,31.5,Ref_117,1,,
2122,Gerbilliscus,afra,Gerbilliscus afra,Muridae,20,0,0,0,0,0,0,0,20,60,Ref_1,ABC,G,A,1,0,0,Ref_1,ABC,92.13,Ref_58,1,,
2120,Gerbilliscus,boehmi,Gerbilliscus boehmi,Muridae,20,0,0,0,0,0,0,0,20,60,Ref_1,ABC,G,A,1,0,0,Ref_1,ABC,49.36,Ref_178,2,,
2130,Gerbilliscus,brantsii,Gerbilliscus brantsii,Muridae,20,0,0,0,0,0,0,0,20,60,Ref_1,ABC,G,A,1,0,0,Ref_1,ABC,89.41,Ref_58,1,,
2129,Gerbilliscus,guineae,Gerbilliscus guineae,Muridae,20,0,0,0,0,0,0,0,20,60,Ref_1,ABC,G,A,1,0,0,Ref_1,ABC,102.5,Ref_58,1,,
2128,Gerbilliscus,inclusus,Gerbilliscus inclusus,Muridae,20,0,0,0,0,0,0,0,20,60,Ref_1,ABC,G,A,1,0,0,Ref_1,ABC,118.5,Ref_58,1,,
2127,Gerbilliscus,kempi,Gerbilliscus kempi,Muridae,20,0,0,0,0,0,0,0,20,60,Ref_1,ABC,G,A,1,0,0,Ref_1,ABC,100.83,Ref_58,1,,
2126,Gerbilliscus,leucogaster,Gerbilliscus leucogaster,Muridae,20,0,0,0,0,0,0,0,20,60,Ref_1,ABC,G,A,1,0,0,Ref_1,ABC,73.75,Ref_58,1,,
2125,Gerbilliscus,nigricaudus,Gerbilliscus nigricaudus,Muridae,20,0,0,0,0,0,0,0,20,60,Ref_1,ABC,G,A,1,0,0,Ref_1,ABC,123,Ref_58,1,,
2121,Gerbilliscus,phillipsi,Gerbilliscus phillipsi,Muridae,20,0,0,0,0,0,0,0,20,60,Ref_1,ABC,G,A,1,0,0,Ref_1,ABC,127.07,Ref_58,1,,
2124,Gerbilliscus,robustus,Gerbilliscus robustus,Muridae,20,0,0,0,0,0,0,0,20,60,Ref_1,ABC,G,A,1,0,0,Ref_1,ABC,95.99,Ref_58,1,,
2123,Gerbilliscus,validus,Gerbilliscus validus,Muridae,20,0,0,0,0,0,0,0,20,60,Ref_1,ABC,G,A,1,0,0,Ref_1,ABC,121,Ref_58,1,,
2134,Gerbillurus,paeba,Gerbillurus paeba,Muridae,0,0,0,0,0,0,0,0,100,0,Ref_1,ABC,G,A,1,0,0,Ref_1,ABC,23.3,Ref_117,1,,
2132,Gerbillurus,setzeri,Gerbillurus setzeri,Muridae,0,0,0,0,0,0,0,0,100,0,Ref_1,ABC,G,A,1,0,0,Ref_1,ABC,38.3,Ref_117,1,,
2133,Gerbillurus,tytonis,Gerbillurus tytonis,Muridae,0,0,0,0,0,0,0,0,100,0,Ref_1,ABC,G,A,1,0,0,Ref_1,ABC,31,Ref_117,1,,
2131,Gerbillurus,vallinus,Gerbillurus vallinus,Muridae,0,0,0,0,0,0,0,0,100,0,Ref_1,ABC,G,A,1,0,0,Ref_1,ABC,35.25,Ref_117,1,,
2148,Gerbillus,acticola,Gerbillus acticola,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,1,1,0,Ref_1,ABC,33.9,Ref_178,2,,
2147,Gerbillus,agag,Gerbillus agag,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,1,1,0,Ref_1,ABC,23.26,"Ref_2, Ref_3",0,,
2160,Gerbillus,amoenus,Gerbillus amoenus,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,1,1,0,Ref_1,ABC,13.2,Ref_117,1,,
2146,Gerbillus,andersoni,Gerbillus andersoni,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,1,1,0,Ref_1,ABC,26.87,Ref_117,1,,
2145,Gerbillus,aquilus,Gerbillus aquilus,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,1,1,0,Ref_1,ABC,36.02,Ref_178,2,,
2165,Gerbillus,brockmani,Gerbillus brockmani,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,1,1,0,Ref_1,ABC,33.43,Ref_178,2,,
2136,Gerbillus,burtoni,Gerbillus burtoni,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,1,1,0,Ref_1,ABC,23.26,"Ref_2, Ref_3",0,,
2137,Gerbillus,cheesmani,Gerbillus cheesmani,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,1,1,0,Ref_1,ABC,28,Ref_117,1,,
2143,Gerbillus,dongolanus,Gerbillus dongolanus,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,1,1,0,Ref_1,ABC,23.26,"Ref_2, Ref_3",0,,
2149,Gerbillus,dunni,Gerbillus dunni,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,1,1,0,Ref_1,ABC,34.33,Ref_178,2,,
2167,Gerbillus,famulus,Gerbillus famulus,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,1,1,0,Ref_1,ABC,37,Ref_117,1,,
2141,Gerbillus,floweri,Gerbillus floweri,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,1,1,0,Ref_1,ABC,34.47,Ref_178,2,,
2159,Gerbillus,garamantis,Gerbillus garamantis,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,1,1,0,Ref_1,ABC,23.26,"Ref_2, Ref_3",0,,
2142,Gerbillus,gerbillus,Gerbillus gerbillus,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,1,1,0,Ref_1,ABC,25.04,Ref_117,1,,
2140,Gerbillus,gleadowi,Gerbillus gleadowi,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,1,1,0,Ref_1,ABC,24,Ref_117,1,,
2168,Gerbillus,grobbeni,Gerbillus grobbeni,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,1,1,0,Ref_1,ABC,35.3,Ref_178,2,,
2161,Gerbillus,henleyi,Gerbillus henleyi,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,1,1,0,Ref_1,ABC,8,Ref_117,1,,
2156,Gerbillus,hesperinus,Gerbillus hesperinus,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,1,1,0,Ref_1,ABC,36.04,Ref_178,2,,
2139,Gerbillus,hoogstraali,Gerbillus hoogstraali,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,1,1,0,Ref_1,ABC,35.83,Ref_178,2,,
2144,Gerbillus,latastei,Gerbillus latastei,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,1,1,0,Ref_1,ABC,39.55,Ref_117,1,,
2135,Gerbillus,mauritaniae,Gerbillus mauritaniae,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,1,1,0,Ref_1,ABC,23.26,"Ref_2, Ref_3",0,,
2164,Gerbillus,mesopotamiae,Gerbillus mesopotamiae,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,1,1,0,Ref_1,ABC,20,Ref_117,1,,
2171,Gerbillus,muriculus,Gerbillus muriculus,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,1,1,0,Ref_1,ABC,33.42,Ref_178,2,,
2138,Gerbillus,nancillus,Gerbillus nancillus,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,1,1,0,Ref_1,ABC,35.94,Ref_178,2,,
2172,Gerbillus,nanus,Gerbillus nanus,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,1,1,0,Ref_1,ABC,25.5,Ref_117,1,,
2153,Gerbillus,nigeriae,Gerbillus nigeriae,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,1,1,0,Ref_1,ABC,29.7,Ref_117,1,,
2151,Gerbillus,occiduus,Gerbillus occiduus,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,1,1,0,Ref_1,ABC,36.05,Ref_178,2,,
2157,Gerbillus,perpallidus,Gerbillus perpallidus,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,1,1,0,Ref_1,ABC,36.3,Ref_117,1,,
2163,Gerbillus,poecilops,Gerbillus poecilops,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,1,1,0,Ref_1,ABC,31.5,Ref_117,1,,
2170,Gerbillus,principulus,Gerbillus principulus,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,1,1,0,Ref_1,ABC,36.05,Ref_178,2,,
2150,Gerbillus,pulvinatus,Gerbillus pulvinatus,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,1,1,0,Ref_1,ABC,35.92,Ref_178,2,,
2166,Gerbillus,pusillus,Gerbillus pusillus,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,1,1,0,Ref_1,ABC,12.6,Ref_117,1,,
2155,Gerbillus,pyramidum,Gerbillus pyramidum,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,1,1,0,Ref_1,ABC,46.29,Ref_117,1,,
2154,Gerbillus,rosalinda,Gerbillus rosalinda,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,1,1,0,Ref_1,ABC,33.89,Ref_178,2,,
2169,Gerbillus,syrticus,Gerbillus syrticus,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,1,1,0,Ref_1,ABC,23.26,"Ref_2, Ref_3",0,,
2152,Gerbillus,tarabuli,Gerbillus tarabuli,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,1,1,0,Ref_1,ABC,34.81,Ref_178,2,,
2162,Gerbillus,vivax,Gerbillus vivax,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,1,1,0,Ref_1,ABC,23.26,"Ref_2, Ref_3",0,,
2158,Gerbillus,watersi,Gerbillus watersi,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,1,1,0,Ref_1,ABC,10.4,Ref_117,1,,
5333,Giraffa,camelopardalis,Giraffa camelopardalis,Giraffidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,1,1,0,Ref_1,ABC,899994.8,Ref_117,1,,
896,Glaucomys,sabrinus,Glaucomys sabrinus,Sciuridae,0,0,0,0,0,0,30,0,40,30,Ref_1,ABC,Ar,A,1,0,0,Ref_1,ABC,166,Ref_117,1,,
895,Glaucomys,volans,Glaucomys volans,Sciuridae,0,0,0,0,0,0,30,0,40,30,Ref_1,ABC,Ar,A,1,0,0,Ref_1,ABC,63.87,Ref_117,1,,
4533,Glauconycteris,alboguttata,Glauconycteris alboguttata,Vespertilionidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,1,0,0,Ref_1,ABC,8.42,Ref_178,2,,
4534,Glauconycteris,argentata,Glauconycteris argentata,Vespertilionidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,1,0,0,Ref_1,ABC,9.3,Ref_58,1,,
4535,Glauconycteris,beatrix,Glauconycteris beatrix,Vespertilionidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,1,0,0,Ref_1,ABC,7.5,Ref_58,1,,
4536,Glauconycteris,curryae,Glauconycteris curryae,Vespertilionidae,100,0,0,0,0,0,0,0,0,0,Ref_2,D1,A,A,1,0,0,Ref_1,ABC,8.11,"Ref_2, Ref_3",0,,
4543,Glauconycteris,egeria,Glauconycteris egeria,Vespertilionidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,1,0,0,Ref_1,ABC,8.42,Ref_178,2,,
4537,Glauconycteris,gleni,Glauconycteris gleni,Vespertilionidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,1,0,0,Ref_1,ABC,10.81,Ref_58,1,,
